x Desnivel 3,y Desnivel 3,z Desnivel 3,i Desnivel 3,sep ,x Desnivel 2,y Desnivel 2,z Desnivel2,i Desnivel2
-3,32,-21,0,,-4,22,-10,260
-6,-38,36,0,,0,-52,68,322
0,4,28,0,,-3,34,-17,366
-2,44,-23,0,,-2,-63,70,376
-3,-65,75,0,,-4,43,-13,377
-4,41,-14,0,,-3,-60,64,375
-4,3,1,44,,-4,34,-3,363
0,-38,57,103,,-7,19,-11,296
-2,17,-8,157,,0,-48,69,222
0,-43,67,220,,-6,35,-16,140
-4,23,-13,305,,-1,-55,75,69
,,,,,-8,38,-15,0
-3,-35,33,353,,-2,-57,6,
-2,1,26,374,,6,0,,
-5,-20,16,380,,-1,-18,49,0
0,-12,45,375,,-8,7,3,0
-5,1,0,372,,-2,-32,61,0
1,-39,61,355,,-6,25,4,0
-4,31,4,288,,-6,-45,44,0
-4,-44,42,211,,0,-46,67,0
-3,16,24,136,,-6,28,-12,0
-6,-23,25,56,,-1,-50,69,0
0,-11,40,0,,-1,2,32,0
-8,48,-20,0,,-8,-16,15,0
-1,-67,70,0,,1,-13,48,0
-7,42,-4,0,,-6,38,-7,0
-8,24,-14,0,,-6,-54,63,0
2,-55,72,0,,-4,33,0,0
-6,39,-22,0,,-9,19,-9,0
-6,-36,34,0,,1,-47,70,34
-3,4,35,0,,-1,20,16,101
-7,-11,14,0,,-9,-33,36,148
0,-65,72,0,,-1,4,32,212
-8,41,-12,0,,-8,-17,16,294
-2,-55,61,0,,0,-18,47,349
0,-34,63,0,,-9,2,2,368
-9,23,-8,0,,-5,-57,60,378
0,-43,67,0,,-2,30,2,372
-4,16,17,0,,-8,-44,45,372
-7,-29,34,68,,-1,12,17,357
-2,1,31,116,,-7,-28,31,282
-10,28,-4,166,,0,-1,32,218
-1,-45,61,247,,-5,32,-10,136
-7,25,-2,320,,-,,,
-3,-46,56,363,,3,-52,61,66
-4,22,3,376,,-3,26,-3,0
,,,,,-4,-46,54,0
,,,,,-2,16,7,0
-7,-41,52,379,,-6,11,6,0
-2,19,6,370,,3,-36,49,0
-8,-39,46,368,,1,1,16,0
-1,14,13,329,,-4,11,4,0
-7,17,-3,247,,-3,-38,50,0
-2,-40,64,182,,-2,10,2,0
-3,25,-9,101,,-7,-13,23,0
-4,-48,68,28,,3,-14,38,0
-3,31,-12,0,,-2,13,5,0
-5,-58,67,0,,-3,-39,47,0
0,-15,48,0,,-2,15,5,0
-6,2,2,0,,-6,5,3,0
-6,-57,57,0,,-4,-36,46,0
0,27,3,0,,0,16,14,0
-4,24,-12,0,,-5,14,-1,0
-1,-58,70,0,,0,-40,59,57
-2,39,-18,0,,-5,19,-11,115
-7,-23,23,0,,0,-46,67,162
0,-15,44,0,,-3,30,-11,248
-4,2,-1,0,,-2,-56,65,319
-4,-62,64,0,,-3,35,-11,365
-1,36,-5,0,,-5,-59,59,375
-4,-49,51,0,,-1,34,1,380
0,-53,73,0,,-5,21,-7,374
-5,34,-18,25,,-2,-49,67,368
0,-61,71,91,,-6,33,-17,315
-1,-5,32,134,,-2,-57,73,237
-4,-11,17,199,,-4,41,-12,154
1,-20,46,280,,-5,-,,
-4,,,,,55,68,81,
1,4,338,,,-5,33,-4,3
0,-34,54,367,,-7,12,-7,0
-5,13,-7,378,,0,-40,66,0
-4,-38,40,380,,-8,27,-10,0
-2,11,23,373,,-6,-35,39,0
-5,-27,23,364,,-4,6,26,0
0,-6,38,313,,-7,-23,22,0
-5,-5,8,233,,-3,-57,68,0
1,-25,56,169,,-5,36,-11,0
-6,40,-3,90,,-5,-53,62,0
-3,-55,54,19,,0,-24,53,0
-4,25,8,0,,-8,10,-5,0
-5,-39,39,0,,0,-39,66,0
1,-60,77,0,,-4,26,12,0
-8,45,-21,0,,-8,-38,40,0
0,-67,74,0,,-1,-51,72,0
-2,-16,47,0,,-7,38,-17,0
-7,2,0,0,,-2,-60,73,50
-4,-63,64,0,,-5,40,-14,112
-7,38,-2,0,,-4,-60,69,164
-8,25,-13,0,,-4,37,-7,240
1,-52,72,0,,-7,-56,57,317
-8,37,-18,0,,-1,26,7,355
-7,-30,31,0,,-6,25,-15,372
-2,2,35,0,,0,-56,73,381
-8,-10,18,0,,-5,38,-18,370
-2,-55,67,0,,-1,-60,71,368
-7,34,-4,28,,-5,37,-15,318
-4,-50,57,96,,-5,-55,67,242
-6,25,7,135,,-2,32,-4,170
-8,14,1,184,,-6,-48,53,98
0,-36,57,267,,-2,19,11,21
-8,1,,,,-7,18,-5,0
7,-1,336,,,,,,
-1,-43,58,367,,1,-48,61,0
-7,20,-2,378,,-4,26,-2,0
-1,-42,59,378,,-7,-18,27,0
-6,24,-4,370,,1,-13,32,0
-9,-15,22,361,,-7,-7,15,0
0,-11,38,298,,-3,-44,50,0
-7,-6,14,221,,0,12,7,0
0,-17,49,160,,-7,7,7,0
-7,3,4,89,,-5,-31,43,0
-8,-48,56,19,,-1,5,16,0
-1,25,3,0,,-5,-28,30,0
-7,-47,48,0,,0,-40,56,0
-1,-45,70,0,,-4,21,-4,0
-4,31,-16,0,,-1,-42,59,0
-3,-63,72,0,,0,-6,33,0
-1,41,-18,0,,-6,-13,18,0
-5,-14,11,0,,0,-45,57,66
1,-28,53,0,,-3,21,-2,116
-5,17,-8,0,,-3,-45,56,170
-5,-59,56,0,,-2,24,2,247
-1,26,8,0,,-3,-46,50,319
-3,36,-24,0,,-2,19,8,361
-1,-67,82,0,,-3,16,-7,374
-4,51,-26,0,,-2,-45,64,380
-3,-71,78,0,,-5,32,-10,375
0,-22,51,0,,-3,-56,64,369
-3,8,-6,48,,-3,34,-10,317
-2,-62,62,106,,-6,-52,61,238
-4,29,1,159,,-2,30,1,166
-4,-42,44,230,,-6,-43,50,90
-2,6,20,300,,-2,16,17,18
-2,-24,26,355,,-7,28,-13,
0,-13,35,373,,0,,,
,,,,,-3,-52,70,0
-5,-5,9,380,,-6,35,-12,0
0,-50,58,377,,-2,-54,66,0
-6,28,1,373,,-2,-18,49,0
-1,-48,47,353,,-8,4,2,0
-5,23,11,281,,-6,-54,57,0
-4,-36,37,201,,-3,26,5,0
-2,10,28,128,,-6,-41,44,0
-5,-21,23,49,,1,-43,68,0
-1,-10,41,0,,-8,30,-13,0
-8,41,-13,0,,-2,-52,69,0
-1,-61,66,0,,-3,2,34,0
-6,39,-3,0,,-7,-13,16,0
-7,19,-9,0,,-3,-57,70,0
0,-50,70,0,,-6,39,-8,0
-6,24,11,0,,-6,-55,62,38
-8,45,-18,0,,-3,30,3,97
-6,-16,19,0,,-8,19,-8,135
-6,-16,19,0,,0,-46,71,200
-1,-64,71,0,,-7,32,-17,282
-8,42,-13,0,,-1,-61,73,346
-3,-57,63,0,,-5,38,-16,372
1,-33,61,0,,-3,-62,71,380
-8,22,-6,0,,-4,40,-11,369
0,-44,67,0,,-5,-57,58,369
-5,17,16,15,,-2,26,1,345
-6,-31,33,88,,-6,-44,47,265
-1,2,32,127,,-2,16,18,198
-8,32,-4,182,,-6,32,-16,115
-2,-48,62,267,,0,-56,69,49
-8,-8,13,336,,-5,33,-11,0
-3,-48,55,367,,,,,
-3,22,,,,-1,-57,64,0
,4,379,,,0,-19,45,0
-7,-39,50,378,,-7,5,7,0
-3,18,7,372,,-5,-48,53,0
-8,8,3,365,,-2,16,7,0
0,-34,56,328,,-5,-36,39,0
-7,16,-1,246,,0,-47,55,0
-3,-37,64,181,,-5,23,-4,0
-4,22,-9,101,,-7,-17,25,0
-3,-47,67,24,,1,-13,35,0
0,3,30,0,,-6,-7,11,0
-7,-22,22,0,,-2,-46,55,0
-5,-57,69,0,,-3,22,0,0
-3,38,-11,0,,-4,-40,53,0
-5,-63,62,0,,1,-29,54,0
0,35,0,0,,-6,10,1,0
-3,21,-12,0,,-4,-36,43,57
-1,-59,74,0,,-1,9,12,108
0,18,18,0,,-6,-31,40,160
-6,-28,24,0,,-2,8,21,232
0,-12,44,0,,-4,-27,30,312
-3,49,-22,0,,-2,-1,29,357
-4,-70,70,0,,-3,24,-8,374
-3,44,-8,0,,-4,-49,59,381
-4,28,-19,0,,-3,31,-4,376
1,-60,79,0,,-4,-50,54,374
-1,22,15,28,,-3,25,5,341
-4,-33,28,97,,-6,-38,43,256
-1,-8,37,135,,-1,13,20,183
-4,-3,9,199,,-7,-23,,
1,-32,54,273,,30,105,,
-4,32,-7,342,,0,-6,39,42
-3,-51,51,367,,-6,36,-11,0
-2,,,,,-4,-55,63,0
16,10,378,,,-5,32,0,0
-4,-30,34,379,,-7,12,-3,0
-2,0,32,373,,0,-40,66,0
-4,-15,15,363,,0,-53,70,0
-1,-16,46,293,,-1,7,25,0
-5,2,1,221,,-6,34,-16,0
0,-55,61,156,,-6,34,-16,0
-6,34,1,84,,-2,-54,71,0
-3,-49,50,9,,-1,-8,42,0
-5,22,11,0,,-9,-5,6,0
-8,32,-15,0,,0,-24,56,0
0,-64,71,0,,-6,34,-2,0
0,-64,71,0,,-6,-48,56,0
-3,-10,44,0,,0,-37,67,0
-3,-10,44,0,,-10,26,-11,4
-5,43,-17,0,,0,-51,71,68
-3,-63,66,0,,-7,33,-14,121
-6,39,-3,0,,0,-57,74,174
-5,-53,51,0,,0,-3,40,247
1,-49,68,0,,-9,-10,9,318
-9,34,-17,0,,2,-25,53,358
1,-57,75,0,,-7,9,-5,374
-2,6,32,0,,2,-41,66,382
-8,-13,20,0,,-2,28,5,369
-2,-57,70,0,,-8,-42,39,373
-9,36,-8,49,,0,8,23,350
-4,-53,59,106,,-8,-23,26,269
-7,28,7,152,,0,-6,40,207
-9,15,0,208,,-5,38,-15,123
0,-39,59,291,,-4,-58,65,51
-8,19,-4,350,,-3,31,-3,0
0,-44,61,370,,,,,
,,,,,-5,-51,53,0
-8,23,-4,379,,2,-40,61,0
-1,-42,58,376,,-6,24,-7,0
-7,21,-4,370,,3,-52,61,0
-8,-14,22,350,,2,0,24,0
0,-11,39,280,,-7,-18,22,0
-8,-8,17,205,,-2,-55,57,0
0,-14,45,144,,-3,26,-5,0
-8,-3,8,64,,-4,-44,50,0
0,-23,56,1,,4,-34,51,0
-1,24,1,0,,-7,14,-5,0
-7,-48,53,0,,-5,-37,40,0
-1,-35,64,0,,0,8,17,0
-3,21,-15,0,,-6,-24,32,0
-1,-57,73,0,,0,-44,62,0
0,9,28,0,,-5,23,-4,0
-7,-25,17,0,,-6,-17,22,56
-4,-69,71,0,,0,-12,34,108
-1,46,-16,0,,-6,-10,18,162
-5,-65,60,0,,1,-14,41,242
-1,33,2,0,,-6,-6,12,315
-4,34,-24,0,,-2,-23,47,362
0,-67,83,0,,-4,1,1,374
0,13,25,0,,-6,-41,46,381
-5,-20,18,0,,0,19,13,376
1,-18,51,0,,-7,-34,37,376
-4,52,-21,51,,-1,5,24,348
-3,-71,67,108,,-7,-19,21,265
-4,37,-1,164,,0,-9,42,199
-3,-48,44,238,,-2,35,-5,
-2,9,23,307,,,123,,
-5,-21,21,358,,-7,-50,61,50
2,-20,41,,,-4,28,1,0
373,,,,,-6,-29,32,0
-4,40,-15,381,,-4,-54,69,0
-1,-56,62,375,,-4,-54,69,0
-5,29,1,372,,-8,0,34,0
-2,-46,43,336,,-8,0,34,0
-5,17,16,257,,-8,-16,13,0
-4,-30,32,180,,-2,-58,69,0
-2,4,35,112,,-6,37,-8,0
-6,-17,17,29,,-9,-53,56,0
1,-62,66,0,,-6,28,3,0
-8,40,-10,0,,-8,21,-13,0
-2,-58,64,0,,0,-47,72,0
0,-29,59,0,,-4,18,20,0
-8,17,-8,0,,-8,-29,32,0
1,-48,67,0,,-2,-55,73,0
-2,24,11,0,,-7,38,-15,4
-8,-40,39,0,,-2,-59,71,72
-1,11,27,0,,-6,38,-8,120
-8,44,-19,0,,-3,-56,63,177
-1,-65,71,0,,-4,31,-1,256
-6,44,-13,0,,-8,17,-10,328
-9,4,3,0,,1,-49,72,360
0,-31,60,0,,-8,31,-17,374
-6,38,0,0,,0,-58,74,379
-7,-48,51,0,,-5,40,-19,368
0,-46,68,4,,0,-62,72,364
-8,31,-13,80,,-6,38,-12,300
-2,-55,71,126,,-4,-55,64,228
-8,35,-10,188,,-2,31,-2,156
-3,-54,64,268,,-6,-48,50,80
-6,31,-4,336,,-2,19,14,3
-5,-51,58,366,,-7,2,,
-,,,,,6,-16,0,
4,24,1,380,,2,-57,70,0
-8,8,5,379,,-4,37,-12,0
0,-31,54,373,,-7,-18,18,0
-8,12,1,366,,3,-21,42,0
-6,-34,44,326,,-6,3,4,0
-2,10,14,245,,-5,-55,51,0
-5,-28,43,177,,0,20,8,0
-1,8,17,106,,-8,24,-5,0
-8,-29,37,24,,-6,-34,39,0
0,3,25,0,,0,1,24,0
-3,21,-11,0,,-6,-20,21,0
-3,-49,67,0,,0,-53,64,0
-3,32,-11,0,,-4,32,-10,0
-6,-12,9,0,,-3,-48,62,0
0,-25,54,0,,2,-24,49,0
-2,35,-5,0,,-8,5,3,9
-5,-58,52,0,,-3,-42,49,80
0,26,12,0,,-2,14,7,122
-4,39,-21,0,,-5,-33,46,181
0,-70,77,0,,-1,9,16,257
-3,50,-24,0,,-5,10,0,321
-4,-9,4,0,,-1,-39,55,363
0,-29,62,0,,-2,15,-3,375
-4,50,-13,0,,-1,-40,58,380
-4,-64,59,0,,-4,24,0,375
-3,30,9,10,,-5,-47,53,374
-4,44,-30,87,,-3,26,0,331
2,-76,83,124,,-7,6,3,260
-5,56,-24,199,,0,-32,59,189
0,-75,73,271,,-7,23,-4,114
-6,45,-11,342,,-1,-47,66,42
-3,-62,56,366,,-6,32,-13,
,,,,,,0,,
,,,,,-8,-22,24,0
-2,24,8,378,,-1,-7,42,0
-5,-33,34,378,,-7,-3,8,0
-2,-1,32,373,,-5,-56,64,0
-6,43,-22,360,,-4,33,-2,0
1,-64,72,297,,-6,13,-5,0
-7,42,-14,210,,-1,-42,67,0
-2,-57,63,138,,-7,29,-14,0
-6,34,1,65,,-8,-36,38,0
-2,-48,47,0,,-2,8,27,0
4,-50,68,0,,-8,-20,22,0
-10,33,-16,0,,-3,-57,72,0
2,-56,73,0,,-6,40,-12,0
-8,39,-16,0,,-6,-56,65,0
-5,-21,19,0,,0,-24,56,0
0,-11,43,0,,-8,12,-3,25
-10,-3,5,0,,0,-40,66,88
-4,-61,64,0,,-4,24,8,127
-6,39,-2,0,,-7,-39,43,192
-9,18,-7,0,,-2,11,22,271
1,-48,68,0,,-7,-27,27,339
-9,34,-16,0,,-1,-6,38,363
-8,-36,37,0,,-7,-8,8,374
-1,8,29,0,,1,-25,55,379
-7,44,-16,0,,-4,38,-8,368
-2,-62,72,0,,-5,-56,56,363
-7,42,-11,73,,-3,26,5,309
-5,-59,63,118,,-6,-41,45,233
-4,33,2,171,,-1,13,21,164
-8,17,-4,241,,-7,-27,26,85
-4,19,14,315,,0,-3,39,20
-7,24,-7,361,,-6,3,,
-2,-5,,,,9,-17,0,
0,64,374,,,0,-64,67,0
-6,29,-7,377,,2,-22,55,0
-2,-48,62,370,,-7,9,-4,0
-5,26,-5,365,,3,-45,63,0
-5,-45,59,322,,-3,23,9,0
-3,23,-2,244,,-6,-41,34,0
-7,-40,60,173,,2,-61,64,0
-2,21,-1,99,,-5,39,-11,0
-6,-1,9,31,,0,-60,64,0
-2,-24,52,0,,2,-24,47,0
-3,2,1,0,,-7,8,-3,0
-5,-44,53,0,,-3,-52,55,0
-2,23,9,0,,-2,23,5,0
-3,16,-11,0,,-7,24,-8,0
-2,-52,71,0,,1,-47,64,0
-1,11,23,0,,-7,25,-9,3
-5,-29,20,0,,-4,-24,29,74
0,-11,47,0,,0,-6,29,115
-3,47,-15,0,,-7,-12,24,175
-4,-68,61,0,,1,-13,35,255
-2,37,0,0,,-6,-9,17,325
-3,33,-23,0,,-2,-41,52,365
0,-67,85,0,,0,15,3,375
-5,55,-33,0,,-6,-36,48,379
-4,-25,18,0,,-1,15,10,375
0,-15,52,19,,-6,-37,40,374
-3,6,-9,84,,-1,11,19,328
-1,-78,70,125,,-7,-26,33,240
-6,46,-3,195,,-1,2,30,175
-2,-56,46,272,,-4,28,-7,100
-3,13,21,336,,-3,-50,63,26
-3,-24,19,366,,-5,30,,
,,,,,,-5,0,
1,-22,47,378,,-5,-51,57,0
-6,14,-5,378,,0,-29,56,0
2,-49,69,373,,-7,17,-6,0
-5,34,-23,361,,0,-45,68,0
2,-61,79,302,,-3,15,17,0
-5,14,21,220,,-8,-31,30,0
-4,-24,24,149,,-2,-56,70,0
-1,-5,41,70,,-5,38,-14,0
-5,-8,9,4,,-3,-56,68,0
1,-61,66,0,,-6,36,-7,0
-10,37,-7,0,,-9,7,-1,0
0,-54,60,0,,0,-33,63,0
2,-34,62,0,,-3,28,5,0
-7,19,-8,0,,-7,-41,48,0
-4,-48,48,0,,-1,-44,71,0
-4,20,13,0,,-8,31,-14,30
-7,-35,34,0,,0,-56,71,90
2,-54,69,0,,-6,36,-13,136
-8,39,-13,0,,-2,-56,70,207
-2,-61,68,0,,-5,35,-11,286
-1,-11,42,0,,-5,-59,62,349
-9,1,5,0,,-2,30,-2,366
2,-27,59,0,,-7,18,-10,376
-4,37,0,0,,1,-48,71,373
-7,-49,52,0,,-7,32,-20,367
0,-44,65,26,,0,-60,76,348
-8,29,-13,98,,-5,39,-20,264
0,-54,72,136,,-2,-59,77,197
-8,37,-10,206,,-4,,,
-3,-57,65,286,,40,-18,112,
-5,33,-7,348,,-3,-61,67,44
-5,-55,60,,,-3,35,-4,0
,368,,,,-4,-56,54,0
1,-26,49,380,,1,-45,71,0
-9,11,5,375,,-5,30,-16,0
0,-34,54,370,,3,-63,72,0
-7,15,-2,355,,0,2,31,0
-1,-37,60,292,,-6,42,-15,0
-5,18,0,219,,-2,-68,65,0
-8,-23,39,152,,-3,39,-7,0
0,4,21,81,,-8,15,-3,0
-7,-24,34,4,,4,-49,64,0
-1,0,28,0,,-6,31,-16,0
-3,18,-6,0,,-6,-37,36,0
-3,-44,65,0,,0,3,26,0
-2,-3,36,0,,-5,39,-16,0
-4,-15,10,0,,0,-58,69,0
-1,-21,53,0,,-5,34,-8,3
-1,33,-5,0,,-6,0,5,57
-6,-57,52,0,,1,-31,49,108
-1,28,11,0,,-6,12,2,160
-3,36,-22,0,,-3,-38,48,234
-1,-69,79,0,,-2,9,13,303
-4,51,-26,0,,-5,-29,37,353
-5,-13,6,0,,0,0,19,370
0,-27,60,0,,-7,-20,29,378
-4,20,-18,0,,1,-3,30,375
-4,-71,64,0,,-5,18,2,370
-5,38,4,50,,-3,-42,52,352
-4,-50,35,109,,-4,23,1,285
-2,8,34,150,,-5,-42,54,209
-4,64,-32,231,,-2,24,,
1,-87,82,301,,6,139,,
-6,57,-18,361,,-8,11,4,70
-4,-,,,,0,-35,58,2
74,59,374,,,-7,21,-7,0
-3,32,6,380,,-7,-34,39,0
-6,-37,34,376,,0,8,26,0
-2,-3,37,372,,-7,32,-9,0
-5,-7,5,345,,-4,-55,68,0
0,-75,80,274,,-3,-10,40,0
-6,50,-17,188,,-7,-6,9,0
-2,-60,65,116,,0,-26,54,0
-7,33,3,42,,-4,34,-2,0
-2,-45,41,0,,-7,-48,53,0
-5,15,22,0,,-4,22,10,0
-8,40,-18,0,,-7,26,-14,0
2,-60,76,0,,0,-51,72,0
-3,0,37,0,,-3,8,28,0
-6,-14,13,0,,-8,-19,24,0
1,-19,48,0,,-1,-8,41,0
-6,39,-9,0,,-7,36,-10,29
-2,-57,61,0,,-4,-55,64,93
-6,35,2,0,,-5,32,0,133
-9,20,-9,0,,-5,-48,54,200
1,-48,68,0,,-4,23,8,273
-4,24,13,0,,-7,22,-12,340
-8,-34,37,0,,0,-52,71,364
0,-56,76,0,,-5,32,-16,375
-8,43,-16,0,,-1,-57,71,376
-2,-62,71,0,,-6,38,-16,368
0,-10,43,70,,-1,-61,67,352
-9,-1,8,112,,-4,35,-8,277
1,-28,57,161,,-5,-51,61,208
-9,16,-3,231,,-3,28,2,140
0,-43,61,306,,-5,-46,47,65
-3,21,11,360,,2,-48,73,
-8,,,,,0,,,
-37,40,373,,,-6,27,-19,0
0,6,23,379,,1,-57,74,0
-10,-18,28,370,,-1,4,35,0
0,-9,33,369,,-7,-18,12,0
-8,-8,19,341,,3,-22,50,0
0,-17,41,273,,-3,39,-6,0
-4,21,0,201,,-5,-61,52,0
-7,-37,56,134,,4,-47,60,0
-1,14,3,56,,-8,34,-14,0
-5,-36,54,0,,3,-64,70,0
-3,-23,49,0,,2,-21,47,0
-5,1,4,0,,2,-21,47,0
-5,-37,51,0,,-6,39,-12,0
-2,16,9,0,,-6,39,-12,0
-5,-41,40,0,,-3,-56,61,0
-3,-42,65,0,,-3,26,3,0
-2,25,-12,0,,-7,23,-11,62
-3,-57,66,0,,2,-51,64,109
-2,40,-11,0,,-6,29,-9,168
-5,-4,2,0,,1,-48,63,237
0,-36,62,0,,-6,24,-6,310
-3,37,-2,0,,-7,-12,19,357
-5,-54,47,0,,1,-18,37,374
-1,23,18,0,,-7,-3,11,379
-4,48,-30,0,,1,-21,48,375
0,-76,86,0,,-8,5,3,372
-1,-5,44,62,,0,-32,53,348
-4,-6,-4,113,,-3,14,13,271
2,-36,70,161,,-5,-32,39,197
-5,30,-22,245,,0,11,25,126
4,-70,83,310,,-8,-24,31,49
-5,56,-32,365,,-1,-3,3,
,,,,,2,0,,
1,-88,83,374,,-5,30,-8,0
-6,64,-27,380,,-4,-53,65,0
0,-77,73,375,,-5,34,-3,0
2,-46,69,369,,-8,4,3,0
-6,35,-25,325,,-1,-35,58,0
3,-66,83,249,,-3,27,2,0
-6,51,-29,165,,-7,-46,48,0
1,-70,85,99,,-1,-48,70,0
-8,51,-24,18,,-6,36,-16,0
1,-69,72,0,,-3,-58,72,0
0,-24,56,0,,-5,38,-14,0
-7,12,-4,0,,-7,-9,13,0
-1,-58,61,0,,-1,-19,53,0
-6,32,3,0,,-8,10,0,0
-4,-50,45,0,,-7,-52,59,0
2,-52,69,0,,-4,28,4,0
-8,33,-16,0,,-8,22,-9,61
1,-56,72,0,,-1,-49,70,113
0,5,32,0,,-8,33,-14,170
-9,42,-16,0,,-1,-55,71,246
-1,-62,69,0,,-6,35,-15,321
-7,43,-11,0,,-2,-61,72,361
-5,-58,64,0,,-5,35,-11,376
0,-28,60,0,,-4,-55,62,377
-9,18,-5,0,,-3,30,-2,367
1,-44,67,14,,-5,-47,49,363
-3,26,12,91,,-4,18,11,305
-9,-39,40,127,,-5,-34,38,223
-1,11,27,195,,-2,8,26,165
-8,-23,22,274,,-4,33,-21,78
-1,-10,40,340,,0,-56,75,17
-8,-5,1,,,,,,
2,368,,,,,,,
0,-26,49,379,,-5,34,-16,0
-2,32,-2,376,,0,-60,67,0
-7,-45,53,369,,1,-20,56,0
-2,18,8,358,,-6,6,-6,0
-8,-33,43,297,,-3,-58,52,0
-1,6,18,229,,-3,26,11,0
-7,-20,38,154,,-8,-10,13,0
-1,-2,24,81,,-8,-10,13,0
-4,15,0,10,,0,-68,73,0
-4,-36,56,0,,0,-68,73,0
-3,13,-2,0,,3,-28,46,0
-4,-17,26,0,,-11,11,-10,0
-3,-6,35,0,,-3,-55,55,0
-4,-16,15,0,,-1,26,10,0
-4,-47,57,0,,-14,-40,36,0
-1,23,-2,0,,-3,0,24,0
-5,-50,52,0,,-7,39,-18,55
-1,-33,61,0,,2,-61,67,106
-4,24,-13,0,,-6,35,-7,162
0,-58,71,0,,-2,-49,58,236
-2,7,29,0,,-5,21,2,304
-4,-19,13,0,,-7,12,0,351
0,-15,52,0,,2,-41,55,370
-5,52,-20,0,,-8,18,-1,378
-2,-72,68,0,,0,-39,58,375
-4,42,-5,58,,-6,19,-3,370
-3,35,-30,115,,-8,-19,23,346
2,-71,88,161,,0,-7,36,278
-6,60,-34,247,,-8,-8,16,204
3,-88,86,312,,1,-14,44,132
-5,63,-25,366,,-8,0,9,67
,,,,,-5,-44,53,
-2,-83,69,374,,0,,,
-6,46,-2,379,,-3,23,6,0
-4,-51,42,375,,-8,-41,47,0
-2,9,26,368,,0,-37,60,0
-4,-16,12,322,,-6,23,-6,0
1,-80,87,248,,-6,-34,36,0
-8,58,-24,164,,-2,5,27,0
0,-68,71,98,,-9,-20,22,0
-7,39,-1,24,,-5,-57,66,0
-2,-50,47,0,,-3,38,-9,0
2,-59,81,0,,-6,-56,63,0
-9,42,-23,0,,-1,-29,57,0
5,-64,77,0,,-8,18,-8,0
0,0,38,0,,-2,-44,68,0
-7,-14,13,0,,-2,21,15,0
0,-65,69,0,,-8,-32,38,0
-8,40,-10,0,,-2,6,29,0
-1,-58,60,0,,-6,37,-14,54
4,-32,63,0,,-4,-59,71,108
-11,19,-9,0,,-5,37,-9,159
2,-46,67,0,,-4,-55,65,235
-4,24,13,0,,-5,30,-4,306
-7,-37,37,0,,-7,-51,55,358
0,11,29,0,,-2,21,8,368
-8,41,-13,0,,-4,26,-15,377
-3,-60,70,21,,0,-52,73,373
-6,40,-11,100,,-6,34,-18,366
-4,-60,66,140,,0,-60,73,334
-4,38,0,207,,-4,37,-17,247
-,,,,,-3,-55,73,182
9,12,0,276,,-4,35,-14,97
0,-41,59,339,,-3,-54,63,32
-6,22,-8,368,,,,,
-2,-50,67,379,,-3,28,0,0
-6,34,-9,375,,-6,12,-12,0
-4,-53,64,368,,1,-42,72,0
-2,30,-7,354,,-3,24,13,0
-8,-8,20,294,,-5,-42,31,0
0,-18,44,222,,-1,3,32,0
-7,5,13,154,,-4,42,-16,0
-2,-25,44,81,,0,-70,66,0
-5,4,9,15,,4,-23,50,0
-6,-34,51,0,,-8,16,-5,0
0,9,10,0,,4,-53,66,0
-3,6,5,0,,0,24,8,0
-5,-29,55,0,,-5,-38,34,0
-2,8,13,0,,3,-65,76,0
-4,-34,39,0,,-6,48,-21,0
-5,-39,63,0,,0,-67,74,0
0,20,-11,0,,2,-23,50,1
-5,-51,64,0,,-6,9,-5,64
-2,-5,39,0,,-1,-59,59,114
-3,-8,3,0,,-4,27,4,170
-3,-61,61,0,,-4,-40,43,247
-3,36,-2,0,,-2,7,19,313
-3,-54,50,0,,-5,-24,28,360
-3,26,15,0,,2,-10,32,375
-3,43,-29,0,,-8,-6,15,381
0,-73,87,7,,0,-45,58,375
-3,2,39,74,,-5,23,0,370
-3,-14,4,122,,-2,-43,49,337
-1,-27,64,178,,-5,21,7,264
-4,20,-20,265,,-6,-35,46,187
3,-64,83,325,,,,,
-3,53,-3,,,-2,16,16,114
3,368,,,,-7,-32,39,34
1,-88,87,376,,0,-41,60,0
-1,1,37,378,,-8,24,-5,0
-6,-1,2,373,,-2,-48,64,0
1,-42,67,368,,0,0,34,0
-4,33,-26,320,,-7,-13,17,0
2,-67,86,247,,-4,-53,62,0
-7,56,-35,163,,-4,32,-5,0
3,-76,92,97,,-8,-53,57,0
-3,0,39,28,,0,-32,56,0
-4,-8,6,0,,-7,20,-6,0
1,-74,79,0,,-1,-46,68,0
-9,48,-15,0,,-2,15,18,0
0,-62,63,0,,-10,-27,31,0
2,-43,72,0,,0,-2,35,0
-8,27,-18,0,,-3,38,-12,0
3,-55,73,0,,-6,-55,67,0
-4,18,17,0,,-6,35,-6,12
-6,-31,31,0,,-9,6,1,77
4,-57,74,0,,1,-36,63,120
-10,40,-16,0,,-7,23,-7,177
0,-61,69,0,,-6,-41,46,255
0,-12,47,0,,-3,13,16,322
-8,1,5,0,,-6,-32,32,363
-3,-58,65,0,,0,-2,31,374
-6,38,0,0,,-8,-13,18,376
-7,-52,53,1,,-1,-16,45,368
1,-40,64,73,,-6,1,0,365
-9,25,-9,118,,0,-33,60,327
1,-49,70,169,,-3,30,-2,245
-8,34,-12,250,,-6,-45,56,177
-3,-59,66,322,,-2,21,7,105
