x Desnivel 3,y Desnivel 3,z Desnivel 3,i Desnivel 3,sep ,x Desnivel 2,y Desnivel 2,z Desnivel2,i Desnivel2
-4,35,-1,,,-5,-40,42,33
0,367,,,,-1,9,22,0
-6,-57,64,377,,-5,26,-18,0
-3,34,-3,377,,0,-54,7,
-10,7,5,369,,4,0,,
1,-35,54,367,,-4,36,-16,0
-7,18,0,324,,-5,-18,9,0
-1,-41,62,249,,1,-22,54,0
-4,24,-3,174,,-3,38,-5,0
-5,-42,59,104,,-5,-61,48,0
-2,19,-1,21,,0,26,13,0
-6,-16,30,0,,-6,36,-15,0
-1,-10,32,0,,2,-67,70,0
-6,-12,22,0,,2,-4,35,0
-7,-37,57,0,,-7,-8,8,0
0,15,-3,0,,-2,-67,68,0
-6,-43,57,0,,-4,44,-11,0
-3,-21,48,0,,-3,-58,58,0
-2,1,-2,0,,-3,26,9,5
-2,-33,60,0,,-7,34,-19,77
-1,21,12,0,,2,-63,72,117
-5,-40,34,0,,-6,42,-16,187
-1,6,31,0,,1,-62,70,261
-3,40,-22,0,,-7,36,-10,332
-3,-66,77,0,,-3,-56,56,366
-1,-14,51,0,,2,-37,52,377
-3,3,-6,0,,-8,19,-3,377
0,-41,72,33,,2,-41,62,375
-4,43,-7,100,,-8,22,-8,366
-4,-61,49,148,,0,-46,62,313
-4,27,19,224,,-5,27,-8,230
-3,-37,22,303,,-1,-44,64,159
-4,-9,47,351,,-7,28,-2,81
,,,,,-9,-10,17,
,,,,,9,,,
-3,0,-9,370,,0,-16,42,0
3,-48,73,380,,-8,-1,10,0
-4,54,-7,376,,-4,-46,57,0
-4,-61,47,374,,-5,27,6,0
-3,18,22,351,,-8,11,-1,0
-5,-22,17,273,,-2,-40,61,0
0,-18,54,201,,-5,23,-8,0
-6,15,-8,125,,-8,-36,39,0
1,-47,76,57,,-1,9,26,0
-6,37,-28,0,,-6,36,-13,0
-2,-56,48,0,,-4,-58,67,0
-7,21,20,0,,-4,38,-11,0
-4,-30,27,0,,-6,-54,65,0
2,-70,82,0,,0,-28,60,0
-9,48,-24,0,,-7,19,-8,0
0,-70,71,0,,-8,-47,51,0
2,-23,54,0,,-2,21,13,34
-9,10,-3,0,,-7,-34,38,99
-2,-58,60,0,,-2,5,30,136
-7,33,1,0,,-6,38,-15,210
-9,23,-15,0,,-3,-58,68,291
2,-48,71,0,,-4,35,-12,353
-9,34,-15,0,,-5,-58,65,369
0,-54,74,0,,-3,30,-4,378
-1,8,29,0,,-6,-48,53,375
-10,-21,22,0,,-3,20,8,368
-1,-57,69,74,,-6,-37,41,346
-7,37,-9,120,,-3,8,21,277
-4,-56,65,174,,-5,-23,29,199
-5,34,-1,252,,-1,-2,32,133
-6,-52,53,324,,-5,-15,18,49
-1,24,,,,-2,,,
9,364,,,,,-52,70,0
-11,-41,43,376,,-4,27,-11,0
1,12,18,379,,-3,-52,64,0
-6,31,-8,369,,-2,30,-2,0
-3,-52,63,367,,-5,5,-7,0
-4,31,-7,316,,2,-41,65,0
-6,-48,60,243,,-3,22,14,0
0,25,0,177,,-6,-41,30,0
-8,-41,53,106,,2,-60,67,0
-1,15,8,32,,-5,43,-12,0
-6,8,8,0,,-1,-67,64,0
-2,-33,51,0,,3,-30,53,0
0,6,12,0,,-8,18,-11,0
-6,-26,41,0,,5,-52,70,0
-4,-32,54,0,,0,25,11,0
-2,9,0,0,,-7,-36,38,0
-5,-26,34,0,,-1,2,31,0
-1,-3,25,0,,-7,44,-24,68
-5,-19,22,0,,1,-69,71,114
-4,-44,61,0,,-5,43,-10,181
-2,26,-6,0,,-2,-58,60,260
-4,-54,56,0,,-5,25,4,321
-1,-28,57,0,,-7,25,-13,364
-2,16,-11,0,,2,-56,66,376
-3,-46,72,0,,-7,35,-14,379
-3,33,-21,0,,1,-55,67,376
-4,-40,34,14,,-7,32,-11,367
-2,5,31,85,,-2,-52,61,310
-2,-21,12,132,,-5,28,-2,228
-1,-15,54,196,,-4,-43,56,156
-4,6,-10,277,,-4,23,8,86
0,-49,74,332,,-9,13,0,2
-5,,,,,0,,,
,40,1,368,,1,-37,58,0
-5,-55,39,376,,-8,20,-4,0
-1,14,29,377,,-8,-32,38,0
-7,-15,10,373,,-1,8,26,0
1,-30,57,363,,-6,27,-7,0
-6,24,-18,292,,-3,-54,64,0
2,-59,82,224,,-2,32,-9,0
-7,52,-32,138,,-8,-11,15,0
3,-76,91,73,,1,-18,47,0
-3,6,32,1,,-8,8,2,0
-4,-15,9,0,,-8,-51,55,0
2,-78,83,0,,-1,26,6,0
-9,54,-17,0,,-8,25,-9,0
0,-67,66,0,,-3,-49,72,0
2,-44,72,0,,-1,13,23,0
-6,28,-20,0,,-10,-23,28,0
3,-58,77,0,,-6,-59,68,99
-5,21,17,0,,0,-24,53,108
-7,-32,30,0,,0,-24,53,128
-2,2,36,0,,-4,36,-4,193
-10,44,-19,0,,-6,-52,57,273
0,-63,71,0,,-3,23,5,330
-1,-13,50,0,,-7,-42,44,366
-8,2,3,0,,-2,10,19,377
-5,-56,64,0,,-7,-25,29,375
-6,36,1,0,,0,-5,33,368
-7,-50,51,24,,-4,34,-17,361
1,-41,63,97,,-3,-56,70,298
-9,24,-8,132,,-4,32,-11,216
0,-48,69,195,,,,,
-7,32,-10,277,,-5,-48,64,149
-3,-56,64,343,,-3,25,-2,62
,,,,,-4,-43,52,0
,,,,,-3,15,8,0
-5,34,-7,372,,-4,11,-10,0
-6,-56,63,380,,0,-38,67,0
-3,34,-1,375,,-3,21,-11,0
-8,-49,54,373,,-5,-33,26,0
-1,22,8,357,,0,-2,35,0
-7,20,-3,290,,-4,30,-10,0
-2,-44,63,218,,-2,-59,57,0
-4,27,-5,138,,-4,35,3,0
-5,-46,61,69,,-8,15,-5,0
-3,24,-4,0,,3,-52,63,0
-6,-12,24,0,,-5,34,-17,0
0,-16,36,0,,-5,-30,27,0
-4,-5,17,0,,0,-3,36,0
-7,-39,55,0,,-7,45,-17,0
-1,14,1,0,,0,-66,69,0
-2,-2,10,0,,-5,39,-10,51
-3,-28,50,0,,-2,-58,56,109
-2,6,-1,0,,-4,28,8,153
-6,-37,43,0,,-8,33,-15,234
-2,12,17,0,,4,-62,72,306
-2,19,-10,0,,-7,40,-17,362
-2,-52,68,0,,0,-64,69,375
-3,35,-17,0,,-6,39,-12,379
-4,-59,72,0,,-2,-53,59,376
-3,-12,47,0,,-4,25,2,372
-3,0,0,0,,-5,-41,45,331
-3,-63,66,52,,-3,15,15,256
-3,36,-7,111,,-8,26,-11,173
-2,-57,52,161,,0,-44,66,103
-5,28,12,242,,-7,27,-8,26
-2,-43,30,317,,0,-47,61,0
-3,0,36,357,,-8,27,-3,0
-3,-13,3,374,,-9,-1,,
-1,-81,73,3,,0,15,0,
82,,,,,1,-16,48,0
-6,54,-11,375,,-4,28,0,0
-2,-66,55,369,,-5,-49,54,0
-3,28,13,329,,-3,25,6,0
-5,-34,28,246,,-8,12,-2,0
-2,-5,42,174,,0,-40,60,0
-5,2,1,108,,0,19,16,0
1,-38,68,40,,-9,-33,35,0
-7,50,-14,0,,-3,-52,67,0
-3,-62,58,0,,-2,39,-7,0
-7,30,12,0,,-8,8,9,0
-8,47,-29,0,,-8,8,9,0
4,-71,84,0,,-10,-54,61,0
-9,50,-26,0,,-10,-54,61,0
-6,-16,11,0,,-3,31,2,55
0,-19,51,0,,-9,-48,52,108
-8,8,-4,0,,-3,23,21,159
1,-62,65,0,,-5,-30,38,240
-8,37,0,0,,-4,-58,72,315
-10,22,-15,0,,-5,37,-16,362
1,-48,71,0,,-4,-63,72,370
-8,33,-16,0,,-2,36,-12,374
-6,-34,39,0,,-2,-32,56,369
-1,10,30,0,,-3,29,-3,363
-11,-21,23,28,,-4,-47,52,310
0,-7,40,93,,-2,18,10,231
-7,35,-8,132,,-5,-31,41,162
-3,-53,64,195,,-2,5,20,90
-6,33,0,270,,-4,-24,,
-8,-52,51,337,,30,18,,
,,,,,-1,-6,32,0
,,,,,-3,22,-11,0
0,24,8,366,,-1,-46,65,0
-8,16,-3,376,,-3,24,-8,0
0,-43,62,379,,-5,-10,5,0
-8,28,-7,369,,0,-26,54,0
-3,-53,61,366,,-3,25,3,0
-4,32,-6,307,,-5,-48,41,0
-5,-51,65,236,,1,-44,62,0
-2,32,-2,162,,-5,32,-11,0
-9,-46,55,88,,1,-62,65,0
1,20,5,27,,1,-10,40,0
-4,10,5,0,,-7,-2,3,0
-8,-38,50,0,,-1,-62,64,0
0,12,15,0,,-4,38,-3,0
-8,-28,38,0,,-3,-53,52,0
-4,-41,57,0,,3,-53,72,27
0,16,-3,0,,-6,35,-22,97
-6,-23,33,0,,2,-64,76,133
0,-8,28,0,,-7,46,-18,213
-5,-13,16,0,,0,-66,70,286
-5,-46,60,0,,-6,40,-10,351
0,26,-4,0,,-3,-60,56,372
-5,-53,57,0,,-4,27,4,379
-2,-32,60,0,,-8,29,-12,376
-2,17,-13,0,,2,-53,70,375
-2,-47,72,0,,-7,34,-16,354
-1,22,13,0,,0,-53,68,283
-3,-38,35,25,,-6,34,-11,197
-3,3,29,88,,-2,-49,63,123
-3,41,-26,138,,-6,27,1,51
-2,-68,77,201,,,,,
-3,48,-17,290,,-4,-44,52,0
-1,-70,65,,,0,-28,53,0
343,,,,,-9,11,0,0
-4,39,-3,373,,-5,-39,45,0
-4,-57,43,379,,-4,16,18,0
1,-83,80,375,,-8,-34,36,0
-2,-20,52,370,,-1,-45,61,0
-2,-20,52,349,,-5,26,-8,0
-5,15,-12,261,,-2,-50,64,0
2,-52,77,196,,1,-3,37,0
-6,47,-29,110,,-10,-9,14,0
2,-73,90,43,,1,-21,49,0
-7,58,-37,0,,-4,33,-3,0
-3,-23,18,0,,-7,-48,55,0
-2,-14,53,0,,0,-36,64,0
-5,6,-6,0,,-7,27,-10,0
0,-72,73,0,,-2,-51,70,0
-10,45,-9,0,,0,12,23,64
-5,27,-21,0,,-9,-24,27,113
3,-59,79,0,,0,-6,41,161
-9,44,-24,0,,-8,-6,10,237
3,-64,81,0,,0,-27,53,308
-5,5,32,0,,-2,34,-5,360
-7,-17,14,0,,-7,-54,57,372
0,-65,75,0,,0,24,6,378
-8,45,-14,0,,-8,-39,42,373
-3,-57,67,0,,-1,9,20,368
2,-27,60,0,,-6,-24,27,342
-11,14,-5,18,,-1,-6,35,270
3,-39,64,89,,-3,34,-12,190
-4,22,13,130,,-5,-50,66,120
-8,-37,41,190,,-3,25,-8,
-2,11,24,271,,38,,,
-9,-28,27,33,,-3,-45,60,0
8,,,,,-2,16,2,0
1,-3,33,366,,-4,4,2,0
-11,-14,19,379,,-2,-29,57,0
3,-14,43,377,,0,13,9,0
-11,1,8,369,,-4,-36,38,0
2,-31,53,365,,0,-40,61,0
-1,25,6,308,,-3,19,-8,0
-8,-39,48,236,,-1,-49,59,0
1,14,16,168,,2,-7,40,0
-10,-28,35,86,,-6,-4,6,0
2,0,28,26,,-3,-55,51,0
-3,26,-5,0,,-3,28,4,0
-5,-51,62,0,,-7,21,-10,0
-2,27,-4,0,,2,-52,69,0
-7,-5,14,0,,-6,37,-17,0
0,-25,44,0,,-5,-29,29,0
1,19,2,0,,0,-5,37,43
-8,-42,52,0,,-6,-9,8,99
-2,-34,53,0,,0,-67,71,135
-3,13,-4,0,,-5,43,-9,210
-2,-41,64,0,,-2,-59,58,290
0,9,19,0,,-5,27,5,343
-5,-30,28,0,,-7,-44,39,368
-4,-53,70,0,,0,7,24,377
0,35,-17,0,,-7,45,-20,377
-4,-59,71,0,,1,-64,73,374
0,-14,48,0,,-6,39,-13,356
-4,0,1,1,,-3,-56,62,288
-4,-59,62,70,,-4,31,-1,209
-1,32,-6,121,,-5,-42,52,134
-4,-52,52,180,,-4,18,16,58
-3,24,12,260,,,,,
-3,-41,33,331,,-6,-32,33,0
,,,,,1,-46,64,0
,,,,,-8,27,-6,0
-3,2,32,363,,-8,-21,26,0
-4,-17,8,376,,-1,-4,39,0
-2,-72,71,382,,-8,-12,13,0
-4,49,-9,374,,-3,-52,59,0
-4,-65,54,368,,-4,29,-2,0
-3,30,9,322,,-7,-48,54,0
-5,-38,32,236,,1,-28,55,0
-1,2,39,172,,-9,16,-4,0
-6,-6,7,100,,0,-45,65,0
0,-79,81,31,,-1,17,17,0
-7,54,-19,0,,-9,-28,33,0
-2,-68,65,0,,0,2,32,0
-7,38,5,0,,-5,40,-13,0
-7,45,-30,0,,-5,-59,70,0
2,-73,87,0,,0,-17,48,55
-6,10,29,0,,-8,5,3,104
-5,-23,15,0,,0,-35,64,149
-1,-13,49,0,,-3,32,2,214
-8,55,-21,0,,-7,-46,47,292
-1,-68,71,0,,-1,15,16,346
-7,41,-6,0,,-9,-32,34,367
-8,25,-18,0,,0,-1,32,378
1,-50,75,0,,-7,-11,16,370
-9,37,-19,0,,1,-20,48,367
-7,-36,39,0,,-7,5,2,355
-3,9,28,0,,-5,-53,63,288
-8,-20,22,38,,-3,25,0,216
0,-57,68,103,,-5,-39,50,145
-9,36,-8,146,,-1,12,12,67
-3,-53,63,214,,,,,
-6,30,0,286,,-6,-30,39,0
-6,-50,,,,-1,-44,62,0
51,348,,,,-4,16,-7,0
-3,23,9,369,,-2,-39,62,0
-8,-40,43,379,,-1,-7,32,0
1,-42,60,375,,-5,-16,17,0
-8,26,-6,367,,-1,-16,42,0
-1,-50,62,354,,0,16,1,0
-6,31,-7,278,,-3,-42,46,0
-4,-51,65,210,,2,-28,53,0
-1,31,-3,130,,-7,16,-3,0
-7,-48,60,60,,1,-49,59,0
-2,24,3,0,,0,4,27,0
-7,9,1,0,,-6,29,-11,0
-7,-43,50,0,,0,-55,67,0
0,16,13,0,,-4,37,-8,0
-8,-32,39,0,,-7,0,6,0
-3,-45,60,0,,3,-31,56,21
-2,22,-6,0,,-4,31,-4,90
-4,-49,63,0,,-3,-52,52,132
2,-10,32,0,,-2,24,13,205
-7,-9,16,0,,-5,-38,34,286
-1,-19,47,0,,-2,1,29,339
-2,26,-6,0,,-6,-17,16,368
-5,-51,56,0,,2,-20,47,379
0,26,2,0,,-5,42,-10,378
-2,18,-10,0,,-4,-56,59,375
-3,-45,69,0,,-3,26,4,358
-1,17,15,0,,-7,-40,42,290
-4,-36,33,45,,-2,11,21,212
0,1,29,98,,-7,-20,28,135
-2,36,-19,150,,0,-5,37,67
-2,-59,73,217,,-7,-8,13,0
-3,38,-15,301,,-3,-50,61,0
-2,-,,,,-6,28,0,
63,63,350,,,,0,,
-1,32,-2,373,,-8,4,5,0
-4,-52,45,379,,0,-29,56,0
-3,20,22,373,,-4,22,8,0
-5,-30,20,373,,-7,-41,45,0
0,-12,45,342,,-1,-39,60,0
-5,4,-3,265,,-7,21,-6,0
-2,-72,72,194,,-1,-45,63,0
-6,48,-6,114,,0,7,27,0
-4,-58,52,42,,-9,-20,22,0
-5,24,16,0,,-4,-53,65,0
-5,-34,28,0,,-5,36,-8,0
1,-77,88,0,,-6,-54,64,0
-8,59,-30,0,,0,-25,56,0
1,-77,78,0,,-8,15,-3,0
0,-32,64,0,,0,-41,66,17
-7,20,-15,0,,-2,25,10,91
2,-54,77,0,,-9,-40,41,128
-7,36,5,0,,-1,10,26,195
-4,-44,39,0,,-8,-22,23,279
3,-66,82,0,,-1,-12,42,340
-9,49,-25,0,,-7,-5,8,368
-1,-68,78,0,,0,-31,55,376
-2,-10,46,0,,-1,35,-6,375
-8,1,4,0,,-7,-50,55,372
-4,-59,69,0,,-2,20,9,362
-8,38,-2,6,,-6,-36,38,300
-6,-50,51,77,,-2,6,24,229
-4,23,13,124,,-6,-17,26,156
-9,26,-9,170,,-1,-11,36,77
1,-48,69,253,,,,,
-8,29,-10,32,,-5,-6,15,5
7,,,,,-4,-47,59,0
-2,-55,64,365,,-3,17,0,0
-5,30,-6,377,,-4,4,9,0
-5,-50,62,379,,-2,-28,50,0
-5,32,-2,372,,-2,9,7,0
-7,-49,54,364,,-2,-33,40,0
-2,25,6,314,,-1,-34,54,0
-8,16,-2,237,,-2,10,-4,0
-1,-40,64,169,,0,-39,56,0
-6,26,-7,89,,0,-2,34,0
-3,-48,65,19,,-5,-13,12,0
-2,29,-10,0,,1,-51,52,0
-4,-54,66,0,,-4,26,0,0
0,-9,38,0,,-6,7,0,0
-8,-6,13,0,,2,-35,60,0
-6,-53,60,0,,-3,23,9,0
0,26,-2,0,,-5,-41,43,0
-8,-48,54,0,,-2,11,18,58
-2,-38,57,0,,-6,30,-17,114
-3,21,-9,0,,1,-57,72,159
-2,-48,65,0,,-6,39,-14,245
0,8,21,0,,-6,8,-3,369
-5,-27,26,0,,-3,-60,59,368
-5,-56,71,0,,-3,-60,59,375
0,38,-17,0,,-3,29,4,378
-5,-59,69,0,,-5,-40,42,374
-1,-20,51,0,,2,-57,71,373
-3,5,0,27,,-6,37,-18,328
0,-40,62,90,,-1,-56,71,250
-2,25,2,133,,-6,38,-12,165
-4,-44,47,198,,-3,-51,64,93
-2,13,15,278,,-5,,,
-3,-32,,,,28,2,22,
30,343,,,,-4,-43,48,0
-2,-5,33,366,,1,-37,62,0
-5,-11,10,379,,-8,21,-6,0
0,-23,54,378,,1,-43,64,0
-5,39,-5,372,,-2,7,27,0
-2,-58,50,358,,-8,-24,26,0
-3,27,10,290,,-3,-49,61,0
-4,-38,34,211,,-5,28,-7,0
-2,6,33,146,,-3,-49,59,0
-5,-13,13,63,,2,-15,47,0
0,-24,54,0,,-10,3,5,0
-8,52,-21,0,,-8,-48,52,0
-2,-69,68,0,,-3,26,8,0
-6,41,0,0,,-7,-41,46,0
-6,36,-26,0,,0,-44,67,0
1,-66,84,0,,-8,33,-11,0
-6,18,20,0,,-4,-56,70,15
-5,-32,23,0,,0,0,32,79
-2,-5,43,0,,-9,-13,18,122
-8,55,-24,0,,1,-17,52,181
0,-71,73,0,,-9,7,-2,255
-9,45,-11,0,,-8,-59,59,325
-9,19,-13,0,,-1,30,2,363
2,-47,74,0,,-8,-48,48,372
-8,34,-18,0,,0,16,18,377
-6,-39,42,0,,-9,-28,29,368
-3,12,27,0,,1,-6,34,366
-7,-22,22,69,,-6,-9,11,326
-1,-8,42,117,,-4,-60,72,248
-8,37,-8,165,,-2,37,-8,176
0,-22,53,242,,-7,-51,58,104
-7,30,0,308,,-1,,,
-5,-50,51,357,,,22,4,27
-3,22,10,375,,-5,-38,45,0
-9,,,,,-1,5,18,0
,-38,43,378,,-4,23,-7,0
0,14,20,373,,-3,-44,59,0
-8,24,-7,367,,0,-8,29,0
0,-49,63,339,,-4,-13,20,0
-6,30,-7,259,,-2,-43,57,0
-5,-50,66,193,,-1,16,2,0
-2,33,-7,114,,-4,-40,47,0
-6,-52,61,42,,1,-27,51,0
0,28,0,0,,-5,10,-4,0
-7,7,2,0,,0,-43,60,0
-8,-48,54,0,,-2,8,22,0
0,23,8,0,,-5,-24,26,0
-6,20,-9,0,,0,-50,64,0
-1,-50,65,0,,-4,32,-9,0
-2,29,-11,0,,-6,-12,17,3
-8,-28,29,0,,-4,30,2,182
2,-7,33,0,,-4,30,2,213
-6,-9,12,0,,-5,14,-7,235
-5,-57,65,0,,-2,-48,50,258
0,32,-8,0,,-2,-48,50,322
-4,6,-4,0,,-3,17,13,365
-1,-39,65,0,,-6,-36,34,377
-1,30,0,0,,0,3,28,375
-6,-46,46,0,,-7,-14,18,373
0,16,19,0,,0,-21,46,370
-3,37,-20,33,,-8,8,-1,329
-3,-65,74,98,,-4,-51,58,252
-3,41,-20,152,,-2,26,4,178
-3,-61,69,219,,-5,-36,46,104
-2,35,-8,297,,-3,10,21,27
-1,-44,63,360,,-6,-24,25,0
0,27,9,367,,-1,-5,37,
-3,24,,,,0,,,
-17,378,,,,-8,30,-6,0
0,-62,64,373,,0,-48,62,0
-8,38,-20,366,,-1,-17,48,0
-8,-67,64,346,,-8,0,5,0
-5,48,-18,261,,-4,-48,53,0
-2,-65,67,181,,-3,23,8,0
-7,40,-3,113,,-7,-39,46,0
-4,-55,51,37,,1,-37,61,0
-6,22,17,0,,-9,23,-8,0
-5,48,-29,0,,-8,-31,32,0
1,-72,73,0,,0,6,30,0
-7,56,-27,0,,-9,34,-8,0
-5,-8,6,0,,-3,-53,68,0
-2,-28,59,0,,-5,37,-8,0
-6,50,-17,0,,-10,-3,9,0
-3,-67,64,0,,1,-26,55,58
-7,39,3,0,,-9,13,-2,114
-8,40,-24,0,,1,-40,67,161
2,-66,81,0,,-2,25,10,237
-8,49,-29,0,,-8,-40,38,312
-7,-23,21,0,,0,8,27,352
-2,-8,46,0,,-9,-23,24,372
-8,1,4,0,,1,-12,41,379
-3,-63,72,0,,-8,0,6,374
-8,38,-5,7,,-6,-60,64,368
-9,16,-9,76,,-2,32,-2,345
2,-44,70,122,,-6,-48,53,270
-10,28,-10,180,,-1,19,12,198
0,-49,69,259,,-8,-31,36,123
-8,31,-13,331,,0,0,28,61
0,-54,66,365,,-4,33,-12,0
-7,31,-6,3,,-3,-56,64,0
78,,,,,,,,
-11,-9,16,378,,-3,26,-4,0
3,-16,46,370,,-5,2,10,0
-10,2,6,365,,1,-31,49,0
2,-29,54,317,,-1,14,5,0
-9,12,0,242,,-4,-36,43,0
0,-36,61,182,,0,4,17,0
0,18,11,106,,-4,15,-5,0
-9,-36,40,34,,-6,-24,29,0
1,8,22,0,,0,-5,33,0
-4,25,-9,0,,-5,-14,14,0
-3,-51,67,0,,0,-51,58,0
-2,30,-10,0,,-3,28,-4,0
-8,-15,18,0,,-2,-47,56,0
1,-19,45,0,,2,-29,55,0
-6,0,4,0,,-6,12,-2,0
-8,-54,57,0,,-3,-43,47,39
2,25,2,0,,-2,15,9,98
-5,20,-9,0,,-5,-36,40,142
-1,-49,67,0,,-2,10,23,214
0,13,17,0,,-5,-28,27,297
-7,-32,28,0,,-2,-5,34,349
1,-1,34,0,,-6,-13,12,372
-1,42,-20,0,,-3,-58,61,381
-6,-63,71,0,,-4,35,-4,376
0,-21,52,0,,-5,-49,54,374
-5,7,-5,51,,-2,21,8,349
1,-42,64,104,,-7,-33,37,269
0,28,2,152,,0,4,28,208
-6,-45,44,222,,-8,-13,23,127
-1,10,19,298,,0,-13,4,
-4,-27,24,354,,4,57,,
1,-12,37,368,,-7,32,-8,0
-7,,,,,-3,-50,57,0
,-2,6,381,,-5,26,6,0
-4,-59,65,376,,-8,15,-4,0
-3,36,-3,369,,0,-39,64,0
-5,-55,48,346,,-4,15,15,0
-2,24,12,268,,-6,-33,35,0
-6,-36,34,194,,0,4,27,0
-2,6,33,125,,-7,29,-9,0
-6,-15,14,45,,-9,-18,23,0
1,-20,52,0,,0,-7,40,0
-6,52,-21,0,,-8,-7,10,0
-3,-70,71,0,,-3,-52,59,0
-6,43,-4,0,,-5,32,0,0
-6,31,-24,0,,-10,10,0,0
0,-64,81,0,,0,-33,63,0
-6,48,-30,0,,-8,23,-9,0
-7,-37,28,0,,-9,-42,45,25
-2,2,39,0,,-2,16,21,93
-6,58,-26,0,,-10,-30,31,136
0,-75,77,0,,0,0,36,193
-7,51,-15,0,,-5,40,-16,278
-8,17,-13,0,,-4,-64,71,341
1,-47,74,0,,-4,39,-8,368
-7,37,-21,0,,-7,-58,60,377
1,-60,79,0,,-1,31,3,374
-4,14,25,13,,-8,-43,44,369
-8,-24,22,90,,-1,11,20,356
-2,-9,45,130,,-7,-25,26,284
-8,-2,8,182,,0,-8,40,220
-3,-58,66,267,,-2,41,-16,144
-6,3,,,,-5,-59,6,
3,-4,334,,,7,70,,
-5,-52,53,366,,-3,32,-4,0
-3,22,9,378,,-5,-49,52,0
-8,-37,42,377,,0,15,12,0
-2,11,21,370,,-4,25,-6,0
-8,-26,29,363,,0,-49,61,0
0,0,31,317,,1,-3,25,0
-6,31,-9,236,,-5,-15,22,0
-3,-49,66,172,,-2,-49,58,0
-3,31,-7,89,,-1,19,-1,0
-5,-50,62,21,,-1,-40,50,0
-2,26,-1,0,,1,-29,52,0
-7,2,3,0,,-7,11,-5,0
-6,-48,57,0,,2,-42,59,0
0,24,6,0,,-1,9,18,0
-7,-44,46,0,,-5,-24,33,0
-1,-46,65,0,,1,-45,63,0
-3,26,-12,0,,-6,24,-7,0
-3,-57,69,0,,1,-47,58,29
1,0,31,0,,2,-12,35,96
-7,-13,14,0,,-6,-9,16,138
-5,-60,68,0,,0,-16,45,204
0,36,-12,0,,-6,-3,6,278
-5,-58,61,0,,-2,-47,52,339
0,-37,66,0,,-2,21,5,369
-4,25,-16,0,,-6,-43,43,378
0,-55,76,0,,-1,17,16,376
0,18,18,13,,-7,-28,33,375
-5,-34,28,85,,1,-4,30,363
0,-4,37,123,,-8,-9,16,300
-5,-7,11,190,,-4,-50,62,223
-3,-65,69,266,,-4,31,-3,147
-3,,,,,-5,-44,54,
36,-9,336,,,,72,,
-4,-56,54,363,,-3,20,10,0
1,20,7,376,,-6,-33,40,0
-6,-35,36,379,,-3,-44,65,0
-2,2,31,370,,-7,27,-8,0
-4,40,-19,366,,-1,-48,64,0
0,-65,71,316,,-1,-8,38,0
-5,45,-15,228,,-7,-8,12,0
-4,-61,65,159,,-1,-20,48,0
-4,39,-1,78,,-5,27,0,0
-3,-54,49,8,,-5,-44,51,0
-3,23,14,0,,-4,23,11,0
-8,43,-25,0,,-9,16,-5,0
1,-67,82,0,,-1,-41,64,0
-7,51,-26,0,,-3,15,19,0
-5,-16,9,0,,-6,-28,32,0
-1,-21,54,0,,-1,5,33,0
-8,8,-8,0,,-7,35,-10,0
-6,-68,65,0,,-4,-57,67,50
-4,41,0,0,,-4,36,-9,110
-6,33,-20,0,,-4,-56,66,159
1,-62,80,0,,-3,34,0,226
-9,49,-26,0,,-8,16,-8,304
-8,-28,26,0,,-2,-50,69,355
0,-4,41,0,,-4,31,-16,373
-5,52,-19,0,,-1,-61,77,379
-3,-66,75,0,,-5,44,-21,370
-8,43,-8,41,,-5,-66,73,366
-6,-57,56,105,,-4,41,-16,320
-4,28,10,151,,-4,-59,66,244
-8,32,-12,221,,-2,35,0,177
-4,10,24,3,,-7,-48,48,101
0,,,,,,,,
-8,35,-16,355,,-2,16,18,22
0,-59,70,372,,-5,35,-17,0
-5,36,-10,379,,0,-63,74,0
-4,-53,63,373,,-5,40,-13,0
-6,30,-4,367,,-6,-5,12,0
-5,-48,54,334,,1,-30,49,0
-2,24,5,260,,-4,11,0,0
-8,-38,52,190,,-3,-48,49,0
0,18,9,129,,-2,13,12,0
-8,18,-5,51,,-7,25,-10,0
-1,-43,64,0,,2,-51,65,0
-5,24,-8,0,,-5,30,-13,0
-8,-28,34,0,,-5,-15,16,0
0,1,32,0,,0,-17,43,0
-3,29,-14,0,,-6,2,6,0
-4,-57,65,0,,-1,-50,58,0
0,34,-9,0,,-5,24,3,0
-4,-1,4,0,,-7,10,2,5
0,-34,58,0,,2,-37,53,76
0,32,-1,0,,-3,12,7,118
-6,-48,47,0,,-4,-33,42,173
0,-52,72,0,,-2,9,17,250
-3,34,-21,0,,-4,-30,34,324
-2,-63,79,0,,-1,0,24,361
0,1,34,0,,-6,-23,23,375
-5,-12,9,0,,2,-7,36,380
-3,-70,76,0,,-5,27,-1,375
-3,46,-14,42,,-3,-48,53,373
-4,-66,62,103,,-2,23,3,334
-2,35,1,151,,-6,-39,46,252
-4,-48,42,226,,-1,14,16,180
-1,10,23,,,-7,-25,35,101
300,,,,,-1,0,31,34
-4,46,-23,357,,-6,28,-8,0
-2,-73,73,369,,-3,-49,,
-3,44,-18,382,,61,0,,
-3,-62,65,375,,0,-15,46,0
-4,34,-2,368,,-7,2,7,0
-4,-51,46,330,,-4,-46,55,0
-3,20,16,249,,-5,21,6,0
-5,-30,30,176,,-7,-42,44,0
-2,3,36,108,,0,-40,61,0
-5,-13,11,26,,-8,24,-9,0
