x Desb 3,y Desb 3,z Desb 3,i Desb 3,sep,x Desb 4,y Desb 4,z Desb 4,i Desb 4
2,-11,29,17,,-29,44,17,159
2,-11,29,17,,-39,29,30,79
0,-11,28,17,,-28,33,36,12
1,-10,28,17,,-33,42,29,0
1,-11,28,16,,-21,5,66,0
1,-11,28,17,,-21,62,27,0
1,-11,28,17,,-12,12,70,0
2,-11,29,17,,-5,51,41,0
1,-11,28,17,,-6,59,34,0
1,-10,28,17,,9,2,89,0
1,-11,28,17,,10,35,55,0
1,-11,28,17,,9,15,66,0
1,-10,28,17,,23,-13,93,0
1,-10,28,17,,24,30,44,0
0,-11,29,,,25,3,66,0
,17,,,,45,,,
1,-11,28,17,,-9,90,0,
1,-11,28,17,,42,19,53,0
1,-11,28,17,,43,-32,106,0
1,-11,28,17,,51,9,51,0
1,-11,28,17,,42,-7,53,2
0,-11,27,17,,52,-32,93,73
0,-11,28,17,,42,-10,40,122
1,-11,27,17,,43,-42,86,185
1,-11,28,17,,37,-6,26,267
1,-11,28,17,,28,-58,80,334
0,-10,28,17,,25,6,16,363
1,-11,28,17,,19,-42,33,374
1,-11,28,17,,21,-56,56,378
1,-11,29,17,,4,-24,11,374
0,-11,29,17,,15,-86,57,362
1,-11,28,17,,12,-20,-6,292
1,-11,29,17,,20,-106,64,216
0,-11,27,17,,15,-17,-8,132
1,-11,28,17,,19,-101,57,53
1,-11,28,17,,14,-25,-4,0
0,-11,29,17,,13,-80,42,0
0,-11,28,17,,9,-23,-1,0
0,-11,27,17,,6,-15,-10,0
1,-11,27,17,,14,-72,41,0
1,-11,27,17,,0,-6,-18,0
1,-11,27,17,,6,-41,9,0
0,-11,28,17,,9,-39,9,0
0,-11,28,17,,3,-6,-23,0
0,-11,28,17,,10,-57,32,0
1,-11,28,17,,13,-39,24,0
0,-11,28,17,,5,-2,-12,0
0,-11,28,,,12,-30,36,0
,17,,,,1,10,-1,0
0,-11,27,17,,-10,-24,13,0
1,-11,27,17,,,,,
1,-11,28,17,,-19,13,-3,0
1,-11,28,17,,-35,-16,-6,37
1,-11,28,17,,-35,6,-9,105
0,-11,27,17,,-45,26,-38,157
0,-11,27,17,,-41,-34,4,219
1,-11,29,17,,-44,32,-44,308
1,-11,28,16,,-31,-10,0,354
1,-11,28,17,,-38,24,-31,373
1,-11,28,17,,-29,-13,15,375
0,-11,27,17,,-34,49,-28,366
0,-11,28,17,,-27,-13,33,351
0,-11,28,17,,-33,64,-10,274
1,-11,28,17,,-29,-1,41,202
2,-11,28,17,,-33,62,1,132
1,-12,27,17,,-32,9,47,60
0,-11,28,17,,-30,55,20,0
0,-11,28,17,,-33,62,14,0
2,-11,28,17,,-16,4,70,0
1,-10,29,17,,-23,67,22,0
1,-11,28,17,,-16,32,50,0
1,-11,28,17,,-4,30,62,0
1,-11,28,17,,-5,42,51,0
1,-10,29,17,,5,3,87,0
1,-11,28,17,,8,48,38,0
2,-11,28,17,,6,38,44,0
0,-11,28,17,,28,-8,90,0
1,-11,28,17,,25,23,55,0
1,,,,,29,-13,86,0
-11,28,17,,,44,8,69,0
1,-11,28,17,,41,16,51,0
1,-11,30,17,,48,-33,1,
1,-11,28,17,,9,0,,
1,-11,28,17,,51,-4,76,0
2,-11,27,17,,41,-25,72,21
1,-11,29,17,,54,-17,72,92
2,-11,29,17,,39,-27,57,141
1,-11,28,17,,45,-24,70,214
1,-11,28,17,,27,-27,38,297
1,-10,29,17,,30,-44,63,350
2,-11,28,17,,28,-16,24,370
1,-10,27,17,,21,-76,63,378
1,-11,29,17,,9,-10,9,375
1,-10,28,17,,2,-52,23,375
1,-10,28,17,,21,-66,47,345
1,-11,29,17,,9,-41,7,271
2,-11,28,16,,23,-88,55,201
1,-11,29,17,,13,-31,-1,115
1,-10,28,17,,22,-96,54,42
1,-11,28,17,,12,-20,-12,0
1,-10,29,17,,14,-87,51,0
2,-10,29,17,,11,-46,19,0
2,-11,29,16,,4,-40,9,0
1,-10,28,17,,13,-74,39,0
1,-10,29,16,,4,-8,-15,0
2,-11,28,17,,10,-62,28,0
2,-10,28,17,,11,-59,28,0
2,-10,28,17,,-1,-13,-18,0
2,-11,29,17,,14,-55,33,0
1,-11,28,17,,7,8,-18,0
2,-10,30,17,,7,-21,8,0
2,-11,29,16,,,,,
2,-10,29,17,,7,-10,20,0
2,-10,28,,,-4,17,-16,0
,17,,,,-11,-32,27,0
1,-11,28,17,,-24,25,-21,0
1,-10,29,17,,-33,-28,7,69
1,-10,29,17,,-42,21,-25,129
2,-11,29,17,,-50,-28,-8,186
2,-11,29,17,,-41,18,-28,274
2,-11,29,17,,-34,37,-36,369
1,-10,29,17,,-41,4,-16,373
2,-10,29,17,,-41,4,-16,375
2,-10,28,17,,-27,7,3,374
2,-11,29,17,,-37,32,-15,364
1,-10,29,17,,-28,2,30,343
2,-11,28,17,,-35,56,-9,265
1,-11,29,16,,-26,-1,44,195
1,-11,28,17,,-33,68,-4,115
2,-11,28,17,,-29,0,59,45
1,-10,28,17,,-28,29,40,0
2,-11,30,17,,-32,44,26,0
1,-11,29,17,,-16,18,62,0
1,-11,29,17,,-21,57,31,0
1,-11,28,17,,-13,14,69,0
2,-11,28,17,,-6,48,45,0
1,-11,28,17,,0,21,67,0
1,-10,29,17,,10,0,88,0
1,-11,28,17,,11,31,59,0
1,-11,29,17,,9,19,62,0
1,-11,29,17,,27,3,76,0
1,-11,28,17,,23,30,46,0
2,-11,29,17,,38,-25,100,0
2,-10,28,16,,45,-12,93,0
2,,,,,39,4,64,0
-11,28,17,,,5,,,
1,-10,28,16,,1,-26,99,0
1,-11,28,17,,49,6,56,0
1,-11,28,17,,45,-39,87,42
1,-11,28,17,,51,-5,55,100
1,-11,28,17,,42,-7,41,153
1,-11,28,17,,43,-43,85,233
0,-11,28,17,,36,-8,28,307
1,-11,28,16,,30,-54,76,354
1,-11,30,17,,27,0,19,372
0,-11,28,17,,15,-81,59,378
0,-11,27,17,,17,-17,20,374
0,-11,27,17,,11,-74,39,373
1,-11,28,16,,17,-36,25,331
1,-11,28,16,,13,-74,31,244
1,-11,28,17,,19,-60,31,175
1,-12,29,17,,15,-56,18,88
1,-11,28,17,,20,-74,36,16
1,-12,28,16,,9,-37,5,0
1,-11,28,16,,12,-80,43,0
1,-11,28,17,,9,-20,-5,0
1,-11,29,16,,6,-20,-8,0
1,-12,28,16,,13,-70,38,0
0,-12,28,17,,1,-8,-16,0
0,-12,29,16,,6,-42,11,0
2,-12,28,16,,7,-37,7,0
1,-11,28,17,,2,-7,-23,0
1,-11,29,17,,11,-57,32,0
0,-12,28,17,,7,2,-9,0
0,-11,27,17,,6,0,-9,0
1,-11,29,17,,11,,,
1,-12,28,17,,-34,25,0,
1,,,,,1,7,-2,0
-11,29,17,,,-7,12,-18,0
1,-11,28,17,,-12,-26,29,0
0,-12,28,17,,-29,21,-25,24
1,-11,28,17,,-50,-7,-25,166
1,-11,28,17,,-41,-32,0,180
1,-12,29,17,,-41,-32,0,214
0,-12,28,17,,-44,27,-40,303
1,-12,27,17,,-38,-27,-5,355
0,-11,27,17,,-35,30,-28,374
1,-11,29,17,,-35,-13,-1,374
1,-11,28,17,,-30,32,-9,366
1,-11,27,17,,-37,11,2,358
0,-11,28,17,,-30,24,18,303
0,-11,29,17,,-36,38,4,220
0,-11,27,17,,-27,17,36,153
1,-11,28,17,,-38,54,7,77
1,-11,28,17,,-26,7,53,15
1,-12,28,17,,-31,53,20,0
1,-11,28,17,,-28,21,49,0
1,-11,27,17,,-19,44,44,0
0,-11,28,17,,-18,33,49,0
1,-11,28,17,,-5,1,80,0
1,-11,29,17,,-7,65,30,0
1,-11,29,17,,-2,43,46,0
1,-11,28,17,,11,12,80,0
1,-11,27,17,,6,41,41,0
2,-11,28,17,,15,-5,83,0
1,-11,28,17,,25,21,56,0
1,-11,28,17,,23,25,46,0
1,-11,28,17,,42,-26,105,0
0,-11,28,17,,39,20,51,0
0,-11,28,17,,40,-1,,
1,,,,,6,81,0,
-11,28,17,,,52,-12,79,0
1,-10,29,17,,41,-19,68,28
1,-11,28,17,,51,-22,77,93
1,-11,27,17,,46,4,40,135
1,-11,28,17,,41,-49,85,206
1,-11,29,17,,41,-6,35,288
2,-11,29,17,,26,-52,69,346
1,-11,28,17,,20,-10,31,368
1,-11,28,17,,13,-65,46,377
0,-11,28,17,,20,-35,40,376
0,-11,28,17,,5,-47,22,375
2,-11,28,17,,18,-64,47,344
2,-11,28,17,,11,-45,8,265
1,-10,28,16,,22,-84,51,195
0,-11,27,17,,15,-31,1,116
1,-10,27,17,,14,-82,41,42
1,-11,28,17,,17,-47,13,0
1,-11,28,16,,8,-61,25,0
1,-10,28,17,,12,-43,14,0
1,-10,28,17,,8,-12,-13,0
1,-11,29,17,,11,-75,42,0
1,-11,28,17,,2,-10,-15,0
1,-10,28,17,,2,-23,-7,0
1,-11,27,16,,10,-56,25,0
1,-11,29,17,,1,-12,-16,0
0,-11,28,17,,5,-46,18,0
1,-11,28,17,,11,-16,6,0
1,-11,28,17,,8,-18,8,0
2,-11,28,17,,13,-38,37,0
1,-11,29,17,,-3,16,-14,0
1,-11,29,17,,-13,,,
1,-11,29,17,,,-29,25,0
1,-11,27,17,,-16,-13,18,0
1,-11,27,17,,-33,7,-24,69
1,-12,28,,,-32,-19,9,126
,17,,,,-47,14,-36,182
1,-10,28,17,,-40,-24,3,258
1,-11,28,17,,-45,24,-46,339
1,-12,27,17,,-32,-28,5,364
1,-11,28,17,,-34,36,-36,377
1,-11,28,17,,-29,-21,12,374
1,-11,28,17,,-36,32,-17,366
1,-11,28,17,,-26,2,32,337
1,-11,28,17,,-34,58,-8,257
1,-11,28,17,,-34,14,24,182
1,-10,28,17,,-32,43,16,105
1,-11,28,17,,-37,29,26,29
1,-11,29,17,,-28,32,39,0
1,-11,28,17,,-32,42,29,0
1,-11,28,16,,-16,22,60,0
1,-11,27,17,,-20,64,24,0
1,-11,28,17,,-10,10,71,0
1,-11,29,17,,-6,53,44,0
1,-11,28,17,,-1,18,69,0
0,-10,27,17,,10,0,89,0
1,-11,29,17,,7,52,32,0
1,-11,28,17,,10,16,61,0
1,-11,28,17,,27,5,77,0
1,-11,28,17,,24,31,47,0
1,-11,28,17,,3,,,
1,-11,28,17,,7,-27,100,0
1,-11,28,17,,42,20,55,0
1,-10,29,17,,38,6,61,0
1,-11,28,17,,51,-28,101,0
1,-11,28,17,,49,6,59,0
1,-11,29,17,,42,-37,84,64
1,-10,28,17,,51,-8,59,112
1,-10,28,,,37,-32,69,176
,17,,,,44,-20,55,257
1,-10,28,17,,23,-34,48,333
1,-11,28,17,,22,-35,52,364
1,-11,28,17,,14,-32,30,376
2,-11,29,17,,17,-69,52,380
1,-11,28,17,,19,-28,29,376
1,-11,28,16,,10,-67,34,358
1,-11,28,17,,16,-43,28,285
1,-11,28,17,,15,-66,30,207
1,-10,28,17,,18,-64,36,129
1,-10,28,17,,15,-55,16,50
1,-10,29,17,,21,-72,33,0
0,-10,28,17,,12,-41,9,0
1,-10,28,16,,13,-64,35,0
1,-11,28,17,,10,-22,-4,0
1,-10,28,17,,6,-61,26,0
1,-10,28,17,,8,-30,3,0
1,-10,28,17,,6,-13,-14,0
1,-10,28,17,,8,-64,33,0
1,-10,29,17,,9,-35,8,0
1,-10,29,17,,2,-28,-1,0
1,-10,29,17,,8,-55,27,0
1,-11,29,17,,10,-1,-7,0
1,-10,28,17,,10,-30,24,0
2,-11,29,17,,9,-30,33,0
1,-11,29,17,,-6,14,-18,
2,-11,29,17,,,0,,
1,-10,28,17,,-15,-29,27,0
1,-11,28,17,,-20,4,1,10
1,-10,29,17,,-35,-6,-14,93
1,-11,28,17,,-36,-6,0,136
2,-11,28,17,,-49,0,-30,196
2,-11,29,,,-41,-11,-6,280
,17,,,,-44,12,-40,351
1,-11,28,17,,-33,-15,4,368
1,-11,28,17,,-36,29,-36,376
1,-11,28,17,,-29,-16,15,368
1,-11,28,17,,-32,48,-27,361
1,-11,28,17,,-26,-10,33,309
2,-11,29,17,,-35,38,3,228
1,-11,28,17,,-28,0,39,163
1,-10,29,17,,-32,62,2,89
1,-11,29,17,,-33,8,47,21
1,-10,29,17,,-30,55,20,0
1,-10,28,17,,-32,63,10,0
2,-11,28,17,,-17,5,70,0
1,-11,28,17,,-21,66,19,0
1,-11,28,16,,-16,33,48,0
1,-10,28,16,,-4,28,64,0
2,-11,28,17,,-3,42,45,0
1,-11,28,17,,6,3,84,0
1,-11,27,16,,8,48,40,0
1,-10,30,17,,7,40,40,0
1,-11,28,17,,26,-12,92,0
2,-11,28,17,,25,20,61,0
1,-11,28,17,,,,,
1,-11,28,17,,30,-12,81,0
1,-11,29,16,,44,4,77,0
1,-10,29,17,,41,22,51,0
1,-10,28,17,,46,-40,108,0
1,-11,28,17,,46,12,49,0
1,-11,29,17,,41,-16,60,64
1,-11,28,16,,54,-31,82,115
1,-11,28,17,,39,-9,50,177
1,-11,28,17,,43,-41,74,257
1,-11,29,,,29,-14,34,331
,17,,,,27,-56,65,362
1,-11,29,17,,29,-11,28,375
1,-11,28,17,,17,-64,54,378
1,-11,28,17,,15,-27,18,375
1,-11,28,17,,14,-78,45,361
2,-12,28,17,,13,-33,14,288
1,-11,28,17,,14,-79,45,206
1,-11,28,17,,18,-49,18,132
2,-12,28,17,,14,-74,32,50
0,-11,28,17,,22,-50,13,0
1,-11,28,17,,15,-33,0,0
1,-11,28,16,,13,-76,46,0
1,-11,28,17,,9,-18,-9,0
1,-12,28,17,,3,-44,9,0
1,-11,28,17,,11,-45,17,0
1,-11,28,17,,6,-15,-11,0
1,-11,28,17,,4,-59,27,0
1,-11,28,17,,8,-18,-9,0
1,-11,29,17,,2,-15,-15,0
1,-11,28,17,,11,-49,26,0
1,-12,29,17,,10,3,-8,0
1,-11,27,17,,6,-18,11,0
0,-10,28,17,,6,-14,19,0
0,-11,28,16,,0,15,-1,
1,-12,27,17,,3,0,,
1,-11,28,17,,-14,-28,19,0
1,-11,28,17,,-20,16,-12,29
1,-12,28,17,,-35,-18,1,102
0,-11,27,17,,-41,12,-19,152
1,-11,28,17,,-49,-17,-18,231
1,,,,,-42,7,-19,313
-11,28,17,,,-45,-3,-23,360
1,-11,28,17,,-35,3,-6,373
1,-11,29,17,,-37,13,-26,376
1,-10,28,17,,-30,1,10,368
0,-11,26,17,,-33,38,-18,357
0,-11,28,17,,-29,-2,34,301
1,-11,28,17,,-31,57,-13,209
0,-11,28,17,,-27,0,44,147
1,-11,27,16,,-32,67,-2,62
0,-11,28,17,,-29,-2,57,0
1,-11,28,17,,-29,65,7,0
1,-11,28,17,,-32,45,25,0
1,-11,27,17,,-17,20,63,0
0,-11,28,17,,-20,56,29,0
1,-11,27,17,,-13,13,67,0
1,-11,27,17,,-5,49,45,0
1,-11,28,16,,1,23,66,0
1,-11,27,17,,9,2,91,0
1,-11,27,17,,6,53,33,0
1,-11,29,17,,9,19,57,0
1,-11,28,17,,21,-16,92,0
1,-11,28,17,,25,30,47,0
1,-11,27,17,,37,-24,100,0
1,-11,28,17,,41,20,60,0
1,-12,28,17,,4,,,
0,-11,29,17,,0,9,56,0
1,-10,28,17,,50,-34,103,0
1,-11,28,17,,51,4,63,19
1,-10,28,17,,44,-34,79,85
1,-11,28,17,,49,-10,67,132
1,-11,28,17,,38,-29,61,207
1,-11,28,17,,45,-31,61,290
1,-11,28,17,,26,-22,44,352
1,-11,28,17,,22,-45,57,370
1,-11,28,,,18,-23,27,378
,17,,,,20,-66,56,377
1,-10,28,17,,6,-23,12,375
1,-11,29,17,,15,-77,53,340
1,-10,29,17,,13,-34,6,264
1,-11,29,17,,19,-88,53,188
1,-10,28,17,,16,-35,5,114
1,-11,29,17,,13,-54,19,33
1,-10,28,17,,21,-72,33,0
1,-11,28,17,,9,-44,8,0
1,-11,28,17,,9,-71,37,0
1,-10,27,17,,13,-29,-1,0
1,-11,28,17,,5,-59,30,0
1,-11,28,17,,11,-59,31,0
1,-11,28,17,,5,-19,-10,0
1,-11,28,17,,7,-56,25,0
1,-11,28,17,,12,-34,7,0
1,-10,28,17,,2,-30,2,0
1,-11,28,17,,6,-49,25,0
1,-11,28,17,,10,-5,-5,0
1,-10,29,17,,8,-28,21,0
1,-11,28,17,,9,-30,31,0
1,-11,28,17,,-4,14,,
1,-11,29,17,,,-13,0,
1,-11,27,17,,-13,-13,8,0
1,-11,27,17,,-19,0,4,16
1,-11,28,17,,-35,-4,-16,99
1,-10,28,17,,-37,-9,1,138
1,-11,28,17,,-48,4,-31,202
1,-11,29,17,,-41,-15,-3,284
1,-11,28,17,,-45,16,-44,353
1,-11,27,17,,-33,-19,4,367
1,-10,28,17,,-32,32,-34,376
1,-11,28,,,-28,-16,14,368
,17,,,,-33,47,-26,360
1,-10,28,17,,-27,-10,29,303
1,-11,27,17,,-32,59,-7,219
1,-11,28,17,,-28,3,38,152
1,-10,28,17,,-32,59,2,80
2,-11,28,17,,-34,9,44,9
1,-11,28,16,,-26,9,53,0
1,-11,28,16,,-30,61,13,0
1,-11,28,17,,-18,7,71,0
1,-11,28,17,,-19,43,44,0
1,-11,29,17,,-17,32,46,0
1,-11,29,17,,-3,28,65,0
1,-11,29,16,,-5,63,31,0
1,-10,28,17,,3,4,85,0
1,-10,28,17,,10,12,81,0
1,-10,29,17,,8,40,38,0
1,-10,28,17,,14,-3,77,0
1,-11,28,17,,26,19,64,0
1,-11,28,17,,24,27,47,0
2,-11,28,17,,41,-28,108,0
1,-10,28,17,,41,2,,
1,-11,28,17,,6,48,0,
1,-11,28,17,,38,-13,73,0
1,-10,28,17,,51,-16,89,7
1,-10,29,17,,42,-11,58,75
1,-10,29,17,,52,-35,89,123
1,-11,28,17,,40,-3,43,189
1,-11,29,17,,45,-51,80,270
1,-11,28,17,,31,-2,32,333
1,-11,28,17,,24,-37,56,363
0,-10,28,17,,23,-28,45,376
1,-11,29,17,,12,-41,34,375
1,-10,28,,,24,-57,51,373
,17,,,,4,-30,14,360
1,-11,28,17,,19,-75,51,289
1,-10,28,17,,12,-39,8,211
1,-10,27,17,,21,-83,49,139
2,-11,27,17,,15,-39,7,57
1,-11,28,17,,21,-83,43,0
1,-11,28,17,,12,-37,3,0
1,-11,28,17,,8,-53,21,0
1,-11,29,17,,15,-48,16,0
1,-12,29,17,,11,-29,0,0
1,-11,28,17,,7,-60,32,0
1,-11,28,17,,8,-23,-6,0
0,-11,27,17,,4,-28,-1,0
2,-11,27,16,,9,-48,18,0
1,-11,27,17,,11,-24,-3,0
1,-11,27,17,,2,-39,10,0
1,-11,27,17,,14,-24,9,0
1,-11,28,17,,,,,
1,-11,28,17,,10,0,-7,0
1,-11,28,17,,9,-32,29,0
1,-11,28,16,,8,-18,23,0
1,-11,28,16,,-11,6,-8,0
2,-7,31,16,,-17,-25,18,0
0,-12,30,16,,-22,14,-13,78
1,-12,27,17,,-37,-18,-2,128
2,-10,29,17,,-40,9,-13,188
-8,-15,24,17,,-51,-13,-20,274
-2,-12,26,17,,-41,28,-48,345
0,-11,27,17,,-36,-27,5,366
2,-11,29,17,,-32,37,-35,377
2,-11,27,17,,-32,-18,8,368
1,-11,28,17,,-34,40,-20,366
1,-11,28,17,,-32,-1,16,325
0,-10,28,17,,-32,45,8,252
1,-11,28,17,,-33,18,20,169
,,,,,-32,38,18,99
1,-10,28,17,,-37,31,24,20
1,-10,28,17,,-28,30,40,0
1,-11,28,17,,-29,63,12,0
2,-10,28,17,,-22,8,64,0
1,-11,28,17,,-19,59,25,0
1,-10,29,17,,-18,52,29,0
0,-10,28,17,,-4,11,80,0
1,-11,29,17,,-4,59,31,0
1,-10,28,16,,-2,22,66,0
2,-11,29,17,,11,32,61,0
0,-10,28,17,,8,49,34,0
1,-10,29,16,,19,-13,92,0
1,-10,28,17,,24,30,49,0
1,-10,28,17,,24,8,57,0
1,-11,29,17,,43,-13,100,0
2,-11,28,17,,4,,,
1,-11,27,17,,4,22,58,0
2,-11,28,17,,41,-36,96,0
2,-11,28,17,,50,6,66,5
1,-11,28,17,,44,8,46,66
1,-11,29,17,,51,-52,97,115
1,-10,28,17,,44,13,39,178
1,-11,29,17,,41,-60,83,259
1,-11,28,17,,37,0,33,324
1,-11,28,17,,26,-14,36,361
1,-11,28,17,,23,-56,62,375
1,-10,28,17,,17,-9,23,377
1,-11,29,17,,19,-73,60,374
1,-11,28,17,,6,-18,11,368
2,-11,2,,,12,-79,51,309
9,17,,,,16,-32,9,234
2,-11,28,17,,15,-84,50,160
1,-10,28,17,,18,-43,9,81
1,-11,28,17,,16,-76,37,3
2,-12,29,17,,24,-78,37,0
1,-11,28,17,,8,-39,11,0
1,-11,28,17,,13,-61,29,0
1,-11,28,17,,16,-40,5,0
1,-11,29,17,,2,-49,18,0
0,-11,29,17,,10,-56,26,0
1,-11,28,17,,7,-24,-3,0
1,-12,28,17,,4,-49,21,0
2,-12,28,17,,11,-40,10,0
1,-11,29,17,,1,-25,-3,0
1,-11,28,16,,14,-39,22,0
0,-11,28,17,,,,,
1,-11,28,17,,15,-12,7,0
2,-11,28,17,,6,-19,16,0
1,-10,28,17,,4,-6,10,0
1,-11,28,17,,-4,14,-13,0
1,-11,28,17,,-17,-29,23,0
1,-11,29,16,,-24,21,-23,78
1,-11,29,17,,-38,-28,11,129
1,-11,28,17,,-42,21,-31,194
1,-11,29,17,,-49,-28,-7,276
0,-11,28,17,,-43,20,-33,344
1,-11,28,17,,-44,-18,-10,367
1,-11,28,17,,-34,18,-19,376
0,-11,29,17,,-37,0,-10,367
1,-11,28,17,,-33,17,0,364
1,-11,28,17,,-35,23,-5,321
1,-11,27,17,,-32,16,27,245
1,-11,2,,,-32,44,-2,162
8,17,,,,-30,15,39,94
1,-11,28,17,,-36,54,7,19
1,-11,28,17,,-28,10,53,0
1,-11,28,17,,-29,59,12,0
1,-10,28,17,,-27,27,45,0
0,-11,28,17,,-18,38,47,0
1,-11,28,17,,-17,36,47,0
1,-10,28,17,,-8,8,78,0
1,-11,28,17,,-3,58,32,0
1,-11,28,17,,-3,43,42,0
0,-10,28,17,,10,15,80,0
1,-11,28,17,,7,38,40,0
1,-11,28,17,,12,1,73,0
1,-11,28,17,,27,18,63,0
1,-11,28,17,,24,24,45,0
1,-11,28,17,,40,-24,107,0
0,-11,28,17,,43,23,50,0
0,-11,27,17,,39,-14,71,0
1,-11,27,17,,53,-17,9,
1,-10,28,17,,0,12,,
1,-10,28,17,,44,-12,54,84
0,-11,28,16,,53,-36,92,129
0,-12,27,16,,39,0,40,195
1,-11,28,17,,36,-50,70,274
0,-11,28,17,,42,-14,50,340
1,-11,27,17,,24,-35,49,365
1,-11,27,17,,21,-36,53,378
0,-11,28,17,,10,-29,25,374
1,-11,27,17,,24,-71,56,373
1,-11,28,17,,5,-20,8,355
1,-11,27,17,,17,-82,57,281
1,-11,28,16,,13,-31,6,206
1,-12,2,,,20,-90,52,133
9,17,,,,15,-36,4,52
1,-11,29,17,,13,-56,20,0
1,-11,28,17,,22,-70,28,0
1,-11,28,17,,6,-44,17,0
1,-11,28,17,,16,-58,20,0
1,-11,28,17,,11,-36,2,0
0,-11,28,16,,5,-52,24,0
0,-11,27,17,,13,-52,22,0
1,-11,28,17,,3,-24,-2,0
1,-11,29,17,,11,-49,17,0
1,-11,27,17,,13,-36,6,0
1,-11,28,17,,0,-31,1,0
1,-11,28,17,,9,-46,20,0
1,-11,29,16,,10,0,-3,0
1,-11,29,16,,7,-30,24,0
1,-11,29,16,,8,-23,,
1,-10,29,17,,,28,0,
1,-11,27,17,,-10,10,-12,0
1,-10,27,17,,-16,-24,23,16
1,-11,28,17,,-29,21,-29,102
2,-12,28,16,,-35,-30,14,150
1,-10,29,17,,-44,26,-39,225
1,-11,29,17,,-42,-33,3,301
1,-11,28,16,,-41,30,-47,361
1,-10,28,17,,-39,-28,3,369
2,-11,28,17,,-29,34,-33,376
1,-10,28,17,,-35,-13,7,367
1,-11,29,17,,-33,36,-15,358
0,-11,28,17,,-35,6,13,301
1,-11,28,17,,-31,36,13,223
1,-10,28,16,,-34,28,15,144
1,-11,28,17,,-32,31,27,73
1,-11,2,,,-37,37,20,0
9,16,,,,-26,24,42,0
1,-10,29,17,,-28,58,16,0
2,-11,28,17,,-24,15,61,0
1,-11,28,17,,-19,51,31,0
1,-11,28,17,,-19,54,27,0
1,-11,28,17,,-5,9,80,0
1,-11,28,17,,-2,60,32,0
1,-10,27,17,,-2,28,64,0
1,-10,29,17,,10,27,64,0
1,-11,28,17,,8,47,33,0
1,-10,28,17,,18,-11,89,0
1,-11,29,17,,26,27,50,0
1,-10,29,17,,27,12,56,0
2,-11,29,17,,41,-14,1,
1,-11,29,17,,3,0,,
1,-10,28,16,,41,8,50,0
1,-11,29,17,,41,-36,93,0
1,-10,28,17,,51,6,67,29
1,-11,28,17,,46,12,41,89
1,-11,28,17,,52,-55,103,142
1,-11,28,17,,44,15,34,217
2,-10,28,17,,42,-66,84,296
1,-11,27,17,,38,8,32,349
1,-10,28,16,,25,-60,65,367
1,-11,28,16,,29,-8,39,379
1,-11,29,17,,12,-55,34,375
1,-11,28,17,,21,-53,48,374
1,-11,27,17,,9,-34,14,349
1,-11,28,17,,12,-85,53,272
1,-11,28,17,,13,-30,8,197
1,-11,28,17,,17,-84,48,122
1,-11,28,17,,16,-47,16,37
1,-11,2,,,16,-70,30,0
9,17,,,,17,-58,19,0
1,-10,29,17,,8,-48,22,0
1,-11,28,17,,16,-65,30,0
2,-10,28,17,,5,-30,1,0
1,-11,29,17,,1,-38,10,0
1,-10,28,17,,12,-51,17,0
2,-11,29,17,,-1,-25,1,0
1,-10,28,17,,6,-44,16,0
1,-10,28,17,,7,-26,-1,0
1,-10,28,17,,-2,-19,-9,0
1,-11,29,17,,14,-45,24,0
2,-10,28,17,,6,3,-8,0
1,-10,28,17,,7,-14,8,0
2,-11,29,17,,7,,,
1,-11,28,17,,-8,19,0,
1,-10,28,16,,-4,16,-11,0
1,-11,28,17,,-18,-31,20,16
1,-10,29,17,,-25,22,-24,102
1,-11,28,17,,-37,-29,10,149
1,-11,28,17,,-41,23,-27,225
1,-10,29,17,,-50,-28,-8,305
1,-11,28,16,,-43,16,-35,361
1,-11,28,16,,-45,-16,-13,372
1,-11,28,17,,-30,38,-37,375
1,-11,28,17,,-31,-18,14,367
1,-10,28,17,,-30,46,-27,348
1,-11,29,17,,-31,-5,29,273
0,-11,29,17,,-29,54,-1,195
0,-10,28,17,,-35,12,31,118
0,-11,27,17,,-30,48,10,44
1,-11,29,17,,-34,20,38,0
1,-11,28,17,,-27,43,30,0
0,-10,3,,,-30,61,15,0
0,17,,,,-20,10,66,0
1,-10,28,17,,-18,58,23,0
1,-11,28,17,,-18,39,44,0
2,-12,28,17,,-2,24,70,0
1,-11,27,17,,-3,46,43,0
1,-11,29,17,,0,13,80,0
1,-11,28,17,,11,40,45,0
1,-11,28,17,,8,38,38,0
1,-11,28,17,,24,-10,94,0
1,-11,29,17,,24,24,46,0
1,-11,29,16,,29,-8,77,0
1,-11,28,17,,44,,,
0,-10,28,17,,,3,81,0
1,-11,29,16,,45,22,47,0
1,-10,28,17,,44,-44,111,0
1,-11,27,17,,51,17,47,60
1,-11,28,17,,43,-13,52,109
1,-11,28,16,,52,-36,96,170
1,-11,28,17,,41,3,34,244
1,-11,28,17,,44,-62,89,318
0,-10,28,17,,32,11,22,365
1,-11,28,17,,25,-80,73,370
1,-11,28,16,,29,10,23,377
1,-11,28,17,,17,-75,51,374
1,-11,29,17,,12,-29,29,368
1,-11,29,17,,10,-64,32,310
1,-11,28,17,,16,-51,30,234
1,-11,28,17,,14,-55,26,154
1,-11,28,17,,18,-77,40,77
1,-11,29,16,,12,-30,2,1
2,-11,28,17,,22,-85,39,0
