x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4,SEP, x Normal 3, y Normal 3, z Normal 3, i Normal 3
-7,12,11,365,,-8,16,10,116,,1,-26,30,94
11,-41,47,374,,9,-40,49,161,,6,-11,31,132
-5,19,16,373,,-5,5,32,221,,-6,17,14,197
8,-40,38,367,,4,-17,23,300,,10,-45,45,278
-6,11,23,348,,-2,-10,36,349,,-3,13,14,338
6,-30,32,279,,0,-,,,,6,-40,41,365
9,-43,53,214,,3,16,368,,,0,8,18,374
-8,28,4,147,,4,-22,43,376,,3,-26,35,377
9,-52,51,69,,-5,13,11,373,,9,-40,48,373
-11,27,8,0,,9,-35,33,370,,0,-14,22,364
0,-3,12,0,,-8,11,26,345,,9,-46,49,310
6,-31,48,0,,6,-21,27,274,,-7,23,8,244
-8,24,18,0,,-4,0,34,212,,8,-40,48,171
9,-40,37,0,,2,-11,24,140,,-6,16,15,102
-6,7,26,0,,1,-13,33,70,,7,-36,39,18
-7,23,7,0,,-8,17,18,0,,7,-32,44,0
6,-20,26,0,,12,-36,37,0,,-7,10,10,0
-2,-11,36,0,,-7,11,23,0,,5,-28,,
0,3,16,0,,-4,4,19,0,,,36,0,
8,-39,40,0,,9,-28,38,0,,-3,3,27,0
,,,,,-5,3,22,0,,-7,15,9,0
,,,,,7,-26,34,0,,9,-40,46,0
-9,16,20,0,,10,-32,40,0,,-8,16,15,0
-2,16,7,0,,-6,8,17,0,,0,-6,19,0
3,-38,52,0,,9,-30,39,0,,4,-20,41,0
-9,8,28,0,,4,-8,27,0,,-6,13,25,0
5,-16,24,0,,0,-13,25,0,,3,-24,26,0
7,-40,50,0,,10,-31,40,0,,6,-33,41,0
-10,23,11,0,,-5,9,16,0,,-8,21,14,0
11,-40,41,69,,-4,-6,19,0,,7,-37,43,0
-10,20,18,120,,8,-19,38,0,,1,-15,42,0
10,-37,39,174,,-5,-3,17,0,,-4,8,13,0
-9,17,21,242,,4,-36,42,9,,5,-36,38,0
-5,9,11,314,,-1,6,22,66,,-6,12,22,46
7,-35,45,350,,-6,5,10,114,,6,-24,29,110
-10,24,13,367,,13,-39,49,165,,8,-43,53,149
8,-8,12,367,,-8,16,8,232,,-9,28,7,212
10,-41,39,369,,12,-48,48,312,,10,-46,47,292
10,-41,39,366,,-5,19,13,355,,-9,24,11,344
-13,23,21,314,,,,,,,9,-40,41,366
7,-40,39,240,,9,-45,42,368,,-9,17,19,376
-5,22,27,175,,9,-32,45,376,,10,-28,30,376
-4,11,16,101,,-7,16,9,372,,-7,4,30,369
9,-32,40,30,,12,-44,48,367,,-7,19,12,349
-7,4,0,0,,-8,24,8,341,,9,-36,43,283
4,-23,28,0,,11,-50,50,258,,-9,19,15,211
0,-3,31,0,,-9,28,8,198,,10,-33,39,139
-6,15,18,0,,10,-47,46,117,,-8,11,22,63
11,-38,40,0,,-7,17,19,49,,11,-30,33,0
-7,11,17,0,,-6,15,9,0,,4,-21,36,0
0,-9,26,0,,8,-46,49,0,,-3,-1,20,0
6,-19,32,0,,-5,2,28,0,,9,-23,37,0
-3,8,18,0,,5,-17,27,0,,-4,2,25,0
6,-28,37,0,,11,-47,47,0,,7,-24,31,0
8,-23,35,0,,-9,20,14,0,,10,-29,37,0
-5,2,19,0,,8,-40,40,0,,-6,3,19,0
8,-26,40,0,,2,-27,40,0,,3,-19,29,0
1,-2,24,0,,-3,13,14,0,,4,-7,29,0
4,-18,34,0,,8,-24,33,0,,-5,8,20,0
8,-27,44,0,,-7,1,31,0,,10,,,
-3,4,14,0,,3,-13,20,0,,,-30,35,0
-1,-19,31,29,,8,-41,46,0,,-5,8,21,0
6,-13,33,89,,-10,24,10,0,,-5,-4,20,0
-1,-12,22,138,,1,0,16,0,,10,-22,41,0
8,-20,42,,,1,-20,45,0,,-2,8,22,0
,197,,,,-10,19,18,0,,3,-31,35,0
-3,-3,13,274,,8,-36,32,39,,11,-34,42,10
9,-32,46,337,,-8,11,25,102,,-8,9,15,78
0,3,25,361,,8,-28,33,149,,13,-42,44,122
3,-25,27,374,,-5,6,29,197,,-6,16,15,181
3,-8,34,376,,-10,24,7,277,,10,-44,43,265
-3,-7,16,370,,10,-47,47,339,,-3,12,16,328
8,-42,40,366,,-9,27,12,365,,7,-39,40,365
-5,15,19,320,,11,-44,45,376,,11,-36,43,374
7,-35,35,242,,-9,25,16,374,,-6,16,12,376
-5,11,25,180,,9,-37,34,369,,9,-42,45,373
4,-28,29,99,,-7,13,25,353,,-8,20,10,363
-1,-5,36,37,,7,-24,28,288,,10,-46,47,301
-10,27,4,0,,10,-39,47,214,,-8,23,11,230
11,-53,47,0,,-8,,,,,7,-39,45,158
-9,28,16,0,,,23,12,145,,-6,14,17,88
-3,9,9,0,,10,-41,41,67,,-7,7,13,14
7,-41,49,0,,-8,18,17,0,,8,-35,45,0
-7,14,23,0,,12,-38,39,0,,-7,13,10,0
6,-27,27,0,,5,-23,40,0,,4,-23,33,0
7,-48,49,0,,-3,4,18,0,,-1,-3,29,0
-7,30,11,0,,10,-32,35,0,,-7,14,11,0
7,-44,42,0,,-4,3,23,0,,,,,
,,,,,8,-27,35,0,,,,,
-1,-24,44,0,,9,-31,39,0,,10,-37,44,0
0,15,8,0,,-6,8,17,0,,-7,12,17,0
8,-36,36,0,,2,-16,31,0,,-2,-2,16,0
-10,14,24,0,,3,-8,27,0,,5,-22,41,0
6,-22,27,0,,-5,6,18,0,,-8,12,15,0
6,-42,50,0,,9,-30,40,0,,3,-19,24,0
-9,25,9,0,,5,-14,33,0,,-2,-5,36,0
4,-9,17,50,,-3,-7,22,0,,-8,20,14,0
-3,-15,43,111,,7,-16,38,0,,6,-36,41,0
0,1,13,151,,-2,8,15,0,,-7,21,18,0
9,-40,39,207,,5,-33,41,3,,-5,10,14,0
-9,18,19,285,,10,-25,42,68,,6,-34,44,9
10,-36,35,344,,-6,0,12,115,,-7,12,24,80
-8,12,24,361,,13,-34,49,169,,5,-24,30,124
5,-26,29,375,,-6,12,9,236,,-4,0,33,164
-3,5,30,374,,11,-44,47,317,,3,-10,20,241
-10,23,13,368,,-6,16,14,357,,12,-48,48,315
11,-42,42,345,,,,,,,-10,25,12,360
-11,26,14,271,,-4,-7,16,370,,9,-42,41,370
12,-40,40,201,,10,-28,44,377,,-8,19,19,376
-7,22,18,130,,-6,13,12,372,,9,-29,32,372
8,-37,37,56,,11,-42,46,366,,-8,5,29,367
-6,11,23,0,,-8,22,10,325,,5,-17,23,327
8,-29,31,0,,11,-48,48,240,,-4,-5,34,257
10,-36,41,0,,-9,28,9,181,,-8,21,13,185
-7,15,18,0,,9,-48,45,103,,9,-34,41,117
10,-37,39,0,,-8,19,19,33,,-9,12,20,39
1,-9,27,0,,-7,16,7,0,,11,-32,33,0
1,-14,28,0,,11,-47,52,0,,-5,5,24,0
9,-37,40,0,,-4,6,30,0,,-2,1,2,
-2,11,18,0,,4,-19,25,0,,2,0,,
6,-31,39,0,,0,-14,36,0,,9,-25,38,0
8,-21,32,0,,-9,24,14,0,,-4,1,25,0
-5,0,21,0,,9,-44,41,0,,7,-25,32,0
4,-25,36,0,,3,-30,42,0,,9,-30,38,0
,,,,,-5,16,13,0,,-5,4,19,0
,,,,,-8,24,8,0,,4,-17,30,0
1,0,21,0,,5,-11,15,0,,3,-8,30,0
-4,3,18,0,,5,-11,15,0,,-6,7,19,0
6,-26,41,0,,8,-43,52,0,,10,-31,36,0
2,-5,20,0,,-11,27,9,0,,-4,7,20,0
0,-21,33,13,,0,1,15,0,,-3,-4,19,0
9,-31,44,79,,1,-22,45,0,,9,-21,42,0
-2,4,11,120,,-11,20,18,0,,-3,9,19,0
7,-34,47,175,,10,-35,33,54,,3,-32,35,0
-2,7,12,240,,-9,11,25,110,,11,-33,44,14
-1,-8,15,314,,7,-27,31,157,,-6,8,15,79
9,-28,45,353,,-5,7,29,210,,13,-41,47,124
-5,5,10,369,,-8,21,9,284,,-7,16,14,182
8,-36,48,374,,11,-44,46,343,,11,-45,43,267
-5,17,11,368,,-10,,,,,-4,14,18,329
9,-43,45,365,,,25,11,367,,-4,2,17,364
5,-22,43,334,,10,-43,44,376,,9,-37,44,370
-4,6,9,270,,-9,25,16,372,,-6,16,10,377
5,-34,52,205,,9,-38,36,368,,9,-42,46,369
-6,20,3,138,,-8,15,24,343,,-7,20,11,364
5,-36,35,61,,6,-26,30,272,,9,-45,47,317
-4,4,31,0,,9,-38,48,206,,3,-21,40,246
4,-20,20,0,,-8,25,12,134,,-3,6,13,178
10,-54,53,0,,10,-41,43,58,,6,-31,46,106
-9,32,8,0,,-9,20,16,0,,-6,10,13,25
1,1,12,0,,11,-40,39,0,,8,-37,44,0
4,-33,48,0,,5,-22,38,0,,-4,-2,26,0
-9,22,17,0,,-2,3,20,0,,5,-,,
8,-36,33,0,,10,-35,35,0,,17,31,0,
-5,4,30,0,,-4,5,20,0,,9,-36,46,0
-6,30,9,0,,6,-29,36,0,,-8,12,13,0
3,-9,23,0,,9,-31,39,0,,9,-34,40,0
-4,-17,42,0,,-4,10,16,0,,0,-18,37,0
2,8,9,0,,3,-17,33,0,,-2,1,17,0
7,-40,40,,,3,-7,27,0,,6,-24,32,0
,0,,,,-6,7,16,0,,-6,4,30,0
0,-31,51,0,,8,-31,41,0,,-8,12,16,0
-2,23,4,0,,-5,8,15,0,,7,-34,40,0
7,-26,32,0,,-1,-7,24,0,,-2,-9,39,0
-8,2,33,0,,5,-16,36,0,,-2,0,15,0
5,-13,17,44,,-2,6,12,0,,2,-20,43,0
9,-42,46,105,,6,-33,41,10,,-8,19,21,0
-9,23,14,150,,10,-23,43,80,,8,-33,35,0
10,-39,41,214,,-4,0,13,123,,7,-34,45,46
-11,17,18,296,,11,-32,49,180,,-8,20,9,105
11,-36,36,349,,-7,8,8,246,,10,-44,51,149
-8,14,24,364,,10,-42,49,324,,-9,29,8,209
9,-26,30,376,,-5,15,13,,,3,-11,18,289
-6,7,31,373,,360,,,,,0,-18,40,342
-10,19,11,367,,-2,-8,16,373,,0,3,13,367
10,-39,42,337,,8,-26,44,377,,5,-28,46,376
-11,24,15,258,,-7,11,11,369,,-5,18,10,376
12,-38,40,190,,9,-41,46,366,,7,-37,45,374
-9,20,18,118,,-7,22,7,331,,-8,6,29,362
8,-37,35,45,,11,-48,50,245,,6,-17,24,306
-7,12,24,0,,-9,28,8,188,,-3,-5,35,236
9,-30,32,0,,-2,1,13,114,,2,-7,21,169
9,-32,41,0,,7,-32,48,49,,0,-16,35,99
-8,11,19,0,,-5,15,6,0,,-8,13,19,25
5,-25,27,0,,9,-39,33,0,,11,-32,34,0
2,-6,28,0,,-6,8,30,0,,-6,6,25,0
-5,10,19,0,,-9,27,7,0,,-3,,,
10,-34,39,0,,11,-52,49,0,,,2,20,0
-5,11,17,0,,2,-30,44,0,,9,-27,38,0
-3,-7,26,0,,-8,18,19,0,,-4,1,24,0
,,,,,-8,18,19,0,,7,-24,33,0
8,-18,31,0,,-7,20,9,0,,10,-31,39,0
-4,-1,24,0,,7,-29,31,0,,-5,5,18,0
5,-26,36,0,,5,-39,48,0,,11,-29,39,0
0,1,21,0,,-7,25,6,0,,4,-8,29,0
-6,3,20,0,,4,-13,18,0,,-1,-12,24,0
8,-26,38,0,,-5,-11,41,0,,10,-30,38,0
4,-4,21,0,,0,2,12,0,,-5,8,19,0
0,-21,35,25,,10,-40,43,0,,8,-32,39,0
9,-30,42,88,,-11,20,20,0,,9,-23,42,0
-3,2,13,126,,-4,10,10,34,,-5,3,14,0
8,-33,47,186,,5,-33,47,99,,3,-33,37,0
-2,6,11,253,,-8,17,9,136,,1,2,27,34
-1,-11,19,329,,10,-38,48,194,,-8,8,12,94
8,-25,43,357,,-10,21,9,273,,12,-43,47,135
-5,4,10,374,,5,-21,23,337,,-7,17,13,200
8,-36,48,374,,-3,-6,,,,11,-47,44,286
-5,17,10,368,,,35,362,,,-4,16,16,341
9,-44,47,363,,0,-8,19,376,,7,-40,40,367
3,-16,40,321,,5,-16,39,377,,10,-37,45,375
-4,0,10,249,,-5,7,13,373,,-6,17,12,374
6,-29,51,187,,6,-31,43,366,,9,-43,46,370
-4,14,7,115,,-9,16,24,315,,-8,21,12,354
9,-44,54,42,,7,-27,30,237,,9,-46,45,284
-5,11,24,0,,-4,8,29,177,,-8,22,13,218
5,-29,26,0,,2,-19,28,103,,7,-38,41,145
-2,-3,38,0,,1,-7,32,39,,-6,10,21,73
-9,35,5,0,,-9,19,16,0,,-8,13,11,0
11,-57,49,0,,12,-41,40,0,,9,-40,45,0
2,-25,44,0,,-7,17,22,0,,-8,16,15,0
-1,11,8,0,,-4,0,20,0,,4,-13,28,0
8,-45,38,0,,8,-27,36,0,,1,-14,34,0
-5,13,25,0,,-4,7,20,0,,-7,12,,
3,-19,26,0,,6,-31,37,0,,,15,0,
,,,,,10,-30,38,0,,8,-33,39,0
6,-48,49,0,,-5,9,18,0,,-6,6,20,0
-8,30,9,0,,2,-19,33,0,,-2,6,16,0
1,0,15,0,,4,-6,25,0,,5,-22,32,0
-1,-25,48,0,,0,-12,30,0,,-5,0,34,0
-9,25,15,0,,9,-30,41,0,,2,-10,17,0
7,-33,38,0,,-4,8,14,0,,7,-34,40,0
3,-38,53,0,,-2,-8,26,0,,-10,19,16,0
-7,24,5,32,,6,-16,33,0,,-1,3,14,0
8,-44,51,99,,-1,5,12,0,,3,-23,45,0
-6,-7,38,136,,5,-31,43,29,,-8,17,22,0
4,-7,18,192,,0,1,17,84,,6,-30,31,7
-1,-16,42,269,,-3,-2,13,126,,-7,7,27,66
0,0,14,328,,10,-32,48,188,,-8,20,10,120
2,-25,44,358,,-5,8,8,255,,10,-43,50,164
-8,15,20,373,,2,-26,29,327,,-10,28,9,241
9,-29,33,376,,6,-11,3,,,11,-48,45,315
-8,10,27,368,,4,361,,,,-10,25,12,356
7,-22,24,363,,-2,-9,17,374,,9,-41,41,370
-5,0,33,318,,7,-24,44,377,,-8,20,20,376
4,-12,22,241,,-6,10,10,372,,7,-29,30,372
11,-37,44,174,,9,-41,48,367,,-6,4,30,366
-9,21,16,100,,-7,24,5,329,,-8,24,11,327
10,-38,36,22,,1,-17,21,248,,10,-40,44,252
-8,13,22,0,,0,-11,40,185,,-9,23,14,181
10,-33,34,0,,0,-3,14,111,,8,-38,39,111
-5,8,27,0,,5,-30,48,43,,-8,15,19,37
-6,6,19,0,,-4,14,5,0,,11,-33,35,0
8,-29,29,0,,9,-44,36,0,,7,-27,39,0
-1,-2,26,0,,-7,13,27,0,,-5,6,18,0
3,-20,31,0,,-8,29,4,0,,8,-27,33,0
9,-32,38,0,,11,-55,52,0,,-1,0,25,0
-4,9,20,0,,0,-8,36,0,,,,,
-2,-11,28,0,,1,-3,17,0,,,,,
7,-15,30,0,,8,-51,44,0,,-4,6,17,0
-3,-3,26,0,,-7,23,17,0,,10,-33,42,0
6,-2,,,,-3,18,9,0,,-6,8,15,0
5,36,0,,,4,-41,51,0,,1,-15,28,0
-2,1,22,0,,-6,27,5,0,,5,-10,31,0
-4,1,21,0,,4,-16,20,0,,-5,8,18,0
8,-25,36,0,,-6,-10,40,0,,9,-32,39,0
3,-5,22,0,,-8,29,7,0,,6,-18,35,0
1,-20,35,49,,8,-42,47,0,,-5,-3,18,0
9,-28,40,102,,0,-24,48,0,,9,-22,44,0
-3,0,15,148,,-4,11,8,19,,-1,9,18,0
9,-31,45,211,,5,-35,49,88,,3,-33,37,0
-2,4,14,281,,-9,9,27,125,,12,-33,46,30
7,-35,44,343,,8,-25,28,180,,-8,9,10,91
-3,5,17,362,,-6,3,32,245,,12,-42,48,134
-3,1,12,374,,5,-18,21,320,,-6,18,11,197
9,-33,47,373,,10,-42,4,,,-2,-16,21,282
-7,14,10,367,,5,357,,,,8,-23,40,338
10,-43,47,356,,-10,23,14,375,,-5,2,14,365
-8,22,8,304,,12,-39,40,377,,11,-37,45,374
-2,-4,13,228,,-11,22,18,372,,-6,19,11,375
4,-23,47,164,,10,-36,33,360,,9,-45,46,369
-4,7,10,90,,-9,14,26,300,,-9,23,10,356
7,-35,32,0,,8,-26,30,224,,10,-48,47,289
11,-51,59,0,,-6,7,30,164,,-8,24,12,222
11,-51,59,0,,3,-20,26,88,,-4,10,12,149
-4,5,33,0,,0,-7,34,29,,6,-37,48,77
-9,32,4,0,,-9,18,18,0,,-8,16,10,0
11,-56,51,0,,12,-39,39,0,,10,-44,48,0
1,-18,41,0,,-8,16,22,0,,-2,-4,30,0
0,5,11,0,,-3,0,19,0,,3,-12,26,0
9,-47,39,0,,9,-26,35,0,,1,-16,34,0
-6,18,24,0,,-4,8,22,0,,-8,,,
4,-25,27,0,,6,-30,36,0,,15,14,0,
7,-46,48,0,,10,-30,37,0,,8,-36,39,0
-7,30,8,0,,-5,9,18,0,,3,-26,40,0
1,-4,1,,,2,-20,33,0,,-4,9,15,0
5,0,,,,4,-6,25,0,,5,-20,30,0
-1,-21,46,0,,-6,8,18,0,,-7,-1,32,0
-9,27,14,0,,8,-30,40,0,,3,-11,18,0
7,-38,40,0,,-5,7,16,0,,8,-37,41,0
-8,13,24,0,,-3,-8,26,0,,-10,21,16,0
-6,23,4,51,,7,-17,32,0,,7,-34,39,0
7,-44,52,109,,0,4,16,0,,2,-23,45,0
-8,27,8,148,,5,-30,41,27,,-7,12,12,0
3,-10,18,211,,10,-23,40,92,,7,-32,31,25
0,-13,40,285,,-5,-2,15,135,,-7,8,28,89
2,-1,14,343,,11,-30,47,201,,6,-22,27,133
1,-23,43,362,,-5,6,10,274,,9,-43,49,180
-4,9,12,375,,11,-40,49,341,,-8,27,8,255
10,-32,34,374,,-6,13,10,365,,12,-48,46,326
-7,12,25,367,,8,-40,44,376,,-10,25,14,361
8,-25,27,356,,8,-24,,,,9,-42,40,374
-7,4,31,297,,,43,376,,,-8,21,19,376
5,-16,22,222,,-7,9,11,370,,8,-30,31,372
0,-3,34,162,,9,-41,49,360,,-7,5,30,365
-9,20,16,88,,-8,23,4,309,,-8,24,11,315
9,-37,37,19,,10,-50,53,225,,9,-40,44,245
-8,13,20,0,,-8,32,4,168,,-8,23,14,174
10,-34,36,0,,-1,-5,16,86,,9,-37,41,103
8,-23,39,0,,6,-27,48,22,,-8,14,20,28
-5,3,20,0,,-5,11,5,0,,10,-32,34,0
8,-30,32,0,,9,-48,39,0,,6,-29,40,0
-1,1,24,0,,-6,17,26,0,,,,,
-5,6,21,0,,-8,30,4,0,,-4,7,20,0
10,-31,38,0,,10,-56,53,0,,9,-25,32,0
3,-4,26,0,,-10,31,7,0,,-3,-2,26,0
-2,-12,3,,,1,-7,17,0,,-5,5,17,0
0,0,,,,3,-26,45,0,,10,-33,39,0
5,-14,28,0,,-7,26,17,0,,-5,8,18,0
-4,5,21,0,,6,-36,35,0,,4,-12,28,0
7,-26,37,0,,4,-42,49,0,,5,-12,31,0
8,-20,34,0,,-6,28,4,0,,-6,7,18,0
-4,1,22,0,,5,-18,22,0,,9,-29,37,0
4,-23,37,0,,-4,-8,39,0,,6,-18,36,0
3,-5,22,0,,1,0,15,0,,-4,-2,18,0
-5,0,23,41,,8,-45,48,0,,9,-22,42,0
9,-29,39,98,,-11,22,17,0,,-2,7,17,0
-3,2,16,135,,-3,12,7,46,,4,-32,35,0
0,-17,32,201,,5,-36,51,105,,11,-32,44,45
6,-14,29,274,,-6,20,9,147,,-6,7,11,100
0,-12,24,340,,7,-26,30,206,,12,-40,49,148
7,-22,39,361,,-7,3,32,279,,-7,16,12,216
-2,0,14,375,,5,-18,22,342,,11,-46,44,301
8,-30,46,374,,-1,-7,36,363,,-3,15,18,349
0,4,25,369,,0,-5,18,377,,7,-40,37,368
3,-23,27,362,,3,-17,,,,11,-36,46,377
2,-17,43,182,,40,377,,,,-6,18,10,373
-2,18,0,161,,-11,21,18,372,,10,-44,45,369
-2,18,0,138,,10,-36,34,358,,-8,22,12,340
-4,0,15,111,,-9,16,24,292,,10,-46,45,259
8,-48,44,37,,8,-28,31,218,,-8,23,14,193
-11,14,11,0,,-5,8,28,158,,8,-40,40,116
-4,15,6,0,,3,-21,27,79,,-6,10,24,46
8,-51,40,0,,1,-5,31,19,,6,-27,28,0
-3,14,31,0,,-9,16,17,0,,11,-47,49,0
6,-26,27,0,,12,-39,39,0,,-10,23,12,0
0,-8,38,0,,4,-16,37,0,,10,-44,44,0
-9,29,9,0,,-3,-3,20,0,,3,-20,,
8,-49,43,0,,8,-25,36,0,,38,0,,
3,-27,46,0,,-4,8,22,0,,-1,3,17,0
-5,19,9,0,,6,-30,35,0,,8,-36,37,0
5,-32,31,0,,9,-29,37,0,,-7,6,24,0
-5,3,32,0,,-5,8,20,0,,-5,15,15,0
-6,28,6,0,,2,-19,32,0,,7,-34,44,0
,,,,,3,-6,25,0,,-9,20,13,0
6,-47,49,0,,-6,8,19,0,,3,-7,16,0
-3,-13,42,0,,8,-29,39,0,,-1,-18,43,0
0,8,11,0,,6,-13,30,0,,-11,22,15,0
8,-42,44,0,,-2,-5,26,0,,8,-34,40,0
-9,19,19,20,,7,-19,33,0,,-9,16,22,0
8,-31,29,92,,0,2,17,0,,-7,14,11,0
-8,4,32,127,,6,-28,41,41,,7,-35,43,61
-7,26,7,181,,0,-2,19,94,,-9,20,10,115
10,-45,49,256,,-4,-1,15,136,,5,-20,26,160
-10,24,10,327,,11,-29,46,206,,-2,-1,33,225
9,-43,43,361,,-5,4,11,277,,2,-11,20,304
-10,21,16,374,,1,-22,29,341,,0,-17,39,348
11,-34,36,377,,,,,,,-1,3,14,368
-10,15,24,369,,5,-12,35,366,,6,-27,45,375
8,-28,29,358,,-1,-9,16,376,,-7,17,8,373
-7,7,30,302,,8,-24,45,377,,8,-31,31,369
-8,19,11,226,,-8,9,9,370,,-7,6,28,351
10,-33,44,157,,10,-40,50,363,,5,-17,24,285
-8,17,17,81,,-8,23,3,313,,-2,-5,35,219
11,-36,35,5,,3,-20,23,235,,1,-5,20,153
-8,12,21,0,,1,-6,38,176,,8,-40,40,81
0,-7,22,0,,-2,-8,16,96,,-8,16,19,5
7,-19,38,0,,5,-24,46,30,,11,-34,34,0
-6,10,23,0,,-8,27,10,0,,7,-28,40,0
8,-32,32,0,,11,-50,41,0,,-4,8,18,0
8,-27,35,0,,-7,20,23,0,,8,-27,31,0
-5,3,21,0,,-8,26,1,0,,-3,,,
11,-29,36,0,,11,-55,53,0,,-1,24,0,
3,-2,26,0,,-3,-1,33,0,,6,-22,32,0
-1,-16,29,0,,4,-11,18,0,,10,-34,40,0
9,-31,33,0,,1,-22,44,0,,-5,9,16,0
-5,7,22,0,,-8,30,16,0,,2,-13,29,0
8,,,,,7,-40,35,0,,4,-12,30,0
-29,37,0,,,4,-40,50,0,,-1,-9,24,0
9,-18,33,0,,-5,28,5,0,,9,-29,38,0
-4,0,23,0,,5,-22,26,0,,-3,7,18,0
4,-26,37,0,,-6,-3,37,0,,-4,-3,19,0
2,0,21,0,,2,-3,16,0,,8,-21,41,0
-5,0,22,41,,8,-47,49,0,,-1,6,17,0
9,-29,39,98,,-11,25,15,0,,3,-31,38,0
3,-8,23,135,,-3,10,7,61,,11,-30,46,64
0,-20,33,204,,4,-35,51,113,,-5,4,11,111
6,-11,27,276,,-6,20,8,157,,12,-39,49,162
0,-15,28,340,,9,-40,49,219,,-7,14,10,237
6,-19,36,362,,-6,4,30,292,,11,-45,46,316
-2,-2,16,376,,6,-18,23,34,,-4,15,17,357
5,-32,41,374,,8,,,,,8,-40,38,370
0,8,21,369,,-3,-6,37,365,,-1,8,24,377
4,-28,32,360,,1,-6,19,378,,-6,17,10,373
0,0,30,318,,2,-15,40,376,,2,-9,35,369
-7,21,4,249,,-11,22,18,370,,-8,23,10,343
8,-45,53,180,,11,-36,35,348,,9,-46,46,267
-6,26,5,113,,-10,17,23,271,,-9,24,14,204
8,-49,50,34,,9,-30,31,201,,-4,10,9,130
4,-23,44,0,,-5,10,28,133,,8,-39,49,62
-4,5,8,0,,3,-23,28,55,,-8,20,7,0
6,-38,54,0,,0,-3,31,0,,6,-28,26,0
-6,18,22,0,,-10,16,17,0,,-3,-5,33,0
-7,21,4,0,,13,-39,40,0,,2,-9,21,0
9,-49,54,0,,-7,16,21,0,,11,-47,46,0
-8,27,6,0,,-2,-6,23,0,,,,,
2,-12,18,0,,7,-24,34,0,,,,,
2,-20,44,0,,-4,1,23,0,,-9,19,16,0
-6,26,18,0,,6,-31,36,0,,-1,5,14,0
5,-36,33,0,,1,4,23,0,,3,-35,44,0
3,-37,47,0,,-5,8,21,0,,-6,8,23,0
-5,26,6,,,0,-20,34,0,,6,-18,28,0
0,,,,,3,-7,24,0,,7,-37,46,0
2,-16,23,0,,0,-12,30,0,,-9,22,12,0
-4,-8,39,0,,8,-29,39,0,,8,-40,42,0
1,2,13,0,,-4,6,18,0,,-2,-19,45,0
7,-45,47,0,,-1,-6,27,0,,-1,9,11,0
-10,23,15,19,,7,-19,31,0,,9,-33,39,0
-3,16,3,88,,0,0,19,0,,-10,14,25,0
4,-42,55,127,,6,-26,39,56,,6,-28,27,26
-5,27,4,181,,9,-24,37,106,,-7,4,32,89
10,-45,52,257,,-4,-1,17,158,,-9,20,12,132
-10,25,7,324,,9,-27,43,224,,11,-40,47,186
4,-10,16,360,,-4,2,12,294,,-10,24,10,269
0,-16,41,369,,9,-35,46,,,12,-45,43,336
1,5,14,378,,349,,,,,-10,23,14,363
2,-24,44,373,,-5,9,11,366,,10,-40,40,376
-5,10,9,367,,-1,-9,20,376,,-8,21,21,374
10,-31,30,327,,6,-22,41,374,,6,-31,29,369
-8,11,28,253,,-6,6,11,369,,-6,6,28,356
8,-21,28,183,,10,-38,49,352,,-9,23,11,293
-4,2,31,120,,-8,20,5,291,,12,-40,46,222
3,-16,24,43,,2,-21,25,217,,-9,24,14,151
1,-9,35,0,,0,-5,36,159,,8,-41,39,78
-8,11,22,0,,0,-11,18,75,,-7,17,18,3
10,-32,37,0,,4,-22,45,9,,-2,0,19,0
5,-16,36,0,,-8,25,11,0,,8,-28,,
-2,-5,20,0,,10,-50,41,0,,40,0,,
10,-32,32,0,,-8,21,22,0,,-5,10,24,0
-2,4,27,0,,-6,23,4,0,,7,-29,32,0
5,-25,32,0,,10,-52,54,0,,-1,0,24,0
10,-25,34,0,,-3,2,34,0,,-4,8,18,0
-6,6,23,0,,2,-13,18,0,,10,-34,40,0
1,-17,28,0,,1,-19,42,0,,2,-5,27,0
5,-10,28,0,,-8,30,16,0,,0,-13,29,0
-3,-9,,,,7,-40,36,0,,8,-32,40,0
,27,0,,,4,-39,49,0,,-5,8,16,0
8,-28,36,0,,-7,27,4,0,,-2,-8,25,0
-4,5,22,0,,3,-22,24,0,,7,-18,35,0
-3,-2,23,0,,-5,-4,38,0,,-4,-2,19,0
9,-26,35,0,,1,-1,15,0,,7,-29,42,0
1,0,23,21,,8,-47,49,0,,0,7,16,0
4,-25,36,91,,-11,25,15,5,,-4,0,16,0
3,-6,23,125,,-3,12,6,69,,11,-30,44,42
-5,4,19,183,,4,-38,54,117,,1,1,23,93
11,-33,42,262,,-6,23,6,163,,3,-27,30,137
-4,5,15,324,,10,-41,49,234,,5,-4,33,189
7,-36,44,360,,-10,22,9,307,,-6,14,9,264
-3,9,12,373,,5,-16,20,354,,10,-46,47,330
-2,-3,19,377,,-1,-9,39,366,,-4,16,15,362
9,-25,43,373,,0,-2,16,37,,7,-39,38,373
-7,9,11,367,,8,,,,,0,8,24,377
9,-40,49,328,,3,-18,42,374,,2,-25,27,372
-8,20,4,262,,-5,6,13,369,,9,-45,47,365
2,-21,28,188,,10,-35,33,340,,-7,23,11,321
1,-5,32,125,,-9,16,24,268,,9,-47,46,243
