x Normal 1,y Normal 1,z Normal 1,i Normal 1,SEP, x Normal 4, y Normal 4, z Normal 4, i Normal 4,SEP, x Normal 3, y Normal 3, z Normal 3, i Normal 3
-4,10,18,54,,-3,2,16,0,,-8,19,5,261
6,-33,38,0,,10,-30,31,0,,9,-44,54,189
10,-31,41,0,,11,-31,37,0,,-7,24,5,129
-8,8,13,0,,1,-6,32,0,,9,-49,50,49
9,-34,45,0,,1,-6,32,0,,7,-21,44,0
1,-1,25,0,,1,-6,32,0,,-5,3,7,0
0,-20,29,0,,0,-11,22,0,,8,-48,42,0
8,-37,44,0,,12,-31,35,0,,-4,21,20,0
-6,13,14,0,,-9,10,24,0,,-7,20,,
-4,-6,20,0,,10,-31,36,0,,,3,0,
6,-21,41,0,,9,-22,38,0,,11,-50,54,0
-8,9,14,0,,-5,2,19,0,,-9,28,5,0
3,-26,27,0,,12,-29,37,0,,1,-17,20,0
-1,1,32,0,,-1,1,26,58,,4,-16,40,0
-10,24,1,,,4,-24,31,111,,-6,31,16,0
1,0,,,,3,-6,28,153,,5,-42,37,0
7,-42,47,0,,-8,9,18,222,,6,-38,45,0
2,-9,39,0,,13,-37,39,297,,-7,26,6,0
-5,0,16,0,,-5,8,19,,,2,-23,27,0
8,-45,43,19,,345,,,,,-3,-3,35,0
-8,22,15,90,,8,-35,40,364,,0,-2,17,0
7,-39,39,134,,-2,7,16,377,,7,-48,50,0
-6,15,24,184,,-4,0,21,374,,-9,26,11,12
-8,30,2,258,,10,-27,38,369,,-3,13,6,82
11,-52,55,325,,-9,6,15,355,,6,-40,55,123
-10,32,3,358,,10,-36,47,283,,-7,25,4,174
10,-50,50,373,,-8,15,8,222,,9,-45,52,246
-9,31,10,376,,9,-38,50,149,,-10,25,4,316
9,-41,40,369,,-7,14,11,79,,5,-11,19,356
-8,18,21,363,,-4,-16,27,0,,-1,-13,40,368
6,-27,30,307,,6,-15,35,0,,-2,3,13,377
8,-41,50,238,,-3,-6,20,0,,3,-22,44,372
-7,27,7,171,,7,-40,48,0,,-5,11,9,368
9,-42,48,99,,-2,15,14,0,,6,-32,46,332
-9,22,13,32,,-6,1,11,0,,-9,11,27,261
11,-39,39,0,,8,-33,46,0,,7,-22,28,189
4,-25,43,0,,-2,7,24,0,,-4,2,32,127
-2,8,14,0,,0,-23,27,0,,1,-15,24,49
10,-30,33,0,,8,-37,45,0,,1,-10,34,0
-5,4,25,0,,-7,21,16,0,,-9,14,19,0
8,-25,29,0,,5,-40,36,0,,12,-34,35,0
9,-37,44,0,,5,-26,42,0,,7,-20,39,0
-6,14,15,0,,-8,17,9,0,,-4,,,
4,-10,23,0,,2,-30,32,0,,,1,16,0
3,-14,36,0,,-1,8,29,0,,8,-30,36,0
-8,11,20,0,,-8,30,5,0,,-3,3,28,0
10,-30,32,0,,8,-51,51,0,,5,-23,28,0
-5,7,24,0,,0,-12,37,60,,12,-31,37,0
-4,4,17,0,,-2,1,12,114,,-6,11,22,0
8,-25,41,0,,4,-31,51,154,,10,-31,32,0
-4,3,24,0,,-6,21,3,222,,5,-16,32,0
,,,,,8,-42,38,297,,-3,-1,23,0
,,,,,-7,13,23,,,8,-26,32,0
4,-24,32,0,,346,,,,,-3,2,26,0
11,-32,40,50,,6,-24,28,366,,-5,4,20,0
-7,4,19,105,,-2,-3,35,376,,10,-29,34,0
13,-34,42,151,,0,-4,15,375,,-8,2,24,28
-7,8,17,218,,1,-20,44,373,,3,-18,31,92
12,-37,39,300,,-11,26,14,349,,4,-13,29,132
-4,6,21,344,,9,-37,38,278,,0,-13,30,195
-3,-3,22,366,,-10,17,22,204,,7,-17,30,267
10,-27,39,378,,8,-25,29,132,,0,-10,27,331
-6,5,16,370,,-5,1,32,68,,9,-33,43,358
10,-32,40,369,,4,-14,20,0,,-2,3,16,373
-8,9,15,350,,11,-37,40,0,,6,-28,39,374
9,-35,44,279,,-7,9,22,0,,1,2,22,369
-8,14,13,217,,3,7,21,0,,-8,9,12,365
-2,-9,23,138,,10,-28,31,0,,10,-39,50,318
7,-19,36,73,,10,-28,31,0,,-8,18,5,254
-5,-3,20,0,,7,-30,40,0,,10,-43,53,178
9,-28,40,0,,-2,0,16,0,,-7,21,6,115
-3,5,21,0,,-2,10,19,0,,9,-47,51,37
4,-27,35,0,,13,-28,32,0,,7,-20,43,0
10,-33,45,0,,-12,3,15,0,,-5,,,
-7,8,13,0,,1,-11,19,0,,1,9,0,
1,-20,30,0,,2,-15,37,0,,8,-46,44,0
1,-10,32,0,,-8,10,24,0,,-4,20,19,0
-3,-7,20,0,,12,-30,35,0,,-6,16,5,0
8,-32,38,0,,-5,7,23,0,,11,-48,53,0
-7,12,24,0,,-5,0,20,0,,-9,26,6,0
-7,8,14,0,,11,-28,38,13,,1,-19,21,0
7,-35,44,0,,-8,3,19,82,,4,-14,40,0
-4,3,31,0,,6,-25,30,123,,-6,28,17,0
,,,,,3,-4,30,175,,6,-40,36,0
0,-16,23,0,,1,-19,27,253,,-4,13,25,0
1,-5,38,0,,6,-15,30,317,,-7,24,8,0
-9,27,13,0,,-2,-11,27,362,,7,-46,49,0
8,-45,43,5,,10,-35,40,370,,-2,-3,35,0
4,-21,41,69,,-4,8,,,,-1,-3,18,0
-6,9,10,118,,,17,378,,,8,-48,48,0
8,-36,51,163,,6,-31,37,368,,-9,26,12,34
-7,20,21,237,,-2,3,23,366,,8,-40,37,101
5,-33,32,312,,5,-26,34,322,,-7,15,25,138
-5,5,28,350,,1,2,24,260,,-7,27,4,200
3,-16,22,368,,-9,13,11,193,,10,-47,53,278
2,-10,40,376,,9,-37,46,121,,-11,27,4,338
-4,5,13,373,,-8,12,14,45,,0,4,13,377
8,-44,41,370,,10,-39,44,0,,10,-40,40,377
-9,22,17,346,,-6,12,12,0,,10,-40,40,375
7,-32,32,271,,-6,-5,20,0,,-11,19,19,369
-6,11,27,206,,8,-22,41,0,,8,-32,32,354
2,-19,26,132,,-2,12,16,0,,7,-33,48,291
13,-41,41,0,,6,-35,39,0,,-8,20,9,220
13,-41,41,0,,9,-32,45,0,,9,-36,46,157
4,-21,46,0,,-7,12,12,0,,-11,19,14,77
-8,18,22,0,,8,-35,43,0,,11,-38,38,0
-2,5,15,0,,4,-7,34,0,,2,-10,36,0
7,-30,42,0,,-5,-3,17,0,,0,-5,20,0
-6,8,23,0,,6,-37,35,0,,6,-20,39,0
8,-29,31,0,,-6,16,22,0,,-8,12,,
11,-37,44,0,,-10,16,9,0,,22,0,,
-7,15,15,0,,8,-39,50,0,,9,-32,31,0
10,-35,39,0,,-9,28,8,0,,9,-30,38,0
3,-12,33,0,,-1,-18,27,0,,-5,7,20,0
0,-6,20,0,,0,-8,35,37,,5,-22,29,0
5,-20,38,0,,-10,30,7,105,,1,-5,28,0
-7,11,,,,10,-51,49,150,,-7,9,21,0
21,0,,,,-9,31,12,218,,11,-31,32,0
9,-30,37,0,,9,-45,41,295,,-5,7,24,0
8,-24,39,0,,-9,16,20,344,,-3,-1,23,0
-5,2,18,0,,5,-28,29,367,,9,-23,36,0
6,-27,35,18,,-1,1,33,376,,-4,3,24,0
0,-1,26,84,,,,,,,4,-23,31,0
4,-21,29,126,,,,,,,10,-29,35,0
4,-7,31,174,,-9,35,5,375,,-7,3,24,53
-8,9,15,248,,10,-48,47,373,,11,-31,36,106
12,-38,42,318,,-11,27,11,352,,-6,4,20,152
-6,8,17,354,,9,-40,40,278,,0,-14,29,223
9,-34,40,367,,-9,20,21,211,,8,-16,30,295
-1,5,19,377,,7,-28,32,137,,-1,-9,28,350
-5,4,17,368,,-5,4,29,75,,8,-22,35,363
11,-32,42,366,,-9,20,10,0,,-3,-1,17,376
-8,11,13,331,,12,-40,43,0,,9,-28,41,370
11,-37,47,250,,-9,20,16,0,,-7,7,13,368
-8,17,11,189,,1,-4,17,0,,1,-24,31,348
10,-40,47,106,,4,-21,42,0,,1,-4,29,290
-8,14,15,38,,-8,13,18,0,,0,-16,24,218
-5,-6,19,0,,10,-34,35,0,,4,-9,33,158
8,-27,41,0,,-3,6,26,0,,-6,19,8,84
-5,5,17,0,,-5,9,15,0,,8,-44,48,12
6,-32,40,0,,11,-31,40,0,,-7,17,11,0
-2,4,22,0,,0,-4,30,0,,-4,-1,10,0
-7,8,13,0,,2,-13,21,0,,9,-30,52,0
8,-37,45,0,,12,-32,38,0,,-7,12,,
0,-7,29,0,,-7,10,20,0,,,7,0,
0,-8,23,0,,10,-31,38,0,,5,-39,34,0
8,-34,42,0,,6,-17,37,0,,-3,4,29,0
-8,14,20,0,,-5,-3,20,0,,-8,21,7,0
-5,5,13,0,,11,-25,37,17,,1,-20,21,0
6,-32,46,0,,-7,1,19,86,,4,-12,40,0
-6,9,2,,,6,-26,32,125,,-5,5,16,0
6,0,,,,1,-3,29,177,,5,-39,35,0
3,-21,28,0,,3,-22,28,255,,-5,12,26,0
8,-39,51,0,,13,-37,40,324,,-8,22,8,0
-10,24,9,0,,,,,,,8,-45,50,0
9,-45,45,20,,,,,,,-1,-2,35,0
1,-13,37,89,,-6,8,19,360,,-2,-4,18,0
-3,1,14,132,,10,-35,40,368,,1,-23,43,0
4,-27,48,180,,-4,8,16,379,,-9,26,11,56
-7,16,6,255,,7,-32,35,369,,8,-42,39,112
7,-39,37,324,,-3,3,23,366,,-5,-2,33,283
-6,12,24,356,,-8,5,16,329,,-12,29,3,301
4,-24,29,370,,10,-33,44,254,,-12,29,3,319
-1,0,35,377,,-8,12,11,186,,4,-10,18,348
0,-5,16,373,,11,-37,47,108,,12,-52,36,365
11,-46,44,369,,-8,12,15,30,,-11,16,0,375
-7,22,7,186,,10,-38,43,0,,2,-44,30,369
6,-27,30,168,,-6,11,15,0,,-16,13,16,367
6,-27,30,150,,-4,-5,21,0,,2,-34,27,334
6,-27,30,115,,8,-23,41,0,,-11,8,29,257
-4,1,32,50,,-3,9,17,0,,5,-22,27,193
-6,25,15,0,,6,-32,38,0,,-5,0,31,130
12,-48,28,0,,8,-31,43,0,,-10,18,15,52
-15,16,13,0,,-7,10,13,0,,12,-36,37,0
0,1,18,0,,9,-33,43,0,,-8,13,21,0
0,-28,36,0,,2,-8,36,0,,0,-5,18,0
-5,13,23,0,,-5,-3,15,0,,7,-21,39,0
9,-40,22,0,,7,-36,35,0,,,,,
11,-31,47,0,,-7,15,24,0,,-6,9,24,0
-4,13,16,0,,-9,14,9,0,,9,-31,30,0
2,-38,32,0,,8,-36,49,0,,8,-29,39,0
-10,11,,,,-3,10,29,0,,-7,7,19,0
,17,0,,,0,-21,27,0,,11,-31,38,0
2,-9,21,0,,0,-5,33,40,,3,-6,29,0
3,-15,36,0,,-11,30,8,106,,0,-11,24,0
-8,10,20,0,,10,-51,50,151,,10,-31,33,0
11,-30,38,0,,-9,32,12,220,,-7,8,23,0
7,-19,37,0,,9,-47,42,298,,9,-28,33,0
-5,-3,22,0,,-9,21,,,,10,-23,38,0
11,-26,38,51,,18,346,,,,-5,4,21,0
-7,0,17,106,,6,-34,32,368,,5,-25,33,0
6,-26,32,149,,-2,7,31,377,,2,-4,26,12
2,-3,28,213,,-11,34,5,376,,-8,4,22,81
3,-22,30,290,,11,-49,48,374,,12,-32,38,122
6,-12,32,341,,-11,30,10,349,,-6,6,20,178
-1,-12,23,367,,9,-42,41,272,,11,-34,38,259
9,-21,35,375,,-9,23,19,204,,-4,3,18,320
-4,10,18,373,,7,-32,34,129,,7,-33,41,358
6,-32,36,367,,-5,7,27,65,,9,-22,34,372
-3,3,24,351,,-9,20,11,0,,-4,-1,19,375
3,-25,31,282,,12,-40,43,0,,9,-28,40,372
0,0,26,228,,-8,20,16,0,,-8,7,14,366
-8,16,10,158,,1,-7,20,0,,10,-37,46,320
10,-42,47,78,,4,-20,40,0,,-7,15,7,256
-9,15,13,4,,-8,14,17,0,,0,-17,28,182
11,-43,42,0,,9,-36,36,0,,3,-8,31,123
8,-23,40,0,,9,-29,42,0,,-3,-14,24,38
-5,3,18,0,,-6,10,15,0,,6,-17,39,0
8,-38,41,0,,10,-32,40,0,,-6,15,12,0
-4,8,19,0,,-1,-2,30,0,,7,-41,45,0
-7,8,12,0,,2,-14,22,0,,-4,17,18,
9,-38,45,0,,3,-12,36,0,,,0,,
-7,17,13,0,,-8,13,19,0,,-7,9,8,0
0,-12,26,0,,11,-33,39,0,,9,-40,50,0
1,-14,37,0,,6,-17,36,0,,-2,4,29,0
-9,18,15,0,,-5,-3,21,0,,0,-20,23,0
7,-36,36,0,,12,-25,39,31,,7,-42,44,0
-7,16,21,,,-3,5,24,96,,-7,23,19,0
0,,,,,7,-30,34,133,,-5,4,15,0
-8,17,8,0,,1,0,25,184,,7,-32,42,0
7,-38,50,0,,4,-25,31,264,,-2,10,27,0
-3,7,27,0,,13,-38,42,3,,1,-21,26,0
0,-20,25,0,,29,,,,,-1,-3,36,0
10,-45,46,64,,-7,10,16,363,,-8,32,7,0
-9,27,10,117,,10,-37,40,373,,7,-49,48,0
9,-46,49,165,,-3,10,16,376,,2,-23,43,24
-9,29,11,235,,8,-33,39,368,,-4,14,5,94
9,-45,44,312,,-3,5,21,363,,7,-40,56,129
-8,19,17,352,,6,-29,34,306,,-8,17,24,188
-6,20,6,368,,0,3,22,246,,4,-27,27,265
8,-43,52,376,,-8,14,11,178,,-4,-2,33,327
-9,29,5,373,,10,-38,46,99,,4,-10,18,361
9,-46,48,368,,-9,13,14,27,,0,-16,42,373
-10,28,9,345,,10,-40,43,0,,-2,7,10,376
-3,4,12,274,,7,-18,35,0,,4,-28,45,372
3,-25,47,210,,-4,-4,22,0,,-10,18,21,363
-3,15,8,144,,7,-23,39,0,,8,-30,31,309
7,-37,48,68,,-4,9,16,0,,-9,9,29,245
-5,9,26,4,,5,-32,39,0,,7,-19,25,173
5,-21,26,0,,7,-32,43,0,,-3,-2,34,105
10,-42,46,0,,-5,11,13,0,,1,-11,20,28
-8,22,14,0,,1,-17,28,0,,12,-36,36,0
12,-42,42,0,,1,-8,35,0,,-9,12,22,0
-8,16,16,0,,-9,16,16,0,,11,-32,34,0
0,2,15,0,,6,-36,35,0,,7,-2,,
9,-37,36,0,,-7,17,21,0,,1,41,0,
-5,8,23,0,,-7,14,10,0,,-4,3,17,0
7,-23,29,0,,8,-36,49,0,,8,-30,39,0
10,-32,42,0,,-3,11,26,0,,-1,0,29,0
-8,11,16,0,,0,-23,27,0,,5,-20,27,0
4,-14,23,0,,0,-5,33,49,,12,-29,37,0
1,-12,3,,,-10,29,7,111,,-7,9,23,0
5,0,,,,10,-50,52,157,,0,-10,24,0
3,-7,22,0,,-10,31,8,229,,6,-16,33,0
11,-30,41,0,,9,-48,43,307,,-3,0,21,0
-6,6,19,0,,-9,,,,,10,-28,34,0
-4,-6,23,5,,21,17,351,,,-3,5,24,0
9,-22,37,66,,6,-34,35,369,,-6,5,19,0
-4,-2,18,116,,8,-46,55,378,,11,-32,36,0
9,-27,35,165,,-10,32,3,374,,2,-3,26,46
-1,0,26,235,,11,-49,49,373,,3,-20,29,103
5,-25,30,309,,-11,30,10,336,,6,-11,30,149
3,-8,30,349,,9,-42,43,256,,-1,-15,28,225
1,-15,25,368,,-10,23,17,185,,8,-18,30,296
12,-34,40,377,,8,-32,35,110,,-3,-8,28,348
-6,10,19,368,,-6,8,28,46,,8,-34,41,364
8,-33,36,367,,-9,20,9,0,,-1,5,16,378
-5,5,24,340,,11,-42,46,0,,4,-29,39,373
7,-28,34,264,,-9,21,14,0,,0,3,21,369
-3,4,25,209,,3,-7,17,0,,-8,7,15,356
3,-24,30,130,,3,-19,41,0,,10,-38,48,291
11,-41,47,58,,-8,15,18,0,,-8,16,6,229
-11,16,12,0,,10,-37,35,0,,8,-40,51,158
13,-45,43,0,,-5,8,24,0,,-6,17,9,94
-9,19,16,0,,-5,9,15,0,,-4,-14,24,13
-5,0,17,0,,11,-32,41,0,,7,-17,39,0
9,-29,41,0,,-1,-1,32,0,,-4,-3,15,0
-5,11,18,0,,4,-15,22,0,,7,-42,47,0
6,-32,35,0,,12,-33,38,0,,-3,17,16,0
-2,1,24,0,,-9,12,18,0,,6,-39,38,0
-8,17,12,0,,12,-32,40,0,,9,-37,51,0
9,-37,42,0,,-6,9,18,0,,,,,
1,-11,,,,-5,-6,22,0,,-6,17,9,0
36,0,,,,11,-23,36,41,,1,-22,24,0
-2,0,16,0,,-5,4,24,100,,2,-8,37,0
7,-39,40,0,,8,-29,34,139,,-7,23,19,0
-10,19,19,0,,0,1,27,197,,5,-38,33,0
6,-32,36,0,,4,-25,29,276,,6,-30,43,0
8,-35,49,0,,13,-38,,,,-8,20,9,0
-11,21,11,0,,41,337,,,,6,-43,50,0
2,-25,27,43,,-8,9,17,364,,-1,1,34,0
-2,-3,33,104,,12,-36,41,374,,-2,-9,20,0
0,-12,21,152,,-5,11,17,375,,8,-49,48,0
1,-11,40,211,,8,-34,36,367,,-8,27,8,52
-4,0,15,286,,-5,8,21,357,,-3,10,7,110
4,-28,44,341,,6,-31,34,296,,6,-38,54,148
-9,23,14,364,,-1,5,22,235,,-7,27,2,214
7,-37,36,376,,-8,14,10,166,,10,-49,56,292
-4,15,24,374,,12,-41,47,87,,-9,31,1,341
3,-22,27,369,,-10,15,13,5,,5,-15,21,364
-2,-4,34,355,,12,-43,44,0,,0,-12,40,375
-1,-5,16,288,,7,-16,35,0,,-1,5,12,376
4,-17,43,218,,-5,-3,22,0,,2,-25,46,372
-8,28,14,150,,9,-24,40,0,,-5,15,6,358
7,-40,40,70,,-4,12,15,0,,9,-33,33,296
-7,15,21,3,,6,-34,39,0,,-8,10,27,228
8,-29,30,0,,8,-34,42,0,,7,-20,27,157
11,-41,48,0,,-6,14,13,0,,-4,-2,33,88
-9,24,12,0,,8,-36,44,0,,1,-11,19,13
3,-16,22,0,,1,-7,34,0,,12,-37,37,0
1,-14,33,0,,-3,-4,15,0,,-8,13,21,0
0,-4,19,0,,-7,13,9,0,,11,-32,36,0
11,-41,41,0,,5,-34,38,0,,,,,
-5,14,19,0,,7,-34,49,0,,-7,7,24,0
-4,8,16,0,,7,-34,49,0,,-3,2,16,0
8,-31,40,0,,-5,14,24,0,,9,-29,30,0
-7,10,17,0,,2,-27,30,8,,-2,0,30,0
7,-18,27,0,,0,0,32,60,,6,-18,25,0
0,-8,3,,,-10,29,7,115,,11,-29,37,0
1,0,,,,10,-50,52,164,,-7,8,23,0
-7,11,16,0,,-9,33,7,231,,0,-9,20,0
10,-31,40,0,,11,-51,46,314,,5,-17,35,0
4,-13,31,0,,,,,,,-7,7,26,0
-2,-10,27,16,,-8,26,14,353,,9,-27,32,0
8,-19,35,80,,6,-39,38,369,,9,-23,38,0
-3,-5,20,126,,8,-43,52,378,,-6,3,19,0
10,-26,40,185,,-10,30,4,374,,5,-24,30,0
-4,0,16,261,,10,-48,49,373,,0,-4,29,41
7,-28,35,328,,-10,31,8,334,,3,-20,29,103
1,-3,27,357,,10,-45,46,249,,5,-11,31,145
3,-19,28,373,,-8,26,14,184,,-8,8,20,210
5,-12,32,379,,8,-37,39,109,,12,-35,37,289
-2,-6,20,370,,-5,13,24,39,,-4,5,19,340
10,-36,39,366,,-8,19,8,0,,8,-32,39,362
-6,9,19,325,,10,-43,47,0,,-2,4,18,376
8,-33,38,245,,-9,24,12,0,,-5,1,20,373
-5,9,20,192,,3,-11,20,0,,11,-29,40,369
6,-30,35,109,,3,-17,40,0,,-8,8,16,357
-1,0,28,48,,-8,18,15,0,,10,-35,45,292
-10,15,10,0,,9,-39,39,0,,-9,14,9,232
13,-45,47,0,,-5,10,21,0,,9,-37,48,159
-9,21,14,0,,-4,10,14,0,,6,-10,32,91
-2,-8,20,0,,9,-32,42,0,,-5,-11,25,9
8,-23,40,0,,-2,0,30,0,,8,-19,37,0
-7,16,16,0,,5,-17,24,0,,-5,11,13,0
7,-37,38,0,,11,-33,40,0,,6,-36,44,0
-4,8,23,0,,-8,11,17,0,,-,,,
-7,16,13,0,,11,-31,42,0,,2,11,18,0
8,-37,45,0,,4,-14,34,0,,-7,4,11,0
-2,-6,34,0,,-3,-8,23,0,,9,-35,47,0
0,-7,17,0,,9,-21,37,50,,-1,2,27,0
7,-41,43,0,,-5,-3,18,108,,0,-17,24,0
-10,22,16,0,,10,-30,35,156,,9,-37,44,0
7,-36,40,0,,-1,1,25,222,,-6,19,20,0
6,-31,,,,5,-27,30,300,,5,-34,32,0
48,0,,,,3,-6,28,344,,6,-32,43,0
-9,16,10,0,,1,-19,28,367,,-9,20,9,0
5,-29,28,55,,12,-35,,,,2,-21,27,0
-5,2,31,106,,,42,377,,,0,0,34,0
3,-17,25,157,,-6,11,18,373,,-8,31,7,0
0,-6,37,211,,9,-35,38,369,,8,-49,48,0
-10,27,9,292,,-5,7,22,351,,2,-20,40,40
10,-47,45,346,,6,-30,35,279,,-5,9,10,104
-9,23,12,365,,-3,6,23,221,,8,-37,54,142
8,-38,40,377,,-8,12,11,149,,-8,27,3,202
-7,18,23,374,,12,-39,46,69,,6,-33,33,281
5,-27,28,369,,-11,14,14,0,,-6,4,28,331
-3,3,32,352,,12,-43,43,0,,4,-16,23,364
-11,28,8,282,,-9,17,16,0,,0,-11,39,374
12,-43,48,209,,-6,-4,20,0,,-2,4,13,376
-10,28,12,133,,10,-25,40,0,,9,-44,42,369
8,-43,41,56,,-7,4,16,0,,-10,22,17,361
-7,19,18,0,,6,-33,38,0,,10,-32,32,293
10,-35,33,0,,1,-8,35,0,,-8,12,26,226
11,-38,49,0,,1,-8,35,0,,6,-20,27,156
-8,21,11,0,,-11,20,13,0,,-3,-3,33,86
11,-44,44,0,,-11,20,13,0,,2,-10,20,10
0,-7,32,0,,-2,-4,17,0,,12,-37,40,0
2,-11,24,0,,0,-24,47,0,,-8,14,21,0
10,-41,42,0,,-8,23,18,0,,10,-33,35,0
-6,17,18,0,,0,-38,32,0,,,,,
8,-33,35,0,,10,-32,54,0,,6,-25,41,0
8,-28,39,0,,-10,21,10,0,,-3,4,14,0
-5,8,17,0,,11,-44,47,53,,9,-28,31,0
6,-23,30,0,,-12,28,7,112,,-2,0,30,0
,,,,,11,-50,52,161,,-6,9,16,0
-2,-3,29,0,,-10,32,7,226,,11,-31,38,0
3,-14,28,0,,-4,-2,15,305,,-7,10,22,0
9,-31,40,0,,,,,,,0,-8,21,0
-6,7,19,0,,5,-27,46,346,,5,-18,38,0
0,-13,29,32,,-6,15,9,366,,-7,8,25,0
6,-16,33,93,,9,-38,51,375,,9,-29,34,0
-2,-8,24,136,,-11,28,6,373,,8,-23,39,0
9,-22,37,196,,10,-47,48,369,,-6,4,17,0
-4,3,19,272,,-12,32,7,343,,6,-28,33,0
8,-31,40,334,,-1,-5,17,265,,0,-1,29,49
0,0,23,358,,4,-17,45,201,,4,-21,29,108
4,-23,31,373,,-4,9,14,134,,13,-35,40,156
12,-34,43,378,,6,-32,45,61,,-8,8,18,224
-6,12,15,369,,-8,17,8,0,,13,-36,40,301
11,-37,42,362,,8,-30,31,0,,-4,5,21,346
-7,14,14,307,,-1,2,33,0,,8,-33,38,364
9,-38,42,230,,-9,25,12,0,,-2,4,18,378
-6,15,15,170,,11,-46,43,0,,-5,2,20,373
6,-37,41,86,,1,-14,35,0,,11,-29,39,369
-5,8,24,30,,1,-5,19,0,,2,-4,27,258
-9,13,7,0,,12,-42,43,0,,-8,13,10,244
13,-46,51,0,,-5,14,18,0,,0,-15,28,221
1,-2,32,0,,8,-29,33,0,,9,-36,47,149
0,-16,24,0,,8,-32,40,0,,-6,12,14,78
9,-43,41,0,,-6,11,16,0,,-5,-11,24,0
9,-43,41,0,,11,-33,42,0,,7,-20,38,0
5,-30,42,0,,0,-6,33,0,,-5,-2,17,0
5,-30,42,0,,2,-11,25,0,,6,-34,43,
-6,15,15,0,,10,-32,40,0,,0,,,
4,-26,33,0,,-6,8,17,0,,-2,8,19,0
-5,0,29,0,,11,-32,40,25,,-6,3,13,0
-8,20,10,0,,9,-19,36,89,,8,-33,47,0
8,-43,47,,,-5,-4,19,133,,-1,0,26,0
0,,,,,11,-28,40,193,,0,-16,25,0
-9,25,11,0,,-5,1,16,268,,8,-34,42,0
-2,4,15,0,,12,-34,43,331,,-7,16,22,0
4,-26,47,0,,-8,7,15,358,,5,-33,32,0
-9,18,19,0,,2,-19,26,3,,7,-29,43,0
7,-33,32,50,,69,,,,,-9,18,10,0
-5,7,28,103,,6,-13,33,376,,2,-22,27,0
-8,21,9,149,,-3,-5,22,368,,0,0,34,0
9,-43,51,207,,8,-25,42,361,,-9,28,10,0
-10,24,7,286,,-5,5,13,313,,8,-48,46,0
11,-45,47,344,,10,-32,47,234,,3,-18,38,60
-9,24,12,364,,-8,13,10,172,,-5,7,10,114
8,-39,42,376,,4,-29,33,92,,7,-35,53,156
-9,21,19,374,,1,-2,30,32,,-8,24,3,224
-7,15,10,369,,0,-20,23,0,,6,-36,33,300
9,-37,47,352,,13,-45,45,0,,-6,5,28,344
-10,24,9,283,,-9,20,14,0,,3,-17,22,366
10,-41,47,208,,10,-43,43,0,,0,-8,40,376
-9,26,11,138,,8,-25,40,0,,-2,3,13,376
10,-42,43,55,,-7,3,16,0,,10,-46,42,373
-9,20,18,0,,6,-35,37,0,,-9,23,17,356
-4,4,14,0,,-2,6,23,0,,8,-35,34,288
8,-31,45,0,,2,-18,29,0,,-9,13,25,220
-5,12,25,0,,9,-37,44,0,,6,-22,27,148
8,-28,30,0,,-11,20,13,0,,-2,-1,33,78
-2,-1,30,0,,-2,-4,16,0,,1,-10,20,1
-8,18,13,0,,3,-21,46,0,,12,-39,39,0
10,-41,42,0,,-6,11,10,0,,-8,16,19,0
3,-12,35,0,,7,-36,38,0,,-1,0,15,0
0,-2,19,0,,-6,15,25,0,,,,,
7,-24,38,0,,-11,18,9,7,,7,-25,42,0
-6,8,24,0,,10,-42,47,74,,-3,6,14,0
8,-25,30,0,,-11,25,9,122,,8,-29,31,0
9,-,,,,11,-46,51,175,,-1,1,29,0
29,40,0,,,-10,30,8,249,,-7,10,16,0
-6,9,18,0,,10,-48,45,326,,12,-32,39,0
6,-17,31,0,,-9,24,13,356,,2,-8,33,0
2,-9,27,0,,-6,12,10,370,,-1,-8,21,0
-8,5,20,2,,,,,,,11,-31,35,0
12,-31,37,68,,10,-35,49,376,,-8,9,23,0
-6,3,19,114,,-11,25,7,370,,10,-29,35,0
-1,-8,25,165,,10,-45,47,365,,9,-23,40,0
8,-20,36,235,,-12,30,8,310,,-6,3,19,0
-4,-7,21,308,,11,-45,47,229,,5,-28,34,0
11,-27,40,352,,-10,29,12,161,,0,-2,28,57
-6,2,16,369,,7,-42,40,82,,5,-22,29,111
12,-33,42,376,,-7,18,20,15,,14,-35,40,161
-8,12,13,370,,-8,15,10,0,,-8,9,18,232
0,-17,25,366,,12,-42,48,0,,12,-38,40,306
4,-15,36,332,,-9,24,11,0,,-5,7,19,349
-2,-6,18,256,,2,-19,23,0,,4,-27,35,368
7,-21,42,196,,2,-11,33,0,,11,-32,39,368
-6,1,14,123,,-1,-7,21,0,,11,-32,39,367
10,-32,47,45,,11,-43,43,0,,0,-1,25,365
-10,23,7,0,,-7,17,16,0,,-5,11,20,324
2,-25,28,0,,-5,6,16,0,,11,-35,44,256
2,-25,28,0,,10,-31,40,0,,-7,15,10,189
14,-51,50,0,,-8,12,16,0,,8,-44,34,110
14,-51,50,0,,6,-22,30,0,,-16,6,10,44
-16,17,4,0,,0,-4,31,0,,9,-38,41,0
0,-7,23,0,,-8,13,16,0,,8,-22,39,0
0,-26,32,0,,10,-32,40,0,,-5,0,19,0
-3,22,18,0,,-6,8,17,0,,6,-3,,
7,-32,24,0,,-3,-11,28,21,,3,42,0,
-9,6,22,0,,8,-18,34,84,,0,6,19,0
