x 2fases 1,y 2fases 1,z 2fases 1,i 2fases 1,,x 2fases 5,y 2fases 5,z 2fases 5,i 2fases 5
-1,-32,36,0,,11,-36,17,328
5,-14,14,38,,6,-31,34,394
3,-48,31,139,,7,-17,23,423
,,,,,-1,-4,39,481
7,-34,22,235,,-2,8,33,542
6,-26,13,315,,0,19,28,576
8,-46,39,375,,-9,22,32,526
2,-4,13,414,,-5,20,32,458
5,-29,54,456,,-4,14,32,373
0,32,12,517,,-5,3,27,333
-3,16,20,558,,1,-15,22,269
-6,19,46,540,,1,-24,26,139
-5,27,21,465,,9,-27,17,16
-8,6,42,399,,2,-47,29,0
-3,21,15,336,,13,-38,24,0
0,-27,39,279,,11,-41,17,0
2,-11,26,173,,5,-46,34,0
2,-24,15,34,,14,-10,17,0
9,-47,32,0,,2,-31,44,0
8,-30,15,0,,2,-8,55,0
12,-47,20,0,,3,24,6,0
7,-37,36,0,,-1,-12,42,0
7,-16,16,0,,-4,43,25,0
12,-36,37,0,,0,50,-1,0
0,7,28,0,,-8,-19,64,0
3,10,25,0,,-6,,,
1,6,37,0,,19,36,0,
-3,22,28,0,,-2,-4,20,0
-6,25,30,0,,0,-22,33,0
0,15,30,0,,7,-4,12,0
-2,17,28,0,,0,-50,30,19
-6,6,31,0,,5,-52,36,122
2,0,27,0,,7,-32,11,228
-3,-14,22,0,,8,-63,36,307
7,-29,27,0,,10,-16,16,379
10,-31,21,34,,4,-40,34,415
3,-46,26,141,,1,8,30,449
11,-40,19,247,,-3,24,4,500
7,-54,29,327,,2,-13,59,554
1,,,,,-7,50,8,556
1,-15,23,386,,-3,-6,57,497
1,-36,31,422,,-6,17,35,422
2,-32,62,466,,-10,17,23,353
5,34,-2,519,,3,-15,32,301
-5,-21,68,555,,-5,-8,20,198
0,67,-5,519,,3,-38,23,52
-8,-29,70,444,,-2,-34,25,0
-2,58,-2,376,,4,-27,13,0
-7,-37,46,330,,8,-61,40,0
1,6,16,262,,2,-11,9,0
4,4,4,163,,6,-24,12,0
-3,-59,38,12,,0,-25,46,0
7,-34,26,0,,-7,11,18,0
5,-40,15,0,,4,-10,48,0
7,-54,40,0,,-2,4,44,0
11,-16,16,0,,-10,28,24,0
0,-44,31,0,,,,,
6,2,31,0,,-4,16,41,0
-2,19,7,0,,-11,31,26,0
-3,-9,35,0,,-6,9,33,0
-1,25,34,0,,1,1,35,0
-3,51,3,0,,-12,2,19,0
-8,-7,62,0,,-2,-13,23,0
-5,48,8,0,,2,-28,26,0
-9,24,24,0,,0,-28,16,74
-3,-5,36,0,,12,-42,25,188
0,14,15,0,,1,-39,31,272
-5,-29,32,0,,9,-36,18,337
-1,-36,33,0,,6,-26,32,399
6,-18,14,87,,8,-15,29,430
6,-52,,,,-2,6,36,484
34,188,,,,-4,16,27,548
7,-28,19,268,,0,10,35,574
6,-25,13,342,,-7,26,30,516
8,-40,43,393,,-5,15,32,449
0,1,11,429,,-5,14,32,365
2,-22,58,480,,-2,-6,25,325
0,37,8,534,,5,-9,19,259
-7,9,29,559,,-2,-23,27,110
-5,27,39,524,,10,-33,21,0
-7,19,25,448,,2,-46,26,0
-7,12,37,378,,6,-45,29,0
0,31,12,322,,13,-39,18,0
-5,-27,37,254,,4,-41,36,0
3,-10,18,126,,7,-24,34,0
2,-35,21,2,,4,-13,18,0
10,-45,33,0,,0,-22,47,0
7,-33,22,0,,2,30,16,0
10,-49,23,0,,8,24,8,0
9,-26,33,0,,-9,3,6,
5,-12,12,0,,2,0,,
8,-31,44,0,,-6,48,20,0
2,-9,41,0,,-4,-7,40,0
0,9,26,0,,-8,-18,62,0
0,0,39,0,,4,29,1,0
0,13,35,0,,0,-15,22,0
-5,25,30,0,,0,-20,32,0
0,11,30,0,,8,-31,12,2
-3,18,32,0,,1,-54,29,100
-2,0,26,0,,12,-36,24,219
3,-12,26,0,,8,-47,19,305
-1,-14,20,0,,8,-40,37,367
2,-26,23,0,,1,-16,3,411
10,-38,22,69,,8,-23,62,442
6,-45,,,,0,20,26,493
27,178,,,,-2,-9,40,553
10,-41,19,272,,-5,39,29,560
6,-51,32,348,,-4,9,34,501
6,-38,40,393,,-6,23,33,432
8,-12,6,427,,-7,42,10,355
0,-19,63,474,,-2,-24,39,312
6,32,-4,526,,-5,-6,21,213
-10,-9,71,553,,2,-31,19,62
5,56,-5,508,,7,-40,32,0
-1,-3,36,437,,-1,-30,24,0
-11,26,32,367,,11,-51,26,0
0,-3,17,326,,3,-27,28,0
-4,-25,39,236,,3,-10,5,0
8,-11,6,105,,10,-40,52,0
0,-56,39,0,,-6,19,16,0
10,-27,23,0,,1,6,28,0
6,-51,20,0,,-4,15,37,0
5,-66,41,0,,-12,38,16,0
11,-4,10,0,,-1,8,48,0
0,-48,43,0,,-4,18,40,0
4,-26,55,0,,-13,23,2,
-2,20,6,0,,6,0,,
-3,-15,44,0,,2,-5,32,0
-3,42,24,0,,-7,1,21,0
-8,6,42,0,,-10,-4,18,0
-9,-9,63,0,,6,-32,29,0
-7,50,5,0,,-2,-25,21,78
-8,9,27,0,,12,-45,26,196
-6,-22,48,0,,3,-36,27,273
-1,12,13,0,,4,-26,16,344
-3,-38,35,0,,12,-36,39,401
-1,-38,29,43,,-2,-9,22,437
3,-24,14,150,,4,-7,42,489
9,-55,37,246,,-3,16,25,555
8,-20,17,319,,0,15,38,570
,,,,,-3,29,29,506
,,,,,-10,13,36,437
2,-45,33,381,,1,17,25,360
5,0,22,411,,-9,-4,30,316
-2,1,13,460,,6,-14,23,238
2,-11,57,519,,-2,-26,25,82
-5,38,8,561,,12,-38,22,0
-6,0,59,548,,12,-41,22,0
-3,35,27,469,,7,-46,31,0
-9,9,33,409,,14,-34,20,0
-2,15,31,337,,9,-36,24,0
-6,-9,23,293,,7,-22,33,0
3,-24,30,178,,14,-5,18,0
5,-11,11,51,,-1,-16,51,0
3,-46,27,0,,6,32,15,0
11,-41,31,0,,6,24,11,0
6,-32,17,0,,,,,
8,-52,29,0,,-11,11,54,0
9,-17,26,0,,-2,45,14,0
3,-12,11,0,,-4,-10,46,0
5,-21,48,0,,-3,19,20,0
-1,6,34,0,,5,13,4,0
-2,4,30,0,,-2,-35,39,0
1,3,40,0,,3,-24,27,0
-5,33,25,0,,8,-37,17,65
-5,19,32,0,,7,-48,33,174
-1,13,32,0,,9,-37,13,266
-4,18,30,0,,8,-43,18,339
2,-12,26,0,,8,-36,40,393
2,-12,22,0,,2,-12,7,429
0,-15,19,0,,4,-16,62,470
9,-45,30,32,,0,28,2,521
9,-38,19,,,-5,-6,41,566
,149,,,,-5,43,28,533
8,-51,28,247,,-6,3,38,470
13,-36,18,330,,-6,26,28,398
2,-46,37,389,,-5,32,9,336
13,-1,13,414,,-1,-29,37,282
-3,-29,49,465,,-2,-8,18,154
5,36,13,517,,0,-37,21,15
-7,-11,52,554,,7,-40,32,0
-2,51,16,514,,0,-33,20,0
6,40,2,450,,11,-51,27,0
-14,-11,60,375,,4,-18,26,0
6,29,0,328,,0,-11,6,0
-8,-42,48,268,,10,-33,55,0
8,-1,4,138,,-5,3,38,0
7,-31,15,12,,0,3,31,0
3,-45,32,0,,2,-6,48,0
8,-24,25,0,,-13,42,19,0
8,-24,25,0,,-8,21,33,0
11,-8,10,0,,-6,21,34,0
11,-8,10,0,,-13,,,
0,-40,50,0,,,16,27,0
4,-7,47,0,,-2,-8,33,0
-1,14,16,0,,-8,-3,22,0
-7,-15,52,0,,-8,-8,20,0
-4,50,15,0,,8,-35,26,17
-9,-3,49,0,,-2,-29,22,120
-8,-1,56,0,,13,-47,27,237
-3,40,9,0,,3,-32,26,306
-8,-6,33,0,,9,-32,24,375
-1,-4,26,0,,12,-33,40,415
0,-21,21,0,,-2,-2,24,459
-4,-42,33,15,,1,-1,41,519
9,-22,17,12,,-5,18,24,568
2,,,,,-2,19,38,550
3,-48,29,225,,-6,25,28,465
9,-35,27,292,,-6,9,32,408
1,-28,18,368,,3,13,26,334
4,-41,39,405,,-9,-10,26,292
0,7,20,450,,7,-18,22,176
1,-17,47,508,,-2,-33,26,26
0,38,18,557,,15,-39,22,0
-7,33,13,547,,12,-43,21,0
-5,5,54,489,,6,-46,31,0
-6,37,10,413,,16,-29,21,0
-7,-8,46,350,,8,-34,24,0
0,11,12,300,,8,-15,34,0
-7,-16,27,201,,4,-1,25,0
4,-26,26,62,,-5,-12,51,0
3,-29,16,0,,8,35,13,0
11,-52,32,0,,1,23,16,0
10,-44,30,0,,-8,15,47,0
8,-36,16,0,,0,36,11,0
10,-35,42,0,,-4,,,
6,-11,21,0,,,-8,49,0
7,-22,39,0,,-10,-7,44,0
0,17,28,0,,4,0,10,0
0,20,17,0,,0,-25,25,0
0,8,45,0,,3,-31,24,0
-3,31,31,0,,7,-38,18,85
-5,33,21,0,,3,-45,24,192
-4,0,39,0,,8,-47,27,279
-1,15,33,0,,9,-36,14,353
-5,-3,19,0,,9,-34,41,400
5,-21,31,0,,2,-5,10,436
5,-9,15,0,,3,-25,49,480
3,-48,30,24,,-1,29,17,540
12,-46,32,138,,-5,-2,44,567
6,-41,14,247,,-5,41,25,509
11,-47,34,3,,-7,5,39,447
21,,,,,-6,20,24,379
7,-34,16,391,,-3,17,13,317
8,-24,40,408,,0,-26,36,247
2,-7,17,459,,0,-16,18,102
-1,4,51,513,,0,-39,20,0
7,44,7,553,,6,-44,33,0
-12,-9,59,533,,1,-38,22,0
2,47,9,475,,9,-45,24,0
-8,-10,52,396,,8,-40,40,0
0,25,12,349,,-2,-11,11,0
10,-13,5,51,,5,-21,55,0
9,-35,25,15,,-7,12,32,0
-7,-56,33,0,,0,1,32,0
-7,-56,33,0,,0,1,48,0
13,-40,39,0,,-8,32,32,0
0,-41,13,0,,-7,16,39,0
9,-51,35,0,,-7,25,28,0
11,-16,12,0,,,,,
-7,-31,24,0,,,,,
1,-28,57,0,,-10,30,19,0
2,32,4,0,,2,-14,31,0
-2,8,25,0,,1,-10,29,0
-8,22,44,0,,-6,-14,22,0
-2,53,9,0,,7,-38,24,46
-10,-8,58,0,,0,-33,22,136
-4,43,12,0,,8,-36,21,249
-3,24,13,0,,9,-46,35,312
-6,-24,40,0,,2,-21,16,384
0,-1,18,0,,9,-30,40,414
0,-32,26,0,,0,6,25,459
-3,-43,32,82,,2,1,36,508
9,,,,,0,18,29,565
,-26,19,187,,-8,14,37,558
5,-52,30,274,,-1,26,23,485
10,-25,22,346,,-5,22,28,413
0,-32,25,399,,-3,8,34,356
6,-9,40,432,,-5,-3,23,296
0,2,23,484,,0,-20,25,211
-2,-13,51,542,,8,-30,20,62
-5,43,12,558,,-1,-40,28,0
-6,-2,55,506,,15,-37,24,0
-5,41,13,426,,4,-48,27,0
-9,-6,42,360,,6,-44,29,0
2,7,19,309,,16,-24,19,0
-2,2,14,257,,0,-29,40,0
1,-34,32,109,,10,-5,37,0
7,-25,15,0,,0,2,26,0
2,-36,19,0,,-7,-12,50,0
12,-51,32,0,,6,39,12,
9,-28,18,0,,,0,,
8,-35,18,0,,-2,25,19,0
9,-27,40,0,,-7,11,46,0
3,-6,16,0,,2,20,19,0
4,-17,45,0,,-7,-9,41,0
0,-2,46,0,,3,0,16,0
-4,19,21,0,,5,-7,14,0
-3,5,40,0,,4,-25,26,0
-3,33,24,0,,4,-38,27,37
-4,27,18,0,,5,-36,15,135
-3,0,41,0,,9,-59,34,246
-5,12,15,0,,9,-48,31,317
-4,-15,22,0,,7,-30,14,385
7,-20,27,0,,7,-31,45,412
5,-13,10,2,,1,4,11,457
8,-52,36,89,,-2,-9,57,509
7,-34,10,201,,1,36,15,559
7,-59,37,288,,-6,2,50,555
13,,,,,-3,35,22,485
,-40,31,363,,-6,7,37,422
2,-35,19,406,,-7,-3,47,362
12,-11,37,440,,-4,7,15,306
-1,-7,24,496,,1,-24,33,214
0,14,42,542,,3,-26,19,68
-3,22,21,543,,3,-36,19,0
-5,13,47,485,,11,-43,30,0
1,44,7,423,,2,-38,24,0
-12,-11,50,352,,7,-29,11,0
4,13,12,307,,8,-37,44,0
-4,-32,33,204,,-1,-8,12,0
4,-21,17,51,,9,-19,40,0
1,-43,23,0,,-7,18,29,0
-1,-53,35,0,,-4,24,14,0
11,-35,17,0,,-4,8,50,
1,-46,28,0,,,0,,
3,-38,35,0,,-8,36,29,0
5,-8,16,0,,-8,11,40,0
-5,-24,35,0,,-6,27,27,0
1,15,32,0,,-10,23,20,0
2,32,8,0,,1,-17,30,0
-10,-2,57,0,,0,-14,27,0
-5,30,39,0,,-2,-17,21,0
-6,18,30,0,,9,-40,26,88
-12,16,36,0,,0,-34,23,180
-2,33,8,0,,8,-35,18,279
-7,-26,40,0,,9,-42,34,342
1,-6,16,0,,2,-17,17,402
4,-16,13,0,,9,-25,44,432
-2,-41,29,76,,-2,12,24,487
8,-33,25,183,,2,4,38,542
5,-41,24,272,,-2,22,29,570
7,-4,,,,-6,17,38,524
0,31,332,,,-2,24,25,437
4,-16,16,397,,-11,6,36,376
5,-29,48,428,,5,0,23,321
-1,19,14,492,,-6,-9,24,265
-4,-8,54,545,,3,-22,25,130
-5,23,38,560,,6,-36,23,1
-5,21,27,498,,-1,-42,26,0
-7,14,38,427,,16,-40,22,0
-5,22,20,357,,4,-45,29,0
-1,-15,38,298,,13,-26,23,0
-2,-5,16,220,,14,-24,22,0
3,-38,27,66,,2,-23,41,0
7,-35,23,0,,5,17,19,0
6,-36,20,0,,-2,3,29,0
8,-54,35,0,,-5,-7,49,0
7,-38,31,0,,2,40,15,0
7,-32,17,0,,-6,0,46,0
8,-40,40,0,,-7,6,46,0
2,1,17,0,,,,,
5,-2,24,0,,0,27,20,0
0,7,42,0,,-8,-13,36,0
0,28,17,0,,4,-7,19,0
-3,19,22,0,,7,-10,15,0
-3,19,39,0,,-2,-45,31,8
-5,20,24,0,,6,-43,29,101
-6,-2,41,0,,6,-36,11,214
1,13,21,0,,9,-63,38,296
-5,-1,12,0,,11,-14,9,367
3,-31,35,0,,3,-51,46,409
9,-19,20,0,,4,17,10,442
0,-46,24,79,,0,9,11,484
,,,,,1,-5,56,536
12,-40,22,193,,-5,41,10,566
6,-53,24,288,,-7,0,52,520
15,-26,25,355,,-6,33,17,442
12,-18,10,408,,-8,5,38,378
3,-35,50,434,,0,0,25,336
5,18,8,483,,-5,2,16,278
-6,-16,59,541,,1,-26,28,141
2,54,1,555,,6,-33,23,8
-4,16,30,495,,6,-33,17,0
-6,15,40,428,,12,-50,33,0
-2,22,20,355,,4,-30,20,0
-5,-16,36,309,,7,-23,7,0
3,-6,15,237,,8,-38,47,0
-5,-43,31,66,,0,-10,23,0
12,-24,14,0,,7,-15,44,0
0,-45,23,0,,-5,25,25,0
9,-48,30,0,,-4,28,12,0
11,-30,17,0,,-,,,
-1,-44,30,0,,5,11,50,0
11,-8,25,0,,-8,37,27,0
0,0,17,0,,-8,9,40,0
-2,-12,55,0,,-4,6,42,0
1,35,9,0,,-9,16,21,0
-9,11,36,0,,-8,-9,23,0
-4,30,34,0,,0,-21,28,0
0,43,11,0,,1,-19,17,3
-10,16,34,0,,3,-35,22,100
-8,13,30,0,,4,-43,32,197
-3,-5,23,0,,7,-34,16,292
-7,-27,39,0,,10,-39,36,360
3,-14,14,0,,2,-15,15,412
-2,-39,27,73,,5,-18,49,441
10,-37,27,186,,-4,16,20,506
6,-38,22,272,,-1,0,35,555
3,,,,,-3,28,27,559
-44,29,334,,,-7,16,39,498
9,-14,25,396,,-4,23,25,413
1,-28,35,435,,-10,2,32,356
-1,13,31,495,,2,-5,26,303
-1,1,36,546,,-4,-13,25,213
-8,-4,57,566,,5,-26,24,66
-3,47,10,498,,4,-42,26,0
-8,-8,54,432,,0,-40,25,0
-3,41,9,361,,14,-45,21,0
-5,-23,42,307,,7,-40,31,0
0,-1,17,237,,6,-29,28,0
1,-8,12,104,,10,-24,23,0
3,-44,30,0,,3,-13,40,0
8,-30,20,0,,6,9,33,0
9,-36,18,0,,0,3,32,0
6,-53,38,0,,-5,0,49,
9,-17,9,0,,0,,,
7,-34,22,0,,-3,24,39,0
5,-11,36,0,,-2,20,19,0
2,12,14,0,,-7,5,44,0
-2,-10,52,0,,1,27,19,0
0,16,36,0,,2,12,19,0
-4,18,27,0,,-5,-21,34,0
-4,5,47,0,,7,-16,14,0
-2,33,16,0,,6,-36,21,20
-7,15,28,0,,9,-42,30,125
1,0,34,0,,7,-37,12,232
1,6,15,0,,7,-60,40,308
1,-31,33,0,,11,-10,5,377
6,-32,32,0,,2,-31,14,414
1,-34,14,62,,8,-13,48,456
,,,,,0,11,14,506
,,,,,-2,1,52,553
12,-48,34,171,,-4,42,10,554
10,-39,15,279,,-5,-6,53,488
7,-56,31,341,,-4,36,18,414
15,-15,19,401,,-8,-2,36,355
-1,-39,39,429,,-1,-8,25,300
7,19,22,484,,1,-11,19,196
-3,-16,41,542,,3,-46,30,49
-1,46,24,552,,7,-33,26,0
-5,0,39,488,,8,-36,16,0
-6,27,28,424,,3,-52,38,0
2,51,1,364,,8,-18,13,0
-9,-34,50,324,,4,-44,38,0
5,8,10,255,,7,-35,52,0
-4,-47,34,96,,0,8,14,0
-2,-45,28,0,,2,-13,48,0
10,-29,14,0,,-2,30,20,0
3,-58,36,0,,-7,31,,
11,-39,25,0,,,14,0,
4,-32,18,0,,-5,11,49,0
7,-25,38,0,,-9,32,23,0
9,4,22,0,,-10,10,36,0
-5,-17,46,0,,-3,11,25,0
-2,-3,52,0,,-7,7,20,0
-3,39,12,0,,0,-24,31,0
-9,1,56,0,,1,-28,31,0
-2,32,26,0,,0,-22,16,69
-10,13,37,0,,11,-49,33,181
-13,-7,49,0,,4,-27,18,267
3,14,12,0,,9,-45,31,333
-6,-11,24,0,,8,-36,41,398
-1,-27,27,0,,2,-10,15,430
6,-24,16,72,,1,-11,49,486
,,,,,-2,19,21,549
5,-47,34,172,,0,9,43,574
10,-41,27,268,,-6,30,27,520
5,-34,20,339,,-7,13,36,451
8,-30,36,393,,-3,20,28,369
0,-10,17,435,,-7,0,28,330
0,-13,55,493,,3,-16,26,256
0,28,10,546,,0,-18,22,130
-9,2,57,561,,6,-33,20,3
-4,40,26,510,,5,-45,29,0
-6,7,38,444,,12,-37,22,0
-8,24,29,369,,11,-48,24,0
-4,-3,24,310,,7,-33,30,0
0,-19,33,245,,12,-22,25,0
5,-3,14,125,,8,-22,28,0
2,-40,26,0,,2,0,41,0
8,-38,29,0,,1,13,31,0
8,-28,16,0,,1,3,32,0
7,-57,32,0,,-5,5,49,0
8,-48,39,0,,-2,40,11,0
7,-14,9,0,,0,12,25,0
7,-32,52,0,,,,,
-1,-7,53,0,,-8,10,40,0
1,23,30,0,,1,24,12,0
1,23,30,0,,-5,-27,32,0
-2,38,10,0,,-2,-21,31,0
-6,15,34,0,,9,-24,16,0
-2,21,29,0,,1,-49,30,88
-4,28,16,0,,11,-40,30,197
-3,-10,38,0,,8,-43,13,289
0,-2,13,0,,8,-53,41,354
0,-14,18,0,,7,-7,3,400
8,-36,28,0,,5,-42,58,428
8,-29,16,79,,4,2,45,476
8,-48,30,183,,0,5,19,525
10,-41,15,283,,-3,15,52,564
,,,,,-4,35,14,530
5,-49,33,350,,-5,-17,57,453
13,-12,16,401,,-5,45,12,382
-1,-32,45,436,,-7,-16,38,337
5,26,16,492,,-1,-6,25,252
4,13,13,542,,2,-19,16,108
-7,9,54,553,,5,-48,32,0
3,38,8,504,,7,-27,24,0
-6,-13,50,432,,8,-48,22,0
-5,40,17,366,,6,-39,33,0
-5,-18,32,321,,8,-7,5,0
0,-8,27,240,,6,-48,48,0
5,-29,18,97,,7,-23,50,0
2,-40,28,0,,0,10,16,0
16,-17,12,0,,-2,-19,54,0
1,-63,35,0,,-3,43,14,
11,-26,19,0,,0,,,
14,-15,11,0,,-7,2,52,0
-2,-45,43,0,,-5,11,50,0
7,17,17,0,,-11,35,19,0
-3,2,24,0,,-11,1,38,0
-4,7,47,0,,0,9,23,0
0,47,15,0,,-9,6,16,0
-10,-1,50,0,,0,-32,33,0
-8,2,54,0,,3,-29,29,1
-4,42,12,0,,-2,-26,17,102
-11,2,42,0,,12,-52,34,217
0,5,20,0,,5,-24,18,297
1,10,10,0,,9,-44,36,363
-5,-39,36,0,,9,-29,39,412
0,-31,22,21,,3,-8,20,446
4,-29,20,126,,0,-1,45,501
7,-50,34,233,,-5,18,22,559
9,-25,,,,-2,15,42,567
16,306,,,,-7,37,22,489
0,-43,35,369,,-8,6,37,428
12,-20,35,414,,0,20,28,352
-2,-11,24,469,,-7,-8,26,317
-1,0,50,526,,3,-19,25,222
-2,26,13,561,,0,-15,18,85
-8,10,55,536,,7,-41,24,0
0,37,11,458,,6,-42,27,0
-13,-4,51,386,,6,-36,23,0
2,22,6,328,,10,-48,28,0
-6,-18,29,272,,6,-27,24,0
2,-16,27,153,,5,-22,23,0
5,-24,16,14,,7,-16,32,0
6,-50,34,0,,0,-4,36,0
11,-37,39,0,,-2,14,30,0
11,-10,17,0,,6,16,21,0
3,-15,12,0,,-8,12,46,0
3,-15,12,0,,3,30,12,0
8,-37,40,0,,0,5,,
6,-19,54,0,,,34,0,
3,18,13,0,,-8,-2,52,0
0,-4,44,0,,2,12,11,0
0,34,16,0,,2,-14,20,0
-1,39,19,0,,0,-19,28,0
-4,3,36,0,,12,-33,20,5
0,24,28,0,,2,-46,24,108
-7,-8,21,0,,11,-42,28,223
0,-16,37,0,,10,-43,13,310
0,-7,13,0,,7,-44,42,377
2,-40,31,0,,5,-7,4,408
11,-41,27,,,4,-32,64,444
,67,,,,0,13,39,495
4,-41,16,171,,1,0,21,548
11,-48,27,270,,-6,27,49,561
8,-41,23,346,,-3,24,18,502
10,-24,29,397,,-7,-21,60,426
0,-22,25,434,,-4,44,8,362
0,-21,49,482,,-6,-28,37,322
7,28,12,533,,0,-4,23,220
-10,-8,54,553,,4,-31,19,74
2,52,10,499,,7,-43,31,0
-10,-17,56,417,,6,-26,19,0
0,43,7,368,,8,-54,28,0
4,16,8,319,,6,-58,43,0
-8,-33,43,245,,7,-8,3,0
11,-7,2,117,,0,-32,18,0
-6,-57,37,0,,4,-7,44,0
9,-28,23,0,,-4,24,9,0
5,-49,23,0,,-1,-17,59,0
5,-45,29,0,,0,16,44,0
14,-15,15,0,,-10,27,23,0
-3,-40,32,0,,-5,14,45,0
9,6,37,0,,-8,,,
1,24,16,0,,,44,16,0
-4,-2,29,0,,-9,-8,40,0
-3,21,41,0,,1,-10,37,0
-4,28,22,0,,-9,0,16,0
-10,-10,59,0,,-4,-23,25,0
-5,49,12,0,,5,-29,24,39
-13,-16,43,0,,-1,-32,20,149
2,7,16,0,,12,-53,35,249
2,6,10,0,,2,-20,16,328
-3,-29,30,0,,11,-42,39,389
3,-28,19,41,,-2,0,17,427
0,-38,22,148,,3,-5,26,465
2,-57,35,246,,-1,7,42,525
12,,,,,-8,17,24,567
,-26,17,321,,-3,19,39,544
-1,-40,30,387,,-5,38,19,461
10,-9,32,426,,-9,1,41,399
-3,-13,29,484,,1,18,25,329
-1,17,40,542,,-5,-17,27,291
-8,20,24,559,,4,-19,24,158
-7,17,48,512,,0,-34,22,29
-6,28,13,430,,9,-45,26,0
-13,-10,51,356,,5,-42,26,0
1,10,12,303,,10,-43,22,0
-8,-28,37,218,,12,-43,28,0
4,-14,17,78,,1,-23,25,0
3,-37,20,0,,-1,2,34,0
11,-47,33,0,,-5,6,39,0
12,-32,20,0,,2,15,28,0
4,-46,26,0,,2,15,28,0
12,-24,32,0,,5,18,23,0
7,-7,8,0,,-10,19,42,0
5,-30,50,0,,2,18,19,
3,-5,46,0,,,0,,
-2,15,19,0,,0,3,38,0
-4,-8,47,0,,-10,1,43,0
-3,41,16,0,,6,-2,16,0
-4,31,16,0,,3,-20,26,0
-4,1,45,0,,0,-23,25,0
-1,25,28,0,,12,-39,21,52
-6,-10,27,0,,2,-42,19,165
3,-15,25,0,,10,-48,30,264
3,-7,8,0,,10,-37,14,344
4,-47,34,13,,4,-42,43,396
13,-42,30,133,,6,-5,4,427
5,-41,18,238,,1,-25,65,468
11,,,,,-2,20,34,523
,-48,26,319,,-1,1,27,562
6,-35,23,387,,-8,33,42,530
13,-20,31,411,,-2,15,22,461
-2,-13,32,466,,-10,9,42,389
3,14,33,522,,-3,8,14,331
-3,7,28,558,,-6,-34,40,279
-10,6,52,526,,1,-6,18,145
5,37,13,457,,2,-40,21,12
-13,-5,53,384,,9,-38,32,0
5,27,3,340,,5,-28,18,0
-9,-40,46,290,,6,-55,31,0
8,-1,5,169,,9,-15,24,0
11,-28,13,22,,4,-9,4,0
-4,-46,32,0,,1,-35,28,0
13,-37,14,0,,0,7,39,0
5,-60,32,0,,-4,28,8,0
7,-26,20,0,,-3,-14,60,0
5,-29,24,0,,-8,51,8,0
-6,-38,39,0,,-8,21,29,0
6,17,27,0,,-7,18,4,
1,19,16,0,,0,0,,
-9,-2,54,0,,-8,46,12,0
-4,38,33,0,,-6,-16,40,0
-6,12,33,0,,1,-14,34,0
-10,22,36,0,,-6,-6,16,0
-2,47,8,0,,3,-40,30,0
-10,-26,45,0,,8,-29,24,90
3,8,12,0,,1,-36,20,193
2,-9,16,0,,9,-49,35,272
-4,-40,33,8,,3,-17,13,352
9,-23,15,109,,11,-40,44,402
1,-48,29,212,,6,-15,37,444
8,-38,,,,1,-1,29,489
,24,292,,,0,14,36,550
5,-26,21,366,,-8,16,28,564
6,-28,41,405,,-2,22,36,512
8,1,27,445,,-5,38,15,436
-2,-13,39,511,,-8,-3,43,366
0,30,29,557,,0,12,19,308
-9,10,36,549,,-3,-23,29,241
-10,-5,61,482,,6,-21,20,89
-2,47,3,408,,0,-39,25,0
-12,-13,53,338,,11,-40,22,0
4,19,10,289,,11,-40,22,0
-7,-33,38,174,,14,-37,31,0
7,-16,13,40,,14,-37,31,0
1,-44,26,0,,0,-20,24,0
5,-54,36,0,,10,-11,34,0
11,-30,18,0,,2,2,30,0
4,-46,29,0,,-3,6,37,0
9,-42,41,0,,5,16,29,0
4,-3,9,0,,-8,21,36,0
3,-19,29,0,,-8,20,38,0
1,10,39,0,,,,,
2,31,10,0,,2,13,25,0
-3,-5,52,0,,-2,7,36,0
-2,23,40,0,,-2,-2,19,0
-4,22,21,0,,6,-12,22,0
-5,-7,48,0,,0,-22,25,0
0,28,17,0,,0,-33,24,29
-4,10,12,0,,11,-40,20,137
3,-28,39,0,,8,-49,27,252
6,-12,7,0,,12,-38,22,325
0,-43,27,,,4,-44,29,392
22,,,,,9,-8,24,412
13,-38,26,145,,2,-21,37,460
7,-48,22,247,,-2,-21,67,519
13,-41,23,321,,5,42,-1,566
2,-35,24,392,,-9,-8,68,538
6,-31,36,411,,0,49,0,474
3,-4,22,464,,-10,-15,58,396
-3,-5,44,524,,1,26,9,343
4,28,15,558,,-4,-4,19,303
-9,10,51,526,,-2,-26,31,156
-1,28,31,458,,8,-23,13,20
-6,8,35,388,,3,-46,31,0
-5,15,20,343,,9,-40,34,0
-1,-26,31,285,,5,-37,15,0
0,-13,22,141,,6,-42,38,0
10,-42,22,5,,9,-15,22,0
-4,-56,37,0,,2,-28,36,0
15,-28,13,0,,5,-21,61,0
4,-56,35,0,,-3,28,8,0
1,-41,29,0,,-4,2,31,0
14,-16,20,0,,-6,33,32,0
-6,-27,41,0,,-5,48,11,0
1,-2,41,0,,-8,-,,
1,16,18,0,,3,56,0,
-8,-4,43,0,,-8,39,13,0
-1,44,26,0,,-10,6,23,0
0,39,12,0,,-1,-15,29,0
-15,-3,55,0,,-1,-12,19,0
0,36,5,0,,0,-32,28,20
-4,-10,30,0,,7,-32,25,117
-3,-7,27,0,,4,-40,18,225
4,4,7,0,,10,-45,33,296
1,-24,19,0,,3,-16,16,376
