x Desb 5,x Desb 4 ,x Desb 3,x Desb 2 ,z Desb 5 ,z Desb 4,z Desb 3 ,z Desb 2 
10,17,16,16,61,31,36,28
22,10,10,4,-4,24,6,-5
14,8,15,11,52,56,40,26
20,21,13,2,0,-1,9,1
12,10,13,0,36,49,27,5
15,15,11,1,14,-2,7,5
2,15,5,-9,15,24,-2,-6
11,14,13,-2,18,44,30,9
0,17,0,-5,1,22,-7,-26
10,13,1,4,41,15,,28
7,12,-48,2,-22,20,0,-14
0,7,9,-9,-15,-5,12,-8
11,10,9,-2,31,42,12,31
4,7,9,-12,-19,-20,12,-7
8,3,5,-31,29,28,-6,10
-3,8,-1,-30,35,-9,-5,-8
-7,4,4,-49,8,-28,22,-7
-7,10,11,-39,8,47,5,-11
-18,-1,-11,-40,-28,-32,8,-41
-31,-8,-2,-40,-11,40,27,3
-27,,-17,-33,9,,-19,-32
-50,-20,-27,-39,,-35,24,7
-34,-31,-37,-33,,20,-35,16
-41,-35,-45,-40,6,-30,4,-
-42,-45,-41,22,-39,-1,-38,
-51,-40,-44,-32,-6,-24,-8,27
-34,-34,-36,-34,-26,15,-28,-6
-45,-37,-42,-25,-10,-39,-3,41
-30,-41,-37,-25,-2,-20,-35,31
-41,-28,-33,-31,-15,10,33,27
-29,-39,-33,-17,24,-15,-13,43
-33,-24,-32,-27,-10,32,38,28
-26,-33,-31,-9,43,1,4,63
-33,-34,-31,-12,-8,24,48,31
-25,-31,-26,3,56,20,21,75
-34,-39,-27,2,4,-6,48,33
-21,-25,-16,13,63,57,67,88
-25,-36,-18,17,20,8,25,68
-15,-39,-3,17,69,20,78,60
-9,-20,0,33,39,56,61,81
-1,-27,-3,31,72,26,32,66
11,-16,0,36,82,67,,104
-1,-8,5,44,39,35,85,53
8,-10,12,41,70,70,77,95
23,9,7,46,60,81,44,61
18,1,14,40,42,31,79,41
35,20,27,37,101,89,55,74
38,21,23,47,49,38,49,64
34,18,42,39,72,67,102,53
54,44,38,40,91,81,49,67
38,37,39,33,,64,79,32
,57,49,24,0,96,80,66
44,46,39,23,93,54,64,35
51,54,57,17,49,96,82,
39,,48,,85,,42,0
47,45,41,24,93,37,86,70
37,44,42,13,24,95,38,6
27,40,30,10,67,25,69,27
35,25,28,10,44,56,39,40
21,34,16,5,48,52,42,-5
22,18,17,16,45,36,66,51
12,31,6,6,23,54,20,7
19,12,9,13,53,18,50,36
13,6,14,8,1,59,13,12
17,15,9,14,61,13,35,16
16,5,15,11,-8,39,20,20
20,10,11,5,61,53,23,3
17,16,18,14,-20,-3,27,34
18,11,10,-2,60,51,12,-14
12,15,15,6,-13,34,24,20
8,13,6,-4,42,3,-4,-11
8,13,8,-8,-11,41,29,10
7,15,13,-5,28,4,22,-6
14,11,-4,-7,45,32,,4
5,14,27,6,-28,5,0,13
6,13,9,-2,-2,-20,18,-18
6,14,5,0,-2,45,-6,35
15,7,-5,-6,43,-27,7,21
15,0,9,-29,43,0,1,-16
7,5,1,-22,-17,18,-14,19
-8,2,10,-30,26,-13,27,-19
-4,10,14,-46,28,,19,5
-25,2,-7,-39,-28,343,-4,-25
-23,-5,-3,-49,16,-24,22,-12
-48,-9,-10,-33,,37,-11,-14
,-23,-28,-42,0,-37,15,-14
-41,-27,-28,-34,12,26,-14,16
-44,-38,-49,-37,-53,-43,-5,-
-52,-41,-43,23,-28,14,-47,
-32,-41,-36,-38,-7,-44,10,20
-46,-34,-33,-34,-29,14,-42,0
-28,-40,-37,-34,9,-39,13,31
-40,-40,-32,-23,-31,-3,-28,41
-24,-32,-38,-28,33,-6,17,14
-32,-36,-32,-18,-17,-4,1,53
-29,-28,-36,-25,24,22,20,18
-38,-34,-28,-14,9,-13,20,64
-27,-29,-32,-10,49,40,26,29
-34,-32,-26,-5,14,1,41,74
-30,-37,-33,3,49,-3,26,39
-24,-20,-22,7,33,57,60,75
-22,-39,-17,16,52,8,31,84
-7,-33,-10,14,55,37,69,40
-11,-22,-4,29,56,39,46,96
10,-24,-5,32,67,43,34,47
1,-10,12,40,34,79,86,106
16,-11,12,45,88,26,60,74
24,-2,1,36,79,81,,72
16,13,1,48,55,68,62,83
27,0,28,45,95,46,74,45
41,26,24,41,56,83,45,91
38,26,35,43,95,47,96,44
52,21,43,38,70,87,93,32
40,46,35,37,,63,57,85
1,36,41,37,0,84,98,54
51,58,47,17,104,80,56,42
55,39,42,28,71,68,88,60
38,58,53,23,62,,99,18
49,,42,18,72,79,36,63
43,43,44,12,23,51,92,18
27,49,37,8,86,86,27,
32,34,36,,15,33,79,23
14,31,26,6,21,74,21,-14
19,26,16,10,73,19,28,25
16,10,20,10,3,55,60,25
13,31,5,9,70,36,5,31
16,7,16,10,-8,36,56,10
12,11,12,15,64,64,2,37
19,18,11,9,-5,0,52,-3
16,5,11,16,51,51,0,40
18,13,14,2,-1,43,41,-18
16,14,15,17,40,6,9,40
12,15,10,-3,14,46,-5,-26
3,21,19,9,15,19,43,34
11,14,5,-8,18,18,-8,-30
3,15,5,-1,0,29,15,24
12,10,10,-6,47,2,12,-20
4,7,-,-9,-22,41,,-19
6,11,1,10,31,-11,2,31
13,7,8,-8,31,-8,27,-18
4,9,0,-8,-19,34,-15,15
10,3,-2,-10,30,-25,15,6
11,7,9,-30,0,39,18,0
3,8,0,-20,-23,-2,-15,25
0,4,15,-35,37,14,34,-31
-19,7,9,-40,,11,8,9
-30,-8,-4,-40,,-6,-15,-34
-30,,-6,-44,-13,,28,-3
-28,-8,-17,-32,11,18,-22,2
-48,-29,-26,-41,-34,-23,24,-33
-40,-31,-38,-29,6,18,-30,18
-42,-44,-48,-39,-39,-45,8,
-50,-40,-39,50,-5,17,-39,0
-35,-41,-44,-32,-28,-52,-3,29
-46,-38,-33,-34,-11,16,-25,-8
-32,-36,-46,-38,-34,-43,-5,7
-27,-31,-32,-22,26,13,-10,38
-31,-30,-35,-31,-14,-20,32,19
-32,-32,-32,-17,34,18,-11,53
-30,-32,-35,-26,1,5,34,19
-36,-35,-28,-8,33,-16,38,69
-30,-24,-31,-10,29,49,5,27
-38,-35,-26,0,27,-8,59,78
-20,-27,-31,2,51,56,10,32
-27,-26,-17,1,33,46,66,51
-5,-39,-13,18,71,15,48,77
-16,-20,-14,16,37,57,47,54
-3,-25,-1,33,73,25,66,86
7,-18,-5,30,49,64,,58
0,-7,6,32,38,39,0,97
21,-14,6,45,90,29,81,61
23,11,13,40,59,80,81,53
19,2,10,46,76,34,41,103
42,1,14,40,78,63,80,38
40,27,26,37,49,65,56,66
43,16,22,48,108,63,43,76
53,46,43,38,94,84,104,43
36,35,39,32,56,61,50,79
54,40,39,35,93,97,80,37
52,56,50,23,,61,81,59
11,40,40,20,0,81,63,74
35,,52,18,85,,81,57
49,57,46,14,43,65,36,5
38,38,43,14,23,68,91,5
33,49,40,1,87,64,37,
19,27,28,1,8,48,65,14
20,35,27,15,49,62,38,63
26,19,17,4,45,31,47,-2
12,7,22,11,26,67,40,-5
17,24,8,14,49,20,18,59
17,6,21,11,3,52,55,27
16,16,14,19,63,61,18,53
16,16,9,8,-12,0,36,-17
20,10,12,18,62,54,16,47
17,20,14,4,-15,0,21,-14
14,8,16,11,59,18,33,33
10,16,10,-2,-17,40,5,-9
9,20,14,3,44,3,28,15
7,10,7,-3,-8,33,-5,-1
6,16,10,-9,27,10,30,0
12,14,2,-3,44,-13,0,6
3,11,-4,-9,-29,47,-11,-6
12,13,11,8,40,-15,24,34
11,10,-4,-1,12,38,,-19
5,13,-16,-1,2,16,0,32
14,3,6,-3,42,-5,23,30
6,9,6,-28,-19,27,8,-22
-3,0,1,-22,29,-18,-4,23
-16,8,12,-40,-1,37,27,-32
4,-2,1,-49,,-24,-8,-3
-26,-10,-8,-39,-29,37,-11,-15
-25,-23,-3,-50,23,-35,26,-22
-41,-3,-27,-33,-45,,-18,-6
-39,0,-23,-43,13,24,19,-23
-44,-37,-45,-35,-51,-40,-33,12
-38,-45,-37,-38,4,9,13,-18
-35,-40,-43,-41,-9,-39,-45,17
-45,-47,-37,-33,-30,0,8,
-31,-35,-33,5,-22,-24,-40,
-35,-40,-37,-36,8,-8,14,22
-31,-29,-33,-24,4,4,-26,30
-31,-33,-40,-32,-18,-29,15,30
-28,-29,-32,-19,24,32,3,43
-38,-37,-39,-25,9,-12,17,17
-27,-30,-28,-15,49,38,23,63
-34,-32,-35,-11,10,9,23,32
-26,-38,-24,-7,51,-4,44,68
-24,-24,-32,3,34,59,22,44
-23,-37,-14,4,54,4,64,68
-7,-34,-17,17,53,30,35,62
-9,-21,-11,14,55,48,64,37
8,-24,-3,27,87,38,48,94
-1,-12,0,34,39,74,,48
0,-9,-4,40,51,29,31,105
25,-14,11,42,78,40,89,51
21,13,12,35,44,72,64,61
29,-1,9,48,95,41,56,90
40,25,28,39,61,83,77,46
34,20,24,39,53,42,43,85
51,44,34,44,105,98,98,55
41,40,41,36,47,53,96,58
38,36,38,40,76,79,54,62
55,59,41,33,72,82,99,25
,47,51,24,,9,100,72
36,6,53,22,61,,61,
40,57,53,22,98,89,61,
45,40,40,16,24,45,69,6
28,48,43,22,88,88,58,75
36,34,22,17,71,25,46,30
15,30,31,9,24,83,64,37
23,22,18,9,65,13,26,32
16,10,21,8,8,44,62,-15
14,32,6,15,67,43,5,64
16,10,7,6,-6,28,32,-10
14,16,18,16,64,50,38,46
18,16,7,6,-6,1,13,0
16,10,18,15,55,47,45,29
19,20,8,8,1,13,-1,11
11,14,19,6,39,2,49,9
12,12,12,15,7,53,6,46
6,14,13,-2,20,-11,26,-30
13,13,10,9,56,47,13,34
5,16,6,-6,-26,39,15,-23
9,10,15,-5,45,-3,38,19
10,14,-4,-7,27,41,,-14
1,12,,-4,-16,-7,-16,10
11,8,10,2,33,25,24,8
8,9,9,-5,-12,-3,15,-20
10,2,-6,-10,26,15,-12,8
10,8,8,-9,2,4,22,16
1,4,2,-31,-21,-29,-9,-13
-3,10,5,-22,37,43,12,22
-10,2,15,-32,11,-25,35,-23
-30,-10,-2,-45,-16,,-16,5
-28,,-2,-40,11,33,34,-27
-46,-16,-20,-47,-34,-22,-24,-12
-46,-32,-31,-32,3,10,-8,5
-,-32,-24,-38,,-17,8,-35
43,-49,-50,-32,-36,-10,-24,20
-50,-40,-35,-37,-11,-49,3,-27
-34,-37,-49,-35,-24,13,-41,26
-43,-34,-32,-3,-11,-38,6,
-28,-35,-38,2,-2,12,-40,-4
-40,-26,-31,-38,-16,17,18,1
-27,-34,-37,-22,23,-26,-34,43
-35,-24,-33,-28,-7,37,29,11
-26,-36,-39,-17,41,-15,-3,58
-34,-26,-26,-23,-9,49,40,14
-24,-27,-28,-13,56,32,5,70
-34,-39,-32,-10,2,8,41,26
-21,-24,-24,-2,65,55,28,78
-25,-34,-29,3,18,16,40,36
-14,-8,-13,0,71,78,51,42
-10,-8,-20,17,39,78,23,83
-3,-3,-5,16,73,44,78,43
10,-3,2,30,85,44,,94
0,-14,70,31,36,32,,53
8,-11,-4,32,68,48,40,88
24,10,13,45,64,56,83,71
19,-1,11,39,42,63,45,76
36,15,14,47,104,89,77,102
40,23,27,42,48,33,93,43
34,18,39,40,69,88,47,91
53,44,39,48,94,54,79,79
,38,45,40,,,109,39
46,-30,45,38,53,369,109,81
40,57,51,27,40,67,85,22
36,39,48,19,90,77,48,48
36,58,45,26,90,69,95,55
46,39,43,22,92,61,39,8
37,50,37,20,24,71,46,71
26,28,46,22,68,42,82,
34,35,25,,38,67,30,61
22,32,32,12,55,18,78,9
26,8,17,14,39,68,45,61
8,31,18,7,31,73,68,2
16,16,10,10,44,3,7,43
12,15,12,8,7,67,49,19
19,16,15,9,60,-6,17,23
13,7,11,8,-5,24,38,27
20,14,12,6,58,37,19,-19
17,8,9,18,-17,5,20,48
16,9,18,4,62,43,30,-12
9,16,10,12,-16,8,8,31
9,12,16,0,43,-11,45,-4
13,14,6,3,41,54,-9,8
5,15,10,10,-20,-16,32,43
14,11,14,-7,48,16,,-38
1,13,33,2,-31,22,,32
1,9,-3,-8,9,0,-15,-28
10,13,10,6,42,42,26,27
6,7,-5,9,-26,-19,-21,33
15,2,-4,-8,45,29,2,-17
11,7,6,0,27,-18,9,36
-5,7,0,-15,-13,25,-20,-2
-5,5,12,-29,29,0,31,1
0,-4,2,-31,,-26,-9,1
-18,-8,-8,-38,-16,36,-11,-32
-29,-22,-4,-37,6,-33,27,9
-35,365,-11,-42,-13,,-12,-37
-50,-29,-27,-38,-15,22,12,-1
-43,-39,-29,-35,-15,-38,-13,-27
-51,-40,-50,-38,-27,9,-7,4
-35,-45,-36,-30,2,-48,-16,
-37,-34,-36,-13,-38,15,8,0
-32,-39,-34,-42,5,-45,-39,-23
-32,-44,-37,-30,-20,-9,13,29
-24,-31,-31,-33,30,2,-26,-7
-33,-39,-40,-24,-16,-14,12,43
-26,-28,-32,-25,42,30,5,13
-32,-36,-39,-23,-9,-8,16,51
-28,-32,-27,-22,49,35,25,20
-34,-32,-35,-22,12,8,20,57
-29,-36,-24,-8,49,-10,50,40
-23,-21,-32,-11,34,62,18,27
-22,-38,-23,3,52,6,58,80
-7,-36,-16,1,56,26,33,29
-14,-19,-12,14,28,50,62,90
7,-25,0,15,88,34,81,38
10,-13,-5,16,70,73,29,56
2,-11,0,33,48,33,56,84
24,-3,14,30,83,72,,60
20,15,,36,45,74,0,100
28,0,9,44,93,38,36,56
51,25,20,40,109,87,90,92
51,19,24,46,75,42,45,62
40,5,22,43,43,,53,41
40,39,44,44,43,98,98,98
39,43,36,36,77,49,54,30
51,35,39,39,,73,94,50
,58,47,38,0,90,61,68
48,39,41,25,34,55,42,28
39,57,53,24,94,90,99,66
43,42,42,21,27,40,39,34
29,47,38,18,32,96,67,4
31,36,43,19,65,25,61,
19,29,22,75,28,85,43,
18,37,31,15,65,42,64,-3
16,11,18,11,9,42,27,29
5,32,17,11,48,53,61,41
17,8,7,8,22,19,6,8
10,11,16,13,31,63,58,61
16,20,11,7,36,3,1,-5
14,10,15,15,10,1,55,42
18,12,9,6,48,57,-2,6
19,14,14,14,-10,-7,46,24
16,16,12,7,59,58,3,17
12,21,11,8,-18,34,-9,2
12,12,16,15,51,1,47,42
6,18,6,-2,-30,46,-13,-22
4,12,7,7,0,-8,16,29
9,9,8,-7,30,38,,-15
5,11,42,-5,-23,-2,0,9
7,5,1,-7,31,18,-3,0
8,12,8,-6,-14,39,28,1
7,4,-1,10,-21,-26,-16,38
14,7,3,-5,47,39,19,-21
6,6,9,-1,6,-27,25,33
-7,7,0,-7,5,40,-20,27
-2,3,4,-29,,-21,14,-22
35,-,6,-25,,,9,21
-22,8,-3,-43,-30,-14,-17,-34
-26,-8,-3,-33,19,26,33,11
-40,-26,-22,-40,-31,-29,-23,-17
-45,-28,-30,-48,1,23,-8,-21
-39,-39,-25,-34,7,-45,9,-8
-49,-39,-50,-42,-48,-9,-24,-19
-33,-41,-35,-,5,-50,1,
-42,-44,-48,33,-40,11,-40,12
-26,-35,-32,-40,13,-42,5,-22
-37,-38,-40,-40,-32,11,-38,21
-26,-28,-31,-32,25,-17,16,0
-33,-37,-37,-35,-9,10,-32,29
-31,-26,-30,-24,31,38,24,28
-32,-32,-34,-21,4,-18,-8,12
-37,-26,-33,-24,32,50,33,33
-32,-33,-29,-24,30,-7,11,33
-35,-30,-34,-8,26,51,39,62
-20,-25,-24,-15,56,56,32,37
-27,-38,-28,6,30,6,36,73
-6,-31,-13,6,72,47,54,39
-14,-23,-18,5,33,34,24,75
0,-23,-6,16,74,52,76,57
4,-6,,17,51,50,,71
0,-14,1,28,36,28,71,94
21,7,-3,34,90,80,36,48
23,14,5,40,60,63,78,107
22,-1,13,44,72,54,48,51
43,28,9,39,80,72,35,65
40,17,26,49,50,54,95,87
45,42,23,40,104,93,41,51
55,38,29,37,91,54,72,88
40,366,44,42,57,,83,44
54,39,40,32,,90,48,65
0,58,45,34,0,72,108,84
52,40,47,31,48,72,46,23
36,57,41,26,84,75,58,75
48,39,53,26,42,57,86,65
36,50,40,16,28,75,47,12
32,29,39,21,82,40,77,
18,35,29,,15,73,28,67
16,22,32,19,73,19,79,15
22,7,20,12,8,66,19,53
12,25,13,10,30,24,64,16
16,6,14,6,44,45,10,29
16,15,11,13,12,68,49,61
16,15,16,13,56,-9,17,-14
18,10,11,15,-2,59,38,57
18,14,14,11,56,39,20,-5
18,10,10,15,-9,5,20,43
14,17,17,8,36,55,56,-3
11,15,10,8,-14,8,-13,24
8,13,16,1,44,23,50,5
8,17,7,1,-9,22,-12,-2
7,15,10,1,30,-16,35,19
12,10,1,-9,45,52,,-19
5,6,2,0,-28,-23,34,25
2,2,-1,-9,11,-9,-17,-21
9,12,10,2,9,30,32,19
7,0,-4,-1,-26,-16,-26,1
13,10,-1,-5,41,33,0,-21
8,5,5,1,-17,-23,11,37
-1,10,0,-12,-10,42,-9,9
-5,-1,11,-31,31,-24,30,-8
-24,-8,5,-28,-31,35,-11,12
-29,-22,-3,-35,3,-,-11,-27
-33,32,-3,-41,-8,,32,7
-49,-30,-26,-41,-17,16,-23,-32
,-37,-21,-41,,-32,21,-7
,-45,-44,-32,,6,-29,7
-44,-41,-39,-38,-11,-34,10,-36
-51,-51,-46,-29,-34,-8,-43,20
-35,-34,-37,-40,-4,-19,3,-26
-41,-45,-35,-27,-32,-11,-35,
-25,-27,-37,6,13,5,7,132
-38,-30,-33,-20,-32,-29,-21,39
-24,-29,-40,-20,30,27,6,39
-32,-31,-31,-24,-16,-4,9,16
-25,-32,-39,-24,44,32,11,52
-34,-30,-27,-21,-9,16,29,25
-28,-37,-35,-22,47,-10,16,54
-34,-24,-23,-11,12,60,52,72
-27,-38,-31,-11,52,6,17,26
-24,-38,-24,0,32,18,59,79
-23,-19,-16,0,53,58,35,31
-7,-28,-13,11,56,26,58,86
-14,-3,0,18,27,73,,81
5,-8,,16,89,37,83,47
0,-4,-5,32,37,68,29,92
1,13,0,29,46,82,57,54
14,0,13,34,86,36,71,92
20,24,9,44,48,87,33,70
27,19,20,38,93,40,89,80
39,36,23,43,100,101,47,100
35,41,21,43,50,47,51,41
49,44,42,42,105,104,101,94
41,55,37,44,49,53,51,76
38,367,40,42,76,,93,44
0,44,48,38,,93,66,77
55,53,39,36,72,52,47,41
37,43,51,24,61,33,98,54
42,46,47,24,95,98,38,45
46,39,43,21,30,21,92,8
30,30,37,20,44,90,27,
34,31,20,,67,9,44,72
20,11,30,15,27,38,58,4
22,30,21,10,63,55,31,20
17,22,16,12,15,2,58,46
10,10,8,8,55,67,10,5
21,19,16,10,3,0,55,54
11,11,10,9,57,-5,2,4
21,12,15,10,1,59,54,33
14,14,12,9,47,-8,1,10
19,8,14,13,5,25,46,20
12,19,12,10,35,35,0,23
11,12,10,5,11,-2,-9,-2
7,16,16,7,19,48,49,29
10,17,6,2,50,-2,-15,-24
7,12,12,5,-25,38,4,21
8,16,0,-4,47,51,,-3
9,4,6,-10,26,-25,10,0
2,13,3,-4,-14,42,-1,6
10,3,8,-5,32,-26,32,-10
8,9,0,5,-14,39,-17,32
9,11,2,-3,27,29,18,-13
10,11,7,-6,4,29,23,24
3,1,0,-20,-22,-15,-22,-11
-7,368,6,-30,9,,14,7
-12,-9,6,-24,10,-18,10,27
-28,-8,-3,-40,-19,30,-18,-36
-,-30,-4,-36,,-33,35,10
27,-28,-21,-43,18,21,-23,-42
-38,-48,-29,-36,-31,-18,-13,4
-47,-40,-26,-33,-2,-6,13,2
-46,-51,-48,-41,-32,-31,-26,-
-46,-41,-31,25,-18,7,7,
-38,-36,-31,-32,-18,-36,7,15
-39,-40,-33,-42,-15,7,-18,-19
-30,-32,-38,-28,2,-15,-38,32
-37,-39,-31,-31,-19,5,-1,10
-26,-26,-44,-39,25,35,-13,22
-34,-35,-30,-22,-7,-15,26,32
-25,-27,-40,-32,40,49,-7,28
-35,-34,-26,-20,-8,-4,44,45
-24,-39,-30,-25,55,3,11,27
-36,-24,-33,-8,4,56,38,65
-20,-35,-25,-11,66,20,32,31
-21,-32,-30,3,54,41,34,79
-25,-21,-13,2,29,38,56,32
-5,-24,-18,4,75,45,22,64
-13,-7,-4,17,32,77,,64
10,-13,,18,88,28,0,61
4,7,-4,35,50,82,38,83
8,16,-3,32,69,70,35,65
21,0,14,37,94,45,88,102
18,28,13,45,41,80,50,54
22,24,14,41,70,45,69,55
41,26,27,45,81,88,94,96
39,47,23,41,48,,43,43
44,3,40,38,105,368,106,75
46,36,45,46,54,88,86,57
38,59,36,36,55,74,67,59
0,40,51,32,,69,92,81
54,58,48,30,94,79,53,27
41,40,45,28,40,54,91,69
37,49,50,27,82,81,50,71
47,29,40,18,46,33,45,9
27,33,41,0,63,77,77,
34,25,28,19,80,15,32,70
19,9,33,17,18,66,72,28
17,26,22,11,71,25,25,40
22,8,14,9,14,43,61,21
7,17,14,9,56,76,15,26
17,20,11,14,10,-13,43,59
9,12,17,10,46,65,22,-6
19,15,11,15,20,-6,38,47
14,14,13,10,26,-4,18,-6
19,16,7,13,25,59,21,36
14,13,19,8,17,-19,24,2
12,10,10,8,35,23,15,17
7,14,13,4,-6,24,51,12
9,10,9,1,39,8,-14,-7
8,13,9,2,-9,55,36,22
7,7,13,-6,32,-16,32,-23
9,2,1,2,43,-18,-16,27
4,2,8,-6,-27,20,,-12
11,2,,-3,38,20,29,10
11,7,5,1,7,-7,-3,13
8,2,-3,-1,7,-25,2,-22
12,12,5,-2,45,44,8,37
5,5,1,-10,-16,,-20,19
-7,-1,2,-30,26,-26,-4,-19
-8,-4,12,-27,26,35,29,20
-25,-20,-5,-42,-28,-26,-10,-32
-28,-29,-6,-36,23,15,23,11
-40,-45,-31,-44,-43,-40,-3,-22
-41,-36,-31,-45,,14,-3,-16
,-47,-45,-35,9,-48,-32,-11
-42,-33,-48,-,-10,13,-17,
-39,-37,-37,39,-33,-43,-8,-11
-40,-47,-48,-37,-34,-15,-30,6
-31,-27,-31,-42,1,8,0,-23
-26,-41,-41,-35,14,-19,-31,23
-32,-28,-28,-32,4,32,14,1
-25,-34,-41,-32,32,-6,-28,34
-33,-34,-32,-24,-16,29,32,24
-25,-30,-38,-32,41,18,8,41
-34,-37,-29,-19,-5,-9,44,32
-29,-25,-30,-26,47,60,0,44
-35,-36,-31,-8,12,6,56,55
-27,-38,-27,-15,51,18,14,44
-24,-16,-23,4,32,60,57,69
-22,-29,-12,5,55,25,73,37
-7,-4,-19,7,53,74,20,82
-8,-8,-3,17,53,39,84,50
6,-6,-1,19,88,65,57,79
3,14,0,36,33,84,52,65
2,0,,34,49,36,,49
23,22,,40,82,88,,107
22,20,9,43,45,40,89,49
27,35,9,39,93,98,36,68
41,42,8,46,98,51,46,83
37,41,27,41,54,100,84,53
50,55,26,41,105,,48,86
43,2,32,43,48,366,91,47
40,43,43,30,,89,105,64
,56,38,35,0,57,50,75
56,44,46,31,73,33,103,26
47,45,47,28,37,98,46,75
39,41,43,23,93,23,73,58
45,27,52,1,30,86,75,
29,30,40,8,40,9,56,20
34,15,44,19,68,38,69,59
15,33,22,10,28,56,38,13
20,23,27,11,59,5,65,48
18,10,20,10,16,65,26,7
11,16,13,10,55,61,57,42
18,16,11,10,8,-7,10,14
12,14,14,10,50,60,54,27
20,19,13,10,9,-8,8,16
16,13,12,12,40,26,48,12
20,16,14,12,10,36,2,24
13,9,13,6,34,-6,42,-1
11,15,18,8,12,47,47,27
7,14,9,1,16,-2,-7,-21
12,8,14,7,45,34,44,34
7,11,12,-4,-20,4,5,-27
8,6,6,-8,44,-27,,-7
8,11,19,-2,23,46,,11
3,4,7,-4,-13,-29,12,-17
10,1,1,8,29,-2,-19,35
8,11,5,-1,-14,20,28,-5
10,3,9,-7,30,-10,16,18
10,11,-3,-18,0,33,-13,-2
3,-5,6,-22,-20,-20,23,-30
-5,-7,3,-22,34,3,-9,28
-13,4,6,-36,8,,12,-34
-29,-26,12,-39,-17,-34,36,10
-41,-30,1,-43,7,23,-15,-39
-41,-42,-6,-37,7,-43,31,0
-,-38,-20,-33,,-1,-18,7
45,-50,-29,-38,-31,-35,-16,-31
-45,-43,-27,-32,-31,4,14,18
-44,-35,-46,-43,-19,-34,-28,
-46,-38,-42,,-20,4,-25,4
-38,-26,-46,-28,-25,-8,-16,28
-31,-34,-33,-35,1,-29,-14,-1
-38,-28,-42,-23,-22,34,-16,41
-31,-32,-30,-28,24,-16,3,15
-34,-28,-44,-33,-11,46,-17,24
-27,-34,-31,-18,38,0,28,48
-36,-40,-36,-26,-7,0,-7,25
-23,-24,-27,-10,54,61,45,69
-36,-34,-33,-13,2,25,-1,28
-20,-34,-25,3,68,37,60,78
-27,-22,-24,2,16,46,34,33
-13,-25,-29,13,75,42,35,92
-3,-10,-13,17,72,78,59,74
-13,-12,-17,16,35,28,22,54
10,4,-7,35,88,82,75,88
4,16,-2,32,50,77,37,59
7,0,0,34,70,41,32,99
21,28,,45,92,85,,63
19,17,13,41,41,44,92,50
22,42,12,44,73,101,54,98
42,36,13,44,81,47,65,44
39,33,24,41,49,81,94,69
43,,25,43,101,,43,68
48,,39,46,57,,108,36
39,58,43,32,57,79,92,72
54,39,39,36,96,65,60,40
40,57,50,26,40,83,98,29
,40,48,24,,48,55,74
36,50,46,22,78,82,88,
51,32,46,8,49,35,55,
26,33,40,17,60,78,68,39
31,26,43,18,81,15,54,43
19,30,29,7,19,78,31,24
15,26,29,10,65,28,72,52
23,8,24,12,18,44,28,1
3,11,13,10,52,28,55,49
20,20,13,11,15,-14,20,5
7,8,13,10,38,61,39,35
22,17,14,12,26,-2,28,4
12,10,10,12,21,2,30,23
20,15,14,12,31,54,22,16
13,13,9,3,12,-18,20,-14
13,18,17,3,37,56,26,-14
8,17,9,3,-4,27,14,-12
7,9,12,3,36,8,41,23
10,12,12,-2,-7,32,-6,-10
5,6,8,-9,28,-24,33,7
9,6,9,-2,41,34,26,-5
7,7,2,-3,-24,-13,-11,4
8,1,,8,36,22,,39
10,8,7,0,8,-3,23,-17
9,7,5,-10,5,11,0,-7
10,13,-2,-9,40,,3,23
9,,2,-24,-13,368,20,-24
-8,1,2,-27,25,-23,-15,27
-9,-7,9,-41,24,33,25,-37
-24,-21,12,-48,-29,-26,28,-9
-29,-29,-4,-43,22,11,-8,-16
-38,-36,-5,-45,-42,-21,19,-24
,-39,-15,-36,,13,-2,-1
-45,-47,-26,-,9,-47,-2,
-45,-34,-31,36,-8,4,3,-32
-47,-32,-46,-32,-39,-12,-19,11
-36,-46,-39,-40,2,-18,-4,-18
-37,-26,-46,-34,-35,8,-37,17
-27,-32,-31,-33,16,-25,4,9
-33,-34,-39,-33,-34,17,-33,26
-24,-29,-29,-24,33,3,16,26
-30,-36,-41,-32,-16,25,-29,35
-26,-25,-30,-20,41,49,32,40
-34,-37,-38,-27,-7,-10,-13,35
-29,-26,-28,-8,46,57,45,59
-34,-37,-32,-9,14,11,-1,33
-27,-40,-29,-7,50,15,55,70
-24,-17,-29,4,32,63,16,44
-22,-27,-32,7,54,18,16,73
-7,-18,-13,18,54,60,71,59
-12,-6,-19,17,28,47,20,39
5,-6,,27,88,61,,98
2,14,-13,34,35,60,56,47
3,4,-2,39,48,32,58,106
14,22,-1,46,87,90,52,88
22,22,9,39,49,41,90,62
27,33,9,46,92,98,35,92
40,43,8,42,96,50,44,48
35,41,27,39,54,99,88,80
49,,25,39,105,,53,54
42,53,31,31,50,59,89,56
,43,41,36,,86,106,78
39,57,39,33,73,59,47,29
56,46,46,25,74,31,107,67
37,44,45,24,57,100,45,66
40,41,41,19,93,21,66,17
43,28,53,19,32,89,77,63
28,34,38,18,37,11,53,
36,13,45,-27,72,34,75,0
19,26,21,13,25,59,34,38
22,22,29,12,63,5,65,24
17,12,22,8,15,62,28,28
13,19,12,12,53,7,57,24
