x 2 fases 1 ,x desnível 5 ,i 2 fases 1,i desnível 5,x 2 Fases 2,i 2 Fases 2
8,-4,0,319,-5,0
0,-2,0,238,-2,0
6,-3,0,169,4,0
8,-5,0,91,-11,0
8,0,0,31,1,0
13,-7,0,0,-4,0
11,2,0,0,-3,0
1,-7,0,0,6,0
5,-8,0,0,-2,5
1,5,0,0,0,102
-2,-7,0,0,7,210
-4,-5,0,0,5,294
-7,0,0,0,12,362
-3,-9,0,0,0,406
-8,2,32,0,6,440
0,-6,247,0,-3,501
-1,-8,330,0,-4,554
0,1,389,,-5,557
9,,414,,-8,496
2,-9,465,0,-7,424
7,-5,517,0,-11,363
9,-3,554,0,0,317
2,-9,514,19,-4,228
8,0,450,93,0,81
-1,-8,375,134,7,0
0,0,328,188,1,0
-1,-7,268,262,10,0
-11,-8,138,331,8,0
-7,-1,12,373,3,0
-5,-9,0,380,5,
-11,1,0,382,1,
-4,-8,0,377,-1,0
-7,-1,0,369,1,0
-4,-7,0,316,1,0
2,-7,0,241,-9,0
2,0,0,171,-6,0
8,-9,0,93,-5,0
82,-2,0,22,-9,0
4,-6,0,0,-9,0
7,-4,0,0,0,0
4,-5,0,0,-6,0
8,-6,0,0,1,0
1,-3,0,0,3,0
0,-4,0,0,3,96
-6,-2,0,0,11,195
-14,-1,15,0,8,286
-14,-8,12,0,9,354
-5,-3,225,0,4,403
3,,292,,9,428
0,-4,368,0,0,485
1,-3,405,0,-2,534
3,-2,450,0,0,561
1,-4,508,0,-6,512
13,-3,557,0,0,449
0,-3,547,0,-5,377
9,-3,489,40,0,343
11,-3,413,98,4,276
-1,-4,350,147,0,136
3,-4,300,214,10,7
1,-5,201,298,1,0
-1,1,62,353,7,0
-2,-4,0,376,12,0
0,-2,0,382,4,0
-7,-5,0,377,8,
-8,-3,0,378,,
2,-2,0,350,3,0
-4,-6,0,262,-1,0
5,0,0,200,4,0
8,-6,0,125,5,0
0,1,0,58,-9,0
10,-7,0,0,-2,0
8,-2,0,0,-9,0
7,5,0,0,-5,0
11,-7,0,0,6,0
2,5,0,0,-7,0
4,0,0,0,0,0
2,-7,0,0,5,0
-5,0,0,0,-5,100
-1,-6,24,0,13,214
-7,-8,138,0,3,298
-5,5,247,0,10,372
-8,-9,3,0,0,412
0,-6,391,0,6,442
1,,408,,-3,508
4,-1,459,0,-4,554
10,-7,513,0,-3,553
4,0,553,0,-9,487
8,-8,533,0,-6,412
9,-8,475,48,-10,346
3,1,396,109,0,305
10,-8,349,148,-3,213
-2,-2,51,214,-4,61
-2,-4,15,291,9,0
0,-7,0,350,3,0
-8,-1,0,376,9,0
-5,0,0,384,7,0
-8,0,0,380,1,0
-12,-8,0,374,10,
-1,-12,0,361,-23,
-6,-4,0,286,0,0
-1,-5,0,205,1,0
5,-2,0,126,-1,0
3,-11,0,61,-7,0
7,-3,0,0,-5,0
6,-8,0,0,-3,0
8,-3,0,0,-11,0
2,-4,0,0,1,0
5,-7,0,0,-2,0
0,-3,0,0,-2,0
-3,-5,0,0,4,0
-6,-5,0,0,3,53
-5,-1,82,0,11,170
-8,-6,187,0,7,256
-3,-3,274,,9,326
0,,346,0,11,392
2,-5,399,0,4,425
2,-2,432,0,2,482
9,-4,484,0,0,534
8,-5,542,0,1,556
12,-4,558,0,-3,518
7,-4,506,1,-5,451
7,-1,426,67,0,386
12,-5,360,120,-6,340
0,-1,309,183,2,288
3,-5,257,267,3,159
1,0,109,332,4,29
-3,-4,0,367,7,0
-6,-4,0,375,6,0
0,-2,0,381,11,0
-2,-6,0,374,8,0
-6,3,0,367,1,
2,-7,0,304,,
-3,0,0,230,12,0
7,-5,0,150,3,0
10,-3,0,74,-2,0
3,-5,0,0,7,0
11,-8,0,0,-9,0
7,4,0,0,-10,0
1,-8,0,0,1,0
1,-6,0,0,-8,0
1,3,0,0,0,0
2,-7,0,0,4,0
5,-3,0,0,-6,0
-5,-3,2,0,9,0
0,-9,89,0,4,45
-8,3,201,0,7,154
-2,-8,288,0,11,255
-7,-8,363,0,3,328
1,2,406,,11,392
4,,440,0,-1,427
-3,-8,496,0,4,470
7,-2,542,0,-2,534
5,-7,543,0,-5,562
7,-10,485,52,-3,529
11,3,423,112,-10,449
0,-10,352,160,-6,378
6,1,307,231,-8,327
-2,-9,204,305,-1,260
-3,-1,51,357,-1,111
-1,-5,0,376,6,0
-3,-5,0,382,8,0
-8,-4,0,377,6,0
-5,-10,0,374,8,0
-9,2,0,350,6,0
-3,-9,0,277,8,
0,-2,0,208,43,
-5,-6,0,129,8,0
-1,-10,0,52,0,0
6,1,0,0,0,0
6,-9,0,0,-4,0
34,-7,0,0,-8,0
7,-4,0,0,-4,0
6,-6,0,0,-7,0
8,-2,0,0,-11,0
0,-6,0,0,1,0
2,-7,0,0,-3,0
0,0,76,0,1,0
-7,-3,183,0,7,13
-5,-1,272,0,1,109
-7,-3,397,0,12,223
-7,-7,428,0,8,303
0,,492,,10,375
-5,,545,,3,412
3,-3,560,0,5,448
2,-3,498,0,0,506
10,-2,427,0,0,550
7,-2,357,0,0,552
10,-5,298,61,-5,478
9,-2,220,113,-7,418
5,-2,66,173,0,353
8,-4,0,247,-3,320
2,-3,0,326,5,219
0,-1,0,368,0,69
0,-2,0,375,7,0
0,-1,0,382,8,0
-5,-5,0,376,6,0
0,-2,0,367,12,0
-3,-3,0,313,3,0
-2,-2,0,230,,
3,-3,0,160,1,0
-1,-6,0,79,10,0
2,2,0,6,0,0
10,-7,0,0,0,0
6,0,0,0,6,0
27,-6,0,0,-11,0
10,-8,0,0,-8,0
6,6,0,0,0,0
6,-6,0,0,-10,0
8,-4,79,0,3,0
0,1,193,0,-5,0
6,-7,288,0,-5,0
-10,0,355,,12,48
5,,408,,0,159
-1,-5,434,0,10,257
-11,-8,483,0,2,333
0,2,541,0,12,393
-4,-8,555,0,-2,430
8,-6,495,0,1,475
0,-1,428,0,0,538
10,-7,355,51,-10,560
6,0,309,113,-1,516
5,-9,237,158,-12,441
11,-1,66,229,-4,374
0,-6,0,298,-4,318
4,-5,0,355,-3,244
-2,-3,0,376,2,98
-3,-7,0,382,-2,0
-3,0,0,378,7,0
-8,-8,0,374,5,0
-9,-2,0,348,8,0
-7,-7,0,267,11,0
-8,-4,0,198,0,
-6,-3,0,122,-33,
-1,-7,0,49,1,0
-3,-3,0,0,-4,0
-1,-7,0,0,-2,0
3,0,0,0,-3,0
9,-2,0,0,-7,0
8,-8,0,0,-7,0
2,-3,0,0,-5,0
5,-4,73,0,-8,0
-2,-4,186,0,0,0
2,0,272,0,-2,0
-5,-7,396,0,-4,0
-6,0,435,0,6,48
-3,-2,495,0,4,147
-9,-7,546,,10,250
-2,0,566,,9,325
-6,-2,498,0,9,387
3,-2,432,0,8,425
5,-4,361,0,6,463
3,-1,307,0,-2,518
11,-5,237,50,-3,556
6,-1,104,103,-5,528
8,-4,0,159,-2,451
9,-2,0,233,-6,392
3,-3,0,313,0,329
5,-2,0,362,-2,288
-1,-2,0,376,8,152
-2,-4,0,381,0,17
1,-2,0,374,10,0
-5,-5,0,374,7,0
-5,0,0,342,7,0
-1,-5,0,258,14,0
-4,0,0,194,0,
2,-6,0,108,9,
2,-2,0,37,2,0
0,-4,0,0,6,0
9,-3,0,0,-3,0
9,4,0,0,1,0
8,-7,0,0,-5,0
13,3,0,0,-9,0
2,1,62,0,2,0
13,-6,171,0,-2,0
-3,5,279,0,-7,0
5,-5,341,0,4,0
-7,-5,401,0,-3,0
-2,4,429,0,-3,0
6,-8,484,0,12,98
-14,0,542,,2,207
6,0,552,,11,293
-8,0,488,0,0,364
8,-8,424,0,11,405
7,-2,364,0,2,441
3,-6,324,6,-2,504
8,-9,255,78,1,554
8,2,96,124,-10,555
11,-9,0,180,0,499
11,3,0,256,-8,429
0,-8,0,327,-9,361
4,-2,0,367,-3,306
-1,-7,0,380,-3,214
-7,-3,0,384,4,63
-4,-5,0,376,1,0
-9,-11,0,373,9,0
-8,0,0,330,5,0
-3,-8,0,253,5,0
-8,-1,0,183,9,0
-1,-7,0,105,,
0,-11,0,27,,
-4,0,0,0,2,0
9,-9,0,0,6,0
2,-4,0,0,0,0
3,-3,0,0,0,0
9,-7,72,0,-5,0
1,-1,172,0,-6,0
4,-5,268,0,-8,0
0,-6,339,0,-7,0
1,0,393,0,-5,0
0,-6,435,0,-1,0
-7,-3,493,0,4,0
-5,-3,546,0,8,17
-6,-7,561,,8,60
-7,8,510,,6,154
0,-3,444,0,9,257
-7,-6,369,0,8,327
4,-1,310,0,7,391
3,-3,245,12,7,421
11,-3,125,82,4,469
10,-3,0,126,-2,526
8,-4,0,195,0,557
10,-3,0,267,-5,530
6,-2,0,340,0,453
7,-1,0,372,-6,389
0,-3,0,377,0,339
0,0,0,381,-5,301
0,-4,0,375,6,181
-3,0,0,364,2,33
-5,-6,0,298,2,0
-4,-3,0,216,11,
-1,-3,0,147,0,
-5,-4,0,63,6,0
5,-2,0,0,9,0
5,-7,0,0,8,0
3,0,0,0,-2,0
12,2,0,0,8,0
6,-6,0,0,4,0
11,3,79,0,-6,0
21,-6,183,0,1,0
7,-6,283,0,-6,0
8,5,350,0,-10,0
2,-7,401,0,2,0
-1,0,436,0,-4,0
7,1,492,0,-3,0
-12,-9,542,0,4,0
2,4,553,0,-3,0
-8,-3,504,0,11,78
0,-6,432,,0,185
10,,366,,10,281
9,1,321,0,6,353
-7,-10,240,55,-2,405
-7,0,97,114,10,440
13,-8,0,161,-5,499
0,-1,0,233,3,555
9,-7,0,306,-11,554
11,-8,0,354,-4,494
-7,1,0,374,-12,415
1,-10,0,382,-5,353
2,1,0,379,-5,292
-2,-9,0,374,-2,177
-8,0,0,351,6,32
-2,0,0,290,-3,0
-10,-9,0,211,11,0
-4,0,0,149,6,0
-3,-10,0,66,1,0
-6,1,0,0,9,
0,-1,0,0,3,
0,-9,0,0,1,0
-3,-1,0,0,3,0
9,-6,21,0,1,0
5,-2,126,0,-6,0
10,1,233,0,-6,0
0,-9,369,0,-3,0
6,0,414,0,-3,0
0,-3,469,0,-5,0
-2,-6,526,,-5,0
-5,-57,561,,-6,0
-6,0,536,0,2,0
-5,-7,458,0,3,0
-9,-8,386,0,5,79
2,-1,328,0,7,173
-2,-7,272,0,8,272
1,-3,153,0,8,339
7,-3,14,41,9,399
2,-4,0,101,8,427
12,-2,0,157,2,482
9,-4,0,231,-2,534
8,-2,0,308,-2,558
9,-3,0,363,-5,512
3,-1,0,377,-2,433
4,-3,0,379,-7,373
0,-3,0,342,3,329
-4,-5,0,316,0,289
-3,-5,0,288,2,165
-3,-1,0,243,9,21
-4,2,0,170,5,0
-3,-12,0,87,13,0
-5,0,0,14,9,0
-4,-10,0,0,9,0
7,-4,0,0,14,
5,3,0,0,,0
8,-7,171,0,0,0
7,3,270,0,5,0
7,-3,346,0,3,0
13,-6,397,0,-4,0
2,1,434,0,0,0
12,-6,482,0,-5,0
-1,-8,533,0,-12,0
0,3,553,0,3,0
-3,-8,499,0,-4,0
-5,,417,,-2,0
1,-6,368,0,4,0
-12,0,319,0,-6,17
4,-8,245,0,15,128
-4,0,117,0,1,237
4,-9,0,37,11,315
1,-2,0,106,2,386
-1,-6,0,147,9,415
11,-9,0,208,-3,460
1,1,0,286,-6,526
3,-9,0,353,3,568
5,1,0,375,-11,536
-5,-9,0,382,-2,466
1,-1,0,380,-10,392
2,-8,0,375,-12,327
-10,-3,0,352,-7,258
-5,-4,0,286,0,116
-6,-9,0,219,8,0
-12,0,0,156,-2,0
-2,-9,0,75,9,0
-7,-11,0,0,8,0
1,0,0,0,1,0
4,-11,41,0,10,0
-2,0,148,0,0,0
8,-4,246,0,-1,
5,-5,321,0,52,
7,0,387,0,1,0
0,-8,426,0,-9,0
4,-9,484,0,-8,0
5,0,542,0,-1,0
-1,-8,559,0,-8,0
-4,-1,512,0,-7,0
-5,-5,430,,-4,0
-5,,356,,-6,0
-7,-4,303,0,4,0
-5,0,218,0,5,12
-1,-8,78,0,5,114
-2,0,0,0,9,211
3,-2,0,39,7,296
7,-6,0,99,10,368
6,0,0,140,5,412
8,-5,0,214,7,452
7,-1,0,286,1,509
7,-3,0,349,1,549
8,-2,0,374,-4,543
2,0,0,378,-8,482
5,-3,0,381,-2,404
0,-4,0,375,-8,354
0,-2,0,353,5,303
-3,-2,0,278,1,225
-3,-3,0,197,3,75
-5,-3,0,126,9,0
-6,-3,0,46,9,0
1,2,0,0,12,0
-5,-4,13,0,9,0
3,1,133,0,9,
9,-1,238,0,32,
0,-6,319,0,13,0
12,0,387,0,1,0
6,-4,411,0,3,0
15,-6,466,0,3,0
12,-3,522,0,-8,0
3,-8,558,0,1,0
5,2,526,0,3,0
-6,1,457,0,-11,0
2,-8,384,,-2,0
-4,4,340,,-7,0
-6,-3,290,0,1,0
-2,-6,169,0,9,0
-5,-8,22,0,5,0
3,3,0,0,5,96
-5,-9,0,68,16,200
12,0,0,121,0,294
0,-3,0,169,12,363
9,-6,0,242,-1,414
11,0,0,314,9,445
-1,-8,0,360,-4,499
11,0,0,377,-3,553
0,-6,0,384,-6,554
-2,-4,0,381,-10,484
1,-3,0,375,-4,412
-9,-8,0,346,-12,346
-4,-2,0,271,1,298
0,-7,0,194,-5,194
-10,0,0,135,2,44
-8,-7,0,56,10,0
-3,-5,8,0,0,0
-7,-3,109,0,10,0
3,-9,212,0,2,0
-2,1,366,0,1,
10,-9,405,0,-43,
6,-8,445,0,5,0
3,0,511,0,-2,0
-44,-4,557,0,-2,0
9,-2,549,0,2,0
1,0,482,0,-9,0
-1,-9,408,0,-7,0
-1,-5,338,0,-4,0
-8,-2,289,,-12,0
-3,3,174,,0,0
-8,-5,40,0,-7,0
-3,0,0,0,-6,0
-5,-5,0,0,7,0
0,0,0,0,3,68
1,-1,0,15,10,173
3,-7,0,87,9,267
8,0,0,125,5,331
9,-3,0,195,10,394
6,-3,0,272,6,428
9,-1,0,344,5,488
7,-3,0,372,0,541
5,0,0,378,1,562
2,-5,0,379,-6,514
-2,-2,0,374,-5,452
0,-3,0,365,-1,378
-4,-2,0,306,-8,340
-4,-5,0,217,3,271
-2,-2,0,148,3,141
-7,-4,145,61,12,1
1,0,247,0,7,0
1,-5,321,0,10,0
1,-5,392,0,11,0
6,2,411,0,8,
1,-5,464,0,,
12,-3,524,0,12,0
10,-2,558,0,0,0
7,-7,526,0,0,0
15,0,458,0,7,0
-1,-5,388,0,-2,0
7,-3,343,0,-6,0
-3,2,285,0,4,0
-1,-9,141,,-11,0
-5,33,5,,1,0
-6,2,0,0,4,0
2,-1,0,0,-9,0
-9,-8,0,0,6,0
5,0,0,0,12,0
-4,-7,0,74,-7,97
-2,-2,0,125,15,201
10,-5,0,175,0,291
3,-4,0,250,15,364
11,-5,0,320,-4,414
4,-7,0,365,8,442
7,0,0,378,1,496
9,-8,0,382,-9,556
-5,0,0,376,0,560
-2,-7,0,367,-11,482
-3,-4,0,318,-3,416
-9,-5,0,242,-5,348
-2,-6,0,172,-6,295
-10,-3,101,103,3,209
-13,-9,210,32,-6,51
3,0,365,0,10,0
-6,-7,409,0,1,0
-1,-9,452,0,9,0
6,-1,513,0,9,0
5,-5,555,0,-2,
10,-5,552,0,,0
5,-2,493,0,11,0
8,-7,414,0,0,0
0,0,352,0,-2,0
0,-7,303,0,0,0
0,-8,213,0,-7,0
-9,0,67,0,-11,0
-4,-5,0,,-2,0
-6,22,0,,-13,0
-8,-7,0,0,4,0
-4,0,0,0,0,0
0,-8,0,0,-6,0
5,-4,0,0,4,0
2,-2,0,64,3,72
8,-5,0,114,3,174
8,-2,0,170,12,265
7,-4,0,249,4,337
8,-1,0,316,12,397
7,-4,0,366,3,433
7,-2,0,376,2,489
-1,-3,0,379,-2,546
1,-1,0,375,-4,562
1,-4,0,368,-4,497
-2,-2,0,312,-5,429
-6,-4,0,230,0,364
-2,-2,86,159,-6,329
-4,-2,199,82,3,241
-3,-3,363,10,2,92
0,-2,410,0,5,0
0,-6,438,0,4,0
8,2,499,0,6,0
8,0,547,0,11,0
8,-5,545,0,7,0
10,0,488,0,3,0
5,-4,421,0,8,0
13,-3,352,0,-,
-1,-3,320,0,1,0
5,-7,237,0,2,0
4,1,77,0,-5,0
-7,-1,0,0,-10,0
3,-7,0,0,4,0
-6,3,0,0,-3,0
-5,-5,0,,-8,0
-5,41,0,,6,0
0,-4,0,0,-9,0
5,2,0,31,-3,0
2,-8,0,103,12,20
16,2,0,147,-2,142
1,-9,0,216,12,243
11,0,0,291,0,325
14,-8,0,356,15,387
-2,-2,0,376,-6,430
7,-7,0,384,4,470
-3,-6,0,380,1,531
-4,-4,0,376,-9,562
0,-9,0,354,0,538
-10,1,54,284,-6,465
-8,-8,163,205,-10,391
-4,-3,324,134,-4,328
-11,-7,390,53,-4,264
0,-2,427,0,2,139
1,1,484,0,-4,1
-5,-2,538,0,10,0
0,-7,569,0,2,0
4,-7,524,0,9,0
7,-7,458,0,12,
9,0,382,0,15,
16,0,322,0,-4,0
0,-11,267,0,8,0
12,2,135,0,-2,0
-2,-3,7,0,-3,0
-1,-4,0,0,-2,0
-2,0,0,,-10,0
-8,0,0,,-6,0
0,-10,0,0,-1,0
-13,0,0,0,-12,0
2,1,0,0,-2,0
-6,-7,0,0,-3,0
2,0,0,16,-7,0
5,-5,0,92,9,32
6,0,0,134,1,135
11,-2,0,207,11,237
11,-4,0,284,7,318
3,-2,0,352,9,382
3,-4,0,373,12,422
8,0,0,379,3,466
6,-5,0,378,0,526
3,-3,0,374,-4,560
0,-4,132,360,-2,530
0,0,234,291,-4,452
-1,-3,310,205,-4,388
-4,-1,382,133,0,324
0,-6,416,48,-4,290
-7,-1,462,0,6,160
0,-4,520,0,0,26
0,-4,555,0,12,0
2,0,526,0,4,0
11,-3,466,0,10,0
4,-2,394,0,12,
11,-1,338,0,,
8,-4,300,0,0,0
10,0,182,0,14,0
0,0,34,0,-3,0
0,-7,0,0,-5,0
7,-1,0,0,4,0
-10,-4,0,,-6,0
2,31,0,,-3,0
-10,-8,0,0,1,0
0,1,0,0,-13,0
4,-8,0,0,-3,0
-8,-6,0,0,0,0
11,-1,0,48,-1,0
-6,-8,0,109,8,13
9,0,0,152,-3,132
5,-7,0,219,15,242
5,-1,0,298,4,318
14,-6,0,354,7,388
-3,-6,0,375,1,423
9,-3,0,384,-4,468
1,-6,30,378,3,525
-4,-1,141,375,-9,565
-3,-9,320,349,-3,538
-4,-1,382,273,-8,465
-10,-8,426,195,-13,399
-5,-7,469,0,0,338
-13,1,533,0,-11,283
2,-5,561,0,4,157
2,-5,536,0,-3,14
-3,-7,466,0,11,0
3,-5,397,0,,
0,-5,326,0,8,0
2,-5,268,0,3,0
12,-11,154,0,12,0
-1,-5,10,0,3,0
10,-9,0,0,6,0
-3,2,0,0,4,0
-1,-9,0,0,-3,0
-8,-7,0,0,-3,0
-7,0,0,,-4,0
-6,0,0,,-9,0
-13,-7,0,0,-7,0
1,-2,0,0,-8,0
-8,1,0,0,-9,0
4,-9,0,0,2,0
3,0,0,0,1,0
11,-2,0,77,2,2
12,-4,0,122,9,89
4,-2,0,188,3,197
12,-5,0,270,10,274
7,-1,0,329,8,354
5,-4,0,370,9,400
3,-1,78,379,2,434
-2,-3,196,379,0,488
-4,-1,344,375,1,543
-3,-3,401,361,-5,560
-4,-3,430,291,-4,510
-4,-3,482,206,-1,439
-1,-5,538,134,-8,369
-6,-3,556,58,2,314
3,-2,506,0,-2,267
3,-1,445,0,6,123
4,-5,375,0,0,1
13,0,326,0,12,0
5,0,265,0,5,0
11,-4,129,0,8,0
6,0,0,0,14,
13,-2,0,0,-31,
-2,-3,0,0,-2,0
3,1,0,0,7,0
-3,-7,0,0,1,0
-10,-4,0,0,-4,0
5,-1,0,,4,0
-13,,0,0,-1,0
5,-8,0,0,-7,0
-9,0,0,0,-2,0
8,-6,0,0,-5,0
11,-8,0,0,-10,0
-4,2,0,27,6,0
13,-8,0,98,-4,0
5,-6,0,141,0,13
7,-3,0,206,9,118
5,-5,0,285,7,232
-6,-4,16,344,11,308
6,-8,115,373,0,382
1,0,2,384,11,414
-9,-8,302,382,-4,466
-4,-4,367,376,3,524
-6,-6,410,364,-1,568
-10,-7,464,301,-8,536
-2,-3,524,222,-1,460
-10,-6,564,150,-14,392
3,-1,544,82,3,334
2,-8,461,7,-6,280
-4,-2,389,0,-1,127
9,-5,324,0,4,2
1,-8,269,0,3,0
8,0,154,0,8,0
5,-8,17,0,4,0
6,-6,0,0,8,
8,-1,0,0,,
-2,-6,0,0,11,0
0,-1,0,0,0,0
-9,-1,0,0,0,0
-10,-9,0,0,0,0
-2,1,0,0,-8,0
-12,-4,0,0,-4,0
4,-4,0,0,-7,0
-7,-,0,,-10,0
7,2,0,0,-3,0
1,-8,0,0,-6,0
5,1,0,8,-2,0
11,-1,0,81,1,0
4,-7,0,124,0,5
9,-2,0,186,10,101
4,-6,0,269,6,213
3,0,68,326,9,284
1,-2,168,372,12,365
2,-3,344,379,4,405
-3,-3,397,378,6,445
-2,-3,436,376,0,507
-4,-1,480,368,3,553
-5,-5,531,308,-1,555
0,-2,556,232,-6,498
-4,-6,506,152,-3,423
3,2,442,86,-7,357
6,-5,377,7,2,306
0,-1,322,0,-4,248
22,-5,266,0,6,97
13,-2,130,0,3,0
7,2,0,0,4,0
13,-6,0,0,9,0
2,-4,0,0,9,0
6,0,0,0,1,
3,-4,0,0,0,0
-3,0,0,0,5,0
4,-5,0,0,10,0
-9,-7,0,0,6,0
-1,3,0,0,-1,0
-6,-5,0,0,-1,0
-5,-4,0,0,-3,0
-1,-,0,,-6,0
0,2,0,0,0,0
10,-9,0,0,0,0
-4,1,0,13,-7,0
15,0,0,85,1,0
4,-7,0,130,7,0
1,1,38,187,-2,0
14,-8,134,250,15,87
-6,-4,314,324,0,197
1,-5,381,367,7,284
1,-5,418,379,11,358
-8,-3,478,382,0,408
-1,-8,536,378,8,441
0,-2,565,373,-5,498
-15,-8,526,322,4,550
0,0,453,247,-5,555
-4,-8,380,176,-7,494
-3,-6,319,106,-4,423
4,-5,259,30,-14,360
1,-6,127,0,3,312
-1,-3,1,0,-7,229
8,-8,0,0,0,75
5,-2,0,0,5,0
7,-2,0,0,6,0
10,-8,0,0,12,0
-1,0,0,0,5,0
5,-5,0,0,,
-2,-5,0,0,9,0
-5,,0,,10,0
-5,1,0,0,-1,0
-8,-7,0,0,2,0
-5,-5,0,0,0,0
-9,-2,0,0,-8,0
-2,-6,0,0,-3,0
-3,-1,0,0,-9,0
4,-5,0,0,-13,0
10,-1,0,7,1,0
1,-1,7,79,-5,0
11,-7,102,122,-2,0
10,0,211,178,2,0
5,-5,291,252,-1,63
10,0,363,318,13,169
1,-4,402,367,6,266
1,-4,441,376,9,325
1,0,486,379,4,393
-5,-7,534,377,10,421
-3,0,555,374,1,482
-3,-5,499,340,-3,544
-6,-1,429,261,1,562
-2,-4,366,176,-7,519
2,-4,307,106,-2,437
-3,-3,236,30,-7,376
5,-3,96,0,-6,322
5,-2,0,0,0,277
0,-5,0,0,4,151
11,1,0,0,9,20
9,1,0,0,3,0
0,-5,0,0,13,0
14,1,0,0,9,0
-2,-2,0,0,10,
12,-3,0,0,,0
-4,2,0,0,11,0
-2,-7,0,0,3,0
-2,-4,0,,8,0
-7,9,0,,1,0
1,-1,0,0,-4,0
-7,-7,0,0,-1,0
1,0,0,0,-3,0
-4,-7,0,0,-6,0
2,-2,0,1,-1,0
9,2,65,74,0,0
-3,-9,162,123,-7,0
14,2,333,170,8,0
2,-9,393,245,1,0
0,0,426,315,5,76
12,-2,492,362,4,181
-2,-7,547,377,1,281
0,0,559,385,12,348
2,-9,507,378,0,408
-13,0,437,376,11,438
0,-5,363,346,-5,489
-4,-6,313,272,1,544
3,-3,242,194,1,569
3,-8,93,122,-10,514
-7,-1,0,51,-4,442
-9,-8,0,0,-12,369
5,-2,0,0,3,328
-4,-7,0,0,2,271
4,-4,0,0,-6,134
6,0,0,0,9,3
253,-7,0,0,3,0
5,-1,0,0,8,0
11,-1,0,0,9,0
0,-8,0,0,2,
0,0,0,0,-37,
0,-6,0,0,10,0
-6,-3,0,0,7,0
-3,-1,0,0,-2,0
-9,-6,0,0,2,0
-7,0,0,,-4,0
-8,,0,0,-8,0
-1,-1,154,0,-1,0
0,-5,178,0,-11,0
4,0,309,65,-12,0
10,-6,386,113,3,0
3,0,408,164,-6,0
10,-3,458,247,0,0
12,-1,507,319,4,10
5,-4,552,369,-1,117
6,-1,537,376,14,230
1,-3,482,378,4,306
0,-4,410,379,12,375
1,-3,355,373,1,414
-2,-4,303,309,7,457
-4,2,213,236,-1,525
-2,-5,72,151,0,556
-6,0,0,86,0,545
1,-6,0,3,-5,486
2,1,0,0,-2,403
-5,2,0,0,-8,343
6,-6,0,0,-3,291
7,-3,0,0,0,210
4,-4,0,0,5,57
8,-2,0,0,8,0
9,2,0,0,3,0
12,0,0,0,12,0
0,-5,0,0,10,
10,-5,0,0,3,
-2,-4,0,0,8,0
0,1,0,0,9,0
-5,-5,0,0,4,0
-5,-8,0,0,5,0
-1,2,0,,1,0
-9,,20,0,-7,0
3,-4,138,0,-2,0
-1,-5,234,4,-2,0
4,-2,308,72,-8,0
14,-9,382,124,0,0
0,0,415,174,2,0
12,-7,466,248,-4,0
9,-1,535,322,7,0
1,-6,570,365,2,19
8,-6,530,378,10,127
-6,1,463,382,2,235
-12,-8,382,376,9,317
-5,1,325,373,13,381
-5,-9,273,322,-2,426
0,-2,150,247,9,461
-2,-6,17,169,-5,523
-16,-5,0,99,0,560
2,-7,0,28,-7,540
-14,-9,0,0,-10,469
-2,0,0,0,-3,397
7,-4,0,0,-11,337
-4,-6,0,0,2,288
11,-2,0,0,-5,168
244,-8,0,0,3,21
3,-1,0,0,10,0
10,1,0,0,1,0
-2,-10,0,0,11,0
2,0,0,0,8,0
1,-5,0,0,1,0
-8,-5,0,,5,0
-3,62,0,,,
-8,0,0,0,-4,0
-12,-7,0,0,0,0
-1,-6,82,0,1,0
-6,0,18,0,-11,0
4,-7,282,0,-6,0
-2,0,352,44,-5,0
12,-4,402,111,-12,0
7,-1,426,162,1,0
7,-4,484,245,1,0
12,-2,542,317,-7,0
4,-2,556,367,4,0
9,-5,496,374,3,84
2,-1,427,380,8,184
0,-6,354,375,8,272
0,2,313,373,4,337
-4,-4,225,320,14,398
-5,-1,72,243,1,433
-1,-4,0,158,2,486
-2,-3,0,88,0,541
-5,-4,0,9,-3,562
0,-3,0,0,-2,509
-2,3,0,0,-7,440
6,-6,0,0,-2,364
8,-1,0,0,-6,318
10,2,0,0,4,237
6,2,0,0,5,100
-50,-2,0,0,8,0
9,-2,0,0,7,0
11,-12,0,0,13,0
3,-2,0,0,9,0
1,-8,0,0,10,0
-1,1,0,0,9,0
0,-8,0,0,7,
-3,-6,0,,-27,
-5,4,64,,4,0
-1,0,18,0,2,0
-8,-6,264,0,-3,0
4,-2,334,51,-5,0
1,-6,396,114,0,0
-2,-4,436,157,-5,0
14,-3,494,228,-6,0
2,-8,552,303,0,0
9,-1,568,357,-8,0
9,-6,500,375,7,0
3,-1,430,384,7,28
11,-6,350,378,0,132
-6,-4,302,375,11,241
1,-5,219,334,4,326
1,-6,66,258,12,385
-8,-3,0,182,-2,430
-6,-8,0,108,7,466
-8,-3,0,38,-4,526
-13,-7,0,0,-8,562
4,-3,0,0,-1,536
0,-6,0,0,-13,462
-4,-8,0,0,-2,394
2,-2,0,0,-4,330
0,-8,0,0,-7,268
10,-5,0,0,4,137
33,-2,0,0,-5,0
8,-7,0,0,11,0
1,-1,0,0,2,0
5,-3,0,0,7,
-4,-7,0,0,0,
1,0,0,0,8,0
-4,-5,0,0,-4,0
-8,-,56,,12,0
-3,4,17,0,-5,0
-12,-2,261,0,-4,0
