normal,2fase,desb,inc,i normal,i 2 fase,i desb ,i inc
-8,-2,5,1,258,220,0,254
8,3,-13,-7,329,66,370,172
-5,7,-13,-8,355,0,360,104
-6,6,0,1,372,0,362,32
8,8,-4,-8,375,0,320,0
-10,7,15,2,368,0,250,0
8,7,10,-4,366,0,182,0
-8,8,24,2,320,0,110,0
7,2,32,-5,241,0,34,0
-8,5,39,0,181,0,0,0
-8,0,48,-8,104,0,0,0
8,0,40,-2,32,0,0,0
-8,-3,53,0,0,0,0,0
3,-3,46,-10,0,0,0,0
-1,-5,43,-3,0,0,0,0
-1,-6,52,-6,0,0,0,0
11,1,34,-5,0,0,0,0
-8,-5,36,1,0,0,0,0
-3,3,32,-8,0,0,0,0
6,9,14,-1,0,0,0,0
-7,0,29,-1,0,79,0,0
5,0,12,-10,0,0,0,15
-3,12,20,0,0,193,0,78
-9,6,9,-5,0,288,0,125
8,15,9,-4,0,355,0,180
-8,12,17,-4,0,408,41,261
0,3,15,-7,0,434,111,328
4,5,19,-1,0,483,161,366
19,-6,16,-10,0,541,242,376
-5,2,19,2,0,555,319,379
8,-4,8,-5,45,495,366,370
9,-6,14,-3,102,428,0,366
-4,-2,0,-4,146,355,0,310
12,-5,3,-5,207,309,381,235
-6,3,8,0,282,237,373,161
11,-5,7,-8,345,66,367,87
-5,12,5,-2,365,0,319,0
0,0,11,0,376,0,238,0
8,9,0,-5,374,0,162,0
-7,11,17,0,369,0,86,0
11,-1,4,-3,355,0,10,0
-7,11,8,-6,295,0,0,0
12,0,-1,-1,218,0,0,0
-6,-2,-13,-5,159,0,0,0
0,1,-15,-3,78,0,0,0
6,-9,-32,0,13,0,0,0
0,-4,-35,-4,0,0,0,0
11,0,-44,0,0,0,0,0
-5,-10,-47,-4,0,0,0,0
8,-8,-38,0,0,0,0,0
10,-3,-43,-2,0,0,0,0
-6,-7,-28,-4,0,0,0,0
4,3,-39,0,0,0,0,0
2,-2,-33,-5,0,73,0,0
-2,10,-32,0,0,186,0,46
9,6,-42,0,0,272,0,104
-7,3,-27,-4,0,0,56,144
-4,-44,-40,1,0,0,117,211
8,9,-25,-6,0,396,152,292
-6,1,-31,2,0,435,231,343
4,-1,-32,-2,0,495,304,374
10,-1,-25,-6,0,546,354,379
-11,-8,-27,-1,18,566,3,375
12,-3,64,-7,0,498,0,375
-43,-8,-10,2,0,432,369,356
-9,-3,-18,-8,128,361,357,285
9,-5,4,2,189,307,360,216
-7,0,-8,-7,257,237,318,130
-6,1,16,2,326,104,254,63
6,3,11,-2,355,0,187,0
-7,8,16,-7,372,0,117,0
8,9,35,0,376,0,48,0
-10,6,32,0,368,0,0,0
8,9,52,-8,366,0,0,0
2,7,45,0,319,0,0,0
-6,5,48,1,242,0,0,0
5,2,52,-8,176,0,0,0
-8,-2,41,0,99,0,0,0
8,0,52,-3,31,0,0,0
-10,-4,39,-7,0,0,0,0
2,-4,33,2,0,0,0,0
0,-2,37,-9,0,0,0,0
-9,-7,26,-2,0,0,0,0
11,1,30,-1,0,0,0,0
-9,1,17,-8,0,0,0,0
-3,1,11,0,0,0,0,0
7,6,11,-5,0,0,0,0
-4,1,15,-7,0,62,0,42
5,0,17,0,0,0,2,103
9,0,16,-8,0,0,72,140
-9,12,18,1,0,171,126,205
10,10,20,-8,0,279,190,286
2,7,15,-3,0,341,280,344
0,15,12,-4,0,401,341,373
0,-1,11,-4,0,429,372,378
8,7,14,-4,0,484,0,373
-6,-3,-96,-7,0,542,0,368
-4,-1,4,-1,51,552,378,341
9,-5,12,-6,105,488,373,279
-5,-6,3,-1,149,424,356,206
10,2,10,-5,213,364,283,124
-5,-9,4,-1,288,324,217,5
4,5,3,1,348,255,141,0
4,-4,14,-2,365,96,64,0
1,-2,6,-3,377,0,0,0
6,10,11,0,373,0,0,0
-5,3,-8,-5,368,0,0,0
9,11,-16,-4,354,0,0,0
-1,4,-15,-1,301,0,0,0
6,7,-34,-5,226,0,0,0
-2,9,-36,0,169,0,0,0
1,-5,-48,-5,89,0,0,0
11,-2,-40,0,18,0,0,0
-7,-3,-40,-1,0,0,0,0
10,-9,-42,-3,0,0,0,0
-6,-2,-30,-1,0,0,0,0
-3,-10,-37,-5,0,0,0,0
9,-13,-38,-2,0,0,0,0
-2,3,-34,-5,0,0,0,0
5,-6,-39,-5,0,0,2,15
9,-1,-27,3,0,0,73,86
-6,6,-40,-5,0,72,128,134
9,0,-26,1,0,0,176,190
4,5,-35,-6,0,172,256,279
-2,10,-27,-4,0,268,320,340
8,5,-26,-1,0,339,362,372
-8,8,-23,-2,0,393,366,379
-7,0,-12,3,0,435,368,375
0,0,-15,-7,0,493,0,372
9,0,0,3,0,546,0,356
-5,-9,2,-8,0,561,358,280
3,-4,-5,2,56,510,306,211
-1,-6,17,-7,112,444,237,126
0,-8,12,-1,156,369,169,54
9,-4,20,0,221,310,96,0
-8,0,32,-7,298,245,27,0
9,5,38,-8,351,125,0,0
-7,2,51,1,366,0,0,0
5,8,41,-4,377,0,0,0
8,8,52,-4,373,0,0,0
-10,7,46,-4,368,0,0,0
8,8,42,-9,349,0,0,0
-12,7,55,0,274,0,0,0
9,7,46,0,200,0,0,0
-8,-1,34,-8,130,0,0,0
6,1,33,0,53,0,0,0
-6,1,18,-7,0,0,0,0
-9,-2,35,-6,0,0,0,0
11,-6,14,1,0,0,0,0
0,-2,12,-8,0,0,0,0
0,-4,14,-8,0,0,0,0
11,-3,11,-2,0,0,0,0
-9,0,20,-9,0,0,51,34
9,0,17,-1,0,0,112,102
7,8,16,-7,0,0,169,147
-6,8,21,-3,0,79,256,220
6,8,16,-6,0,183,327,300
-4,10,11,-6,0,283,366,353
2,0,8,0,0,0,376,373
10,5,10,-8,0,350,381,378
-8,13,7,-2,0,401,3,374
0,-1,74,-9,0,436,0,368
4,5,8,1,0,492,368,353
-5,4,4,-5,20,542,315,276
1,-7,10,-4,0,553,235,205
0,3,1,-1,93,504,164,122
-3,-6,9,-5,127,432,90,0
5,-5,11,0,186,366,28,0
0,-5,6,-2,254,321,0,0
-6,0,8,-6,320,240,0,0
11,5,-11,0,357,97,0,0
-5,2,-17,-4,373,0,0,0
9,16,-20,-1,377,0,0,0
-4,1,-37,-2,367,0,0,0
9,11,-39,-4,362,0,0,0
9,14,-48,0,319,0,0,0
-7,-2,-38,-6,250,0,0,0
10,7,-40,-2,181,0,0,0
-5,-3,-40,-3,111,0,0,0
12,-4,-33,-3,32,0,0,0
7,0,-42,1,0,0,0,0
7,-10,-33,-4,0,0,0,0
-7,-8,-38,-3,0,0,0,0
-7,-4,-33,-2,0,0,45,0
9,-11,-34,-5,0,0,115,25
-3,0,-33,0,0,0,150,90
-6,1,-31,-6,0,0,225,141
6,-5,-34,0,0,0,307,200
1,0,-25,-5,0,21,353,282
1,4,-28,-2,0,126,0,343
9,7,0,-4,0,233,0,368
-8,9,-12,-6,0,0,370,379
-2,16,-18,3,0,0,362,377
5,0,4,-7,0,369,360,373
-7,12,-7,1,0,414,321,363
7,-2,2,-8,0,469,253,302
30,-1,13,-1,0,526,188,224
8,-2,14,-5,0,561,121,153
-10,-8,35,-8,33,536,54,78
11,0,29,2,100,458,0,0
-10,-13,45,-45,148,386,0,0
10,2,46,-8,222,328,0,0
-10,-6,40,-5,303,272,0,0
8,2,56,-2,355,153,0,0
-6,5,44,-6,366,14,0,0
-5,6,52,0,379,0,0,0
7,11,50,-7,374,0,0,0
-9,11,32,-6,369,0,0,0
9,3,38,3,351,0,0,0
-11,3,28,-5,278,0,0,0
9,8,24,-5,200,0,0,0
-10,6,17,-4,126,0,0,0
7,3,10,-9,48,0,0,0
7,0,14,1,0,0,0,0
-8,0,17,-2,0,0,0,0
8,-1,13,-9,0,0,10,0
-4,-4,18,0,0,0,84,0
3,0,16,-7,0,0,134,3
12,-7,21,-3,0,0,206,72
-9,0,15,-5,0,0,292,115
8,0,13,-10,0,0,349,163
5,2,8,0,0,0,373,241
-5,11,10,-8,0,0,381,306
7,0,7,0,0,0,377,353
-4,4,10,1,0,171,0,374
-8,11,-65,-10,0,270,0,377
9,8,5,2,0,346,356,374
-8,10,7,-9,0,397,291,367
2,0,14,0,0,434,216,349
4,0,2,-3,0,482,144,271
-7,7,13,-7,26,533,66,200
0,-10,8,1,0,553,0,127
0,2,8,-8,0,499,0,55
9,-10,6,-1,94,417,0,0
-4,0,-15,-4,126,368,0,0
-3,4,-16,-1,183,319,0,0
11,-8,-24,-59,260,245,0,0
-5,11,-39,-1,326,117,0,0
10,-6,-40,-3,360,0,0,0
-5,9,-51,0,374,0,0,0
11,5,-43,-5,376,0,0,0
-5,5,-43,-5,368,0,0,0
8,14,-36,0,358,0,0,0
8,-3,-34,-6,308,0,0,0
2,9,-40,1,93,0,0,0
2,1,-32,-4,72,0,0,0
12,-4,-40,0,54,0,0,0
12,-3,-27,0,22,0,62,0
2,-4,-36,-4,0,0,123,0
-5,-10,-30,-3,0,0,164,0
14,-5,-32,-6,0,0,244,0
-7,-13,-31,-6,0,0,316,57
2,2,-23,2,0,0,356,108
9,2,-27,-5,0,0,0,166
-4,-3,0,1,0,0,0,240
8,3,-14,-6,0,41,372,319
0,0,-16,0,0,148,363,358
-7,2,0,-4,0,246,362,376
10,12,-5,-1,0,0,320,379
-8,0,8,-6,0,321,254,373
-1,-1,14,-8,0,387,192,374
6,10,11,2,0,426,116,339
-8,-3,33,-7,0,484,51,257
8,-1,30,1,0,542,0,189
-7,-8,37,-8,0,559,0,104
-10,-7,51,0,0,512,0,0
0,-6,42,0,0,430,0,0
11,-13,51,1,105,356,0,0
-10,1,48,-7,157,303,0,0
11,-8,47,-2,233,218,0,0
-10,4,52,-6,312,78,0,0
10,3,35,-6,358,0,0,0
-7,11,39,0,370,0,0,0
-5,12,33,-7,379,0,0,0
6,4,11,-7,372,0,0,0
-9,12,23,-2,367,0,0,0
8,7,18,-7,337,0,0,0
-11,5,15,0,257,0,0,0
7,3,14,-8,184,0,0,0
-10,-2,8,-9,109,0,4,0
8,-4,19,-1,31,0,78,0
7,-3,16,-8,0,0,129,0
-8,-4,21,-5,0,0,193,0
8,-4,16,-4,0,0,274,0
-4,-1,16,-10,0,0,340,55
3,-6,12,-1,0,0,368,111
11,3,9,-8,0,0,379,161
-9,3,10,-1,0,0,378,238
8,4,6,-7,0,13,0,315
5,13,39,-3,0,133,0,360
-4,5,11,-4,0,238,362,376
8,11,4,-6,0,0,289,378
-5,0,12,-2,0,319,213,373
-8,6,0,-7,0,387,140,368
9,13,7,-2,0,411,67,331
-7,-2,12,-6,0,466,0,247
2,3,6,-2,0,522,0,178
2,-3,9,-4,0,558,0,94
-8,-10,-10,-2,0,526,0,0
0,5,-16,0,0,457,0,24
10,-13,-30,-2,105,384,0,0
-3,5,-35,-3,144,340,0,0
8,-9,-38,0,210,290,0,0
-2,8,-49,-5,281,169,0,0
-4,11,-40,0,340,22,0,0
10,-4,-42,-2,363,0,0,0
-4,13,-32,-6,377,0,0,0
9,5,-33,1,373,0,0,0
-6,7,-40,-5,367,0,0,0
9,5,-31,0,353,0,0,0
6,-6,-36,0,294,0,0,0
-4,6,-31,-5,225,0,50,0
6,1,-32,-3,161,0,113,0
-4,-9,-34,-3,89,0,154,0
4,-4,-27,-5,18,0,225,0
0,-6,-35,2,0,0,308,0
4,-10,-23,-6,0,0,353,27
12,-2,-29,1,0,0,0,91
-7,-10,0,0,0,0,0,132
1,3,-20,-5,0,0,373,192
6,2,-13,2,0,0,363,274
-5,-4,-11,-6,0,8,360,339
8,9,-1,1,0,109,316,368
-3,1,0,-7,0,212,243,380
-7,8,15,-4,0,0,183,379
10,0,12,-2,0,0,112,374
0,5,25,-5,0,366,37,366
0,6,31,1,0,405,0,309
8,8,41,-7,0,445,0,228
-9,-2,49,1,0,511,0,159
0,0,39,-9,0,557,0,86
9,-9,55,-3,0,549,0,14
8,-10,44,-4,0,482,0,0
-9,-2,41,-6,45,408,0,0
7,-12,53,1,104,338,0,0
-5,4,31,1,147,289,0,0
2,-7,39,-7,213,174,0,0
3,7,31,0,285,40,0,0
-2,1,24,-2,343,0,0,0
9,5,31,-8,363,0,0,0
-8,11,12,-4,376,0,0,0
8,4,12,-5,376,0,0,0
-7,9,11,-4,368,0,0,0
3,4,15,1,360,0,43,0
-4,3,18,-9,296,0,103,0
0,1,15,-7,231,0,162,0
9,2,22,-2,162,0,244,0
-11,-3,13,-8,82,0,325,0
9,-2,15,-1,8,0,364,0
5,-4,9,-8,0,0,376,32
-6,-5,12,-3,0,0,384,97
9,0,6,-5,0,0,0,136
-5,-4,7,-8,0,0,0,195
4,3,12,0,0,0,368,277
10,6,3,-8,0,0,322,336
-8,0,6,0,0,0,236,366
9,22,8,-6,0,0,170,378
4,13,3,-8,0,145,86,377
-5,7,14,0,0,247,14,373
7,13,5,-9,0,321,0,365
-5,2,5,0,0,392,0,322
-7,6,-5,-6,0,411,0,238
9,3,-14,-1,0,464,0,175
-7,-3,-18,-2,0,524,0,90
1,4,-32,-6,0,558,0,20
2,-9,-40,-2,0,526,0,0
-7,-1,-44,-6,0,458,0,0
2,-6,-45,0,0,388,0,0
11,-5,-40,0,113,343,0,0
-5,-1,-39,-4,160,285,0,0
8,0,-33,0,232,141,0,0
-2,10,-38,0,301,5,0,0
-4,-4,-33,-5,355,0,0,0
10,15,-40,-3,368,0,0,0
-5,4,-38,-3,379,0,53,0
9,1,-30,-4,369,0,117,0
-6,14,-38,-2,369,0,158,0
10,-6,-25,-4,339,0,230,0
-6,1,-37,1,271,0,310,0
9,1,-23,-1,197,0,354,0
6,-8,-10,-6,130,0,373,0
-3,-1,-10,1,55,0,368,0
10,0,-16,-6,0,0,0,31
-4,-15,0,0,0,0,0,94
4,0,-3,-6,0,0,362,133
2,-4,-3,-5,0,0,315,201
-6,-3,8,4,0,0,246,282
10,4,15,-7,0,0,187,348
4,1,12,0,0,0,109,369
-2,-1,32,-7,0,101,43,380
10,8,32,1,0,210,0,376
-3,5,37,-5,0,0,0,373
-5,7,52,-3,0,0,0,357
9,10,44,-6,0,365,0,292
-7,-1,49,-8,0,409,0,213
0,5,51,3,0,452,0,145
2,-2,42,-9,0,513,0,66
-9,-5,52,1,0,555,0,0
4,-5,33,-2,0,552,0,0
9,-8,30,-8,0,493,0,0
-9,-5,37,9,6,414,0,0
-7,-9,9,1,70,352,0,0
9,-2,30,-6,116,303,0,0
-8,-3,17,-3,162,213,0,0
3,4,9,0,238,67,0,0
0,10,16,-7,308,0,0,0
0,1,8,2,354,0,8,0
2,11,18,-2,366,0,80,0
-8,10,18,-8,378,0,129,0
8,5,16,-2,373,0,196,0
-8,10,25,-8,368,0,282,0
5,1,13,-2,348,0,346,0
-5,1,15,0,276,0,0,0
2,1,369,-9,210,0,0,0
9,-5,5,0,141,0,381,0
-11,-3,14,-4,60,0,376,18
9,-3,6,-5,0,0,373,89
-8,-6,12,-3,0,0,354,128
-6,-2,3,-8,0,0,274,183
8,2,12,-2,0,0,199,268
-6,-3,3,-6,0,0,127,338
4,5,4,-3,0,0,57,367
9,5,13,-4,0,0,0,379
-8,0,4,-5,0,86,0,376
11,11,5,-4,0,199,0,372
4,9,-7,-5,0,0,0,360
-5,0,-18,-3,0,0,0,297
8,14,-19,-6,0,363,0,225
-6,-2,-35,-2,0,410,0,157
-7,12,-40,-4,0,438,0,0
9,-4,-45,0,0,499,0,0
-8,-2,-42,-1,0,547,0,0
2,-2,-42,-4,0,545,0,0
2,-7,-41,-7,0,488,0,0
0,1,-32,-1,0,421,0,0
8,-7,-38,-4,73,352,0,0
12,1,-38,-3,116,320,0,0
-6,-4,-37,-3,169,237,0,0
9,2,-33,-6,243,77,65,0
-3,9,-32,1,309,0,122,0
-4,-3,-35,-5,357,0,170,0
10,14,-28,0,368,0,245,0
-5,2,-36,0,378,0,324,0
10,0,-21,-4,367,0,356,0
-6,12,-27,-1,367,0,369,0
9,-2,-12,-4,332,0,369,0
-6,0,-1,-3,266,0,0,0
-2,2,8,3,192,0,363,0
6,-13,2,-5,124,0,358,57
-4,0,1,2,44,0,310,108
10,-4,-2,-5,0,0,232,170
-4,3,14,2,0,0,174,238
5,3,13,1,0,0,100,313
2,-7,25,-5,0,0,28,358
-5,-9,33,2,0,0,0,374
4,5,41,-7,0,0,0,382
4,-4,49,2,0,54,0,374
0,4,41,-9,0,163,0,372
9,6,54,2,0,0,0,334
-3,253,48,-7,0,0,0,248
-6,5,42,1,0,324,0,180
9,11,50,0,0,390,0,103
-2,0,43,0,0,427,0,0
1,0,35,-9,0,484,0,33
1,0,31,2,0,538,0,0
0,-6,16,-6,0,569,0,0
8,-3,32,-4,0,524,0,0
9,-9,13,-4,0,458,0,0
4,-7,12,-8,19,382,0,0
-5,-8,17,0,86,322,0,0
9,-1,11,-6,124,267,42,0
-8,0,19,-8,178,135,102,0
5,4,15,0,256,7,163,0
-2,10,25,-5,326,0,238,0
2,3,12,-4,362,0,319,0
2,10,17,-6,370,0,358,0
-3,12,15,-9,377,0,376,0
3,5,5,0,369,0,380,0
-8,6,13,-3,367,0,0,0
6,1,7,-8,331,0,0,0
-8,0,4,-2,261,0,368,0
3,1,12,-8,196,0,326,57
8,-2,6,-2,125,0,240,110
-10,-4,11,-7,43,0,170,160
10,-2,2,-9,0,0,90,224
-9,-6,8,0,0,0,25,303
-5,1,12,-8,0,0,0,354
6,2,7,-1,0,0,0,372
-7,-5,6,-8,0,0,0,379
7,6,-13,0,0,0,0,374
-3,7,-19,0,0,0,0,373
1,0,-22,-7,0,0,0,354
-8,4,-39,-1,0,132,0,289
-3,8,-39,-6,0,234,0,208
-3,9,-49,0,0,310,0,154
9,12,-49,-2,0,382,0,0
-9,0,-40,17,0,416,0,0
-7,10,-41,-4,0,462,0,0
9,-2,-33,-2,0,520,0,0
0,0,-42,-4,0,555,0,0
6,-5,-33,0,0,526,0,0
3,-5,-37,-4,0,466,39,0
0,-1,-30,0,7,394,100,0
-8,-9,-34,-2,81,338,146,0
11,3,-32,-6,122,300,204,0
-5,-1,-31,1,177,182,290,0
11,4,-33,-3,260,34,346,0
-4,14,-22,-3,321,0,364,0
-3,0,-28,1,364,0,369,0
10,12,-8,-5,375,0,0,0
-4,9,0,3,377,0,0,0
10,1,-18,-2,368,0,358,0
-8,8,3,-5,366,0,339,0
10,-6,-2,-1,315,0,264,0
-6,-12,3,-7,245,0,204,67
8,-5,15,1,173,0,138,112
5,-5,15,-7,103,0,61,177
-4,0,36,-3,24,0,0,253
9,-2,32,-6,0,0,0,322
-2,-16,46,-4,0,0,0,362
6,2,46,0,0,0,0,375
1,-14,40,-8,0,0,0,378
-5,-2,56,1,0,0,0,370
10,7,43,-7,0,30,0,367
3,-4,42,0,0,141,0,322
0,11,50,-6,0,0,0,249
8,244,31,-4,0,0,0,174
-4,3,37,-4,0,320,0,100
-7,10,28,0,0,382,0,0
9,-2,10,-4,0,426,0,18
-7,2,26,2,0,469,0,0
2,1,11,-9,0,533,0,0
0,-8,14,0,0,561,0,0
-9,-3,17,0,0,536,15,0
10,-8,15,-6,0,466,87,0
-10,-12,20,-2,0,397,133,0
3,-1,14,-5,0,326,204,0
-5,-6,23,-10,100,268,290,0
8,4,14,1,139,154,352,0
-9,-2,18,-3,207,10,370,0
12,12,4,-6,288,0,381,0
-11,7,15,-3,342,0,0,0
9,7,378,-9,364,0,0,0
1,12,2,-2,376,0,373,0
-3,4,14,0,375,0,348,0
3,9,9,-8,368,0,280,0
-6,2,6,0,357,0,206,0
6,0,9,-7,293,0,139,56
-8,0,3,-6,231,0,63,109
3,-4,14,-3,161,0,0,157
-3,-5,10,-6,85,0,0,229
0,-1,4,-4,20,0,0,305
11,-2,4,-7,0,0,0,356
-11,-5,-19,-3,0,0,0,373
7,0,-18,-5,0,0,0,378
12,-2,-33,-3,0,0,0,370
12,6,-40,-4,0,0,0,367
-6,8,-40,-4,0,78,0,330
-6,10,-52,-4,0,196,0,256
4,6,-39,-5,0,0,0,183
-2,-50,-42,-2,0,0,0,109
-7,9,-33,0,0,344,0,0
0,11,-36,-6,0,401,0,29
5,3,-41,0,0,430,0,0
-4,1,-35,-5,0,482,0,0
7,-1,-38,0,0,538,70,0
-4,0,-30,-2,0,556,118,0
0,-3,-36,-6,0,506,171,0
-6,-5,-27,-1,0,445,237,0
9,-1,-34,-2,0,375,310,0
-7,-8,-30,-3,66,326,355,0
4,4,-23,-4,115,265,367,0
4,1,-24,-7,158,129,368,0
-1,-2,-1,3,238,0,0,0
6,14,0,-1,309,0,362,0
-1,2,-14,-5,356,0,355,0
9,9,2,-1,367,0,314,0
0,9,-4,-6,376,0,234,0
4,3,10,0,369,0,181,0
1,11,14,-6,366,0,104,38
-7,-6,22,-1,351,0,29,102
9,1,36,-5,285,0,0,148
-6,1,33,-6,220,0,0,225
8,-8,52,5,149,0,0,298
-3,-6,42,-8,81,0,0,357
-4,-8,42,0,5,0,0,374
8,-13,56,-6,0,0,0,381
-3,4,49,-2,0,0,0,375
5,0,47,-4,0,0,0,373
0,-4,43,-4,0,0,0,340
-4,2,31,-2,0,16,0,266
10,0,37,-5,0,115,0,189
3,10,20,2,0,2,0,118
1,33,12,0,0,0,0,0
8,8,22,-8,0,302,0,42
-5,1,10,-1,0,367,0,0
-6,5,14,-7,0,410,0,0
8,-4,14,-9,0,464,26,0
-3,1,19,2,0,524,93,0
2,-4,16,-4,0,564,140,0
8,-8,17,-6,0,544,214,0
-9,-3,19,-2,0,461,298,0
2,-12,16,-8,0,389,356,0
2,1,19,0,0,324,373,0
46,-7,7,1,0,269,381,0
-3,1,14,-10,85,154,0,0
12,3,0,0,128,17,0,0
-8,8,6,-6,186,0,369,0
8,13,11,-5,266,0,338,0
-6,5,5,1,321,0,262,0
4,12,8,-9,362,0,186,0
9,10,8,-2,370,0,116,0
-9,7,4,-2,377,0,38,61
8,1,16,-8,368,0,0,112
-9,0,6,0,365,0,0,152
6,-4,5,-8,317,0,0,228
-8,0,0,-2,253,0,0,307
-7,-4,-22,-7,184,0,0,358
8,-4,-20,-5,110,0,0,374
-11,-4,-28,-1,29,0,0,379
10,-7,-43,-8,0,0,0,372
-10,3,-39,-2,0,0,0,369
-2,0,-50,-8,0,0,0,337
6,6,-40,-2,0,0,0,264
-7,8,-40,-6,0,68,0,187
7,3,-34,-1,0,168,0,117
-4,11,-34,0,0,0,0,0
-7,-53,-39,-6,0,0,0,37
11,10,-37,-3,0,344,38,0
-10,11,-31,-2,0,397,99,0
-2,-1,-28,-4,0,436,138,0
4,4,-25,-4,0,480,226,0
-5,0,-32,-3,0,531,283,0
9,-5,-36,-1,0,556,338,0
-6,-1,-26,-3,0,506,357,0
-7,-8,-27,-5,0,442,369,0
10,-6,-20,-2,1,377,0,0
0,0,364,-5,0,322,0,0
0,-2,-16,1,58,266,360,0
3,6,-8,-5,115,130,344,0
3,-2,-1,-5,149,0,279,0
-8,11,2,1,224,0,207,0
12,1,13,-5,302,0,154,0
-4,10,12,-3,350,0,72,0
8,13,31,-4,366,0,6,25
-1,-2,39,-6,377,0,0,97
4,10,32,3,370,0,0,132
2,0,52,-7,367,0,0,208
-6,-5,47,1,354,0,0,279
10,0,45,-8,281,0,0,344
-7,-8,57,-3,217,0,0,366
7,-10,43,-3,145,0,0,378
-1,-3,51,-4,77,0,0,374
-2,-6,38,-1,0,0,0,369
7,-5,29,-6,0,0,0,356
-2,0,38,-7,0,0,0,194
5,-5,27,-1,0,0,0,177
0,5,26,-1,0,38,0,126
-2,0,19,-7,0,134,0,50
5,2,11,-3,0,0,0,0
1,4,15,-4,0,0,0,0
2,11,11,9,0,314,52,0
8,-2,20,-10,0,381,111,0
-4,12,15,3,0,418,171,0
-5,-4,22,-9,0,478,255,0
6,1,14,-8,0,536,324,0
-4,-9,16,0,0,565,3,0
4,-7,64,-6,0,526,0,0
8,1,12,-4,0,453,376,0
1,-14,4,-5,0,380,382,0
-7,2,17,-10,0,319,374,0
9,-9,2,2,0,259,364,0
0,5,14,-2,50,127,306,0
0,1,3,-8,104,1,223,0
5,0,11,-1,148,0,152,0
-9,13,5,-7,218,0,73,0
9,8,10,-3,295,0,0,0
-8,6,17,2,344,0,0,58
6,7,2,-9,366,0,0,109
-1,2,5,0,377,0,0,156
0,3,-3,-8,375,0,0,217
7,2,-24,-8,368,0,0,293
-9,-5,-24,-1,357,0,0,352
7,-1,-31,-9,293,0,0,367
-8,-3,-42,0,231,0,0,378
4,-6,-43,-9,158,0,0,369
5,-2,-49,0,85,0,0,368
-9,-6,-38,-3,9,0,0,354
10,0,-41,-5,0,0,0,288
-9,1,-31,-3,0,0,0,213
-1,5,-39,-7,0,7,0,145
4,9,-36,-1,0,102,0,65
-8,6,-37,-5,0,211,72,0
9,8,-31,-2,0,291,120,0
8,9,-35,3,0,363,169,0
-8,0,-31,-4,0,0,236,0
8,8,-33,-2,0,402,315,0
-1,4,-34,-2,0,441,356,0
0,4,-21,-4,0,486,367,0
10,2,-27,-3,0,534,369,0
-9,-4,0,-2,0,555,0,0
9,-2,13,-2,0,499,363,0
0,-5,-16,-3,0,429,355,0
5,-4,0,-4,0,366,318,0
-6,-1,-4,0,0,307,242,0
7,1,7,-4,2,236,178,0
-3,8,16,-3,63,96,115,0
-7,-1,12,-3,115,0,38,0
11,17,36,-5,157,0,0,0
-7,2,36,0,235,0,0,0
12,5,38,-2,310,0,0,55
-5,11,52,-3,353,0,0,110
8,-3,45,1,367,0,0,158
-1,6,52,-5,376,0,0,240
5,-1,49,4,368,0,0,307
11,-5,41,-6,365,0,0,363
-7,-2,51,2,336,0,0,374
10,-3,33,2,259,0,0,370
-7,-10,32,-8,196,0,0,370
8,-7,34,-8,122,0,0,369
-3,-7,21,-7,55,0,0,334
-4,-3,33,3,0,0,0,259
7,3,16,-8,0,0,0,176
-4,-4,11,1,0,0,0,0
6,-2,17,108,0,65,0,0
0,9,13,-9,0,162,56,25
-3,3,19,2,0,0,111,0
8,-53,17,1,0,0,174,0
2,12,17,-8,0,333,255,0
2,-3,17,-1,0,393,326,0
8,10,17,-7,0,426,364,0
-5,-5,15,-4,0,492,377,0
7,-4,5,-3,0,547,380,0
6,-2,15,-9,0,559,372,0
-6,-10,3,2,0,507,360,0
5,0,0,-1,0,437,0,0
-3,-15,0,-8,0,363,0,0
-7,4,16,0,0,313,294,0
10,-1,2,-8,0,242,213,0
0,-2,14,-10,0,93,142,0
-10,10,0,1,82,0,68,0
0,2,4,-9,125,0,2,0
2,12,16,-7,171,0,0,0
-4,7,8,-4,241,0,0,67
10,10,4,-8,316,0,0,115
-6,13,-12,-2,353,0,0,168
7,0,-24,-7,367,0,0,242
-3,2,-20,-3,376,0,0,317
0,3,-38,-4,372,0,0,365
0,-5,-39,-5,367,0,0,376
-8,-2,-48,-2,344,0,0,377
7,-1,-40,-6,269,0,0,369
-8,-8,-37,-2,205,0,0,367
4,1,-45,-7,128,0,0,320
-5,-2,-33,-2,57,0,0,252
3,1,-37,-3,0,0,0,184
9,5,-41,-3,0,0,0,113
-9,7,-36,-5,0,154,44,34
0,11,-36,-3,0,178,110,0
5,11,-32,0,0,0,153,0
-8,0,-35,-2,0,0,224,0
9,11,-29,-5,0,309,303,0
5,11,-36,-2,0,386,354,0
-7,7,-26,-2,0,408,364,0
5,1,-24,-4,0,458,372,0
-2,3,-2,-2,0,507,0,0
2,0,0,-2,0,552,364,0
10,-6,-12,0,0,537,360,0
-10,0,-10,-3,0,482,318,0
-1,-6,1,-5,0,410,250,0
0,-3,0,-2,0,355,182,0
0,4,17,-4,0,303,122,0
5,-4,14,0,0,213,42,0
-5,7,29,-1,0,72,0,0
7,-1,36,-4,3,0,0,0
-4,5,34,3,63,0,0,18
-6,7,52,-5,115,0,0,94
12,4,42,-3,157,0,0,133
-7,9,46,-4,230,0,0,207
